"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
"M516.89T18.56",-0.052566,-0.034145,-0.0058675,-0.0073416,0.025815,0.014223,0.016657,0.029384,-0.037011,0.031094,0.0040324,0.018192,0.025653,-0.010198,-0.015037,-0.028047,0.022795,0.0066048,-0.017012,-0.014845,-0.00063208,0.01777,-0.029544,0.0039132,-0.0034631,-0.0062751,-0.046301,-0.012448,-0.01371,4.9711e-05,-0.0067082,-0.014666,0.01596,0.0030354,-0.039804,0.024273,-0.0043505,0.007906,-0.017962,0.021506,-0.0045011,-0.00044236,-0.0099228,-0.012306,0.014426,-0.0072468,-0.0080855,0.025639,-0.015573,-0.076639,-0.00013241
"M534.88T17.56",-0.046986,-0.016805,0.0059702,-0.015323,0.015916,0.032116,-0.049573,-0.0098559,0.044885,0.0044535,0.019085,0.011588,-0.036039,0.015095,0.010298,0.01811,-0.014575,-0.0093197,0.024131,-0.039279,0.019726,0.01786,-0.010078,-0.0040793,-0.030711,-0.011071,0.022209,-0.04402,0.017623,-0.026673,-0.017255,0.047857,0.032438,-0.011605,0.020663,0.036036,0.021093,-0.050107,-0.016297,0.0069985,0.021513,0.013662,0.0054925,0.027894,-0.01364,0.022203,-0.0052623,-0.015173,-0.033609,0.10235,-0.0011695
"M536.9T12.55",-0.0028147,0.016361,-0.077296,0.020581,-0.019756,0.04574,0.0071836,0.059013,0.047276,-0.050695,-0.010926,0.011231,0.0023252,0.0087857,-0.012839,-0.027278,0.0023572,0.021803,-0.032887,-0.014293,0.011875,-1.0067e-05,-0.020539,0.012481,0.02141,0.019194,-0.023565,-0.009753,0.012412,0.0037224,0.010478,-0.017485,0.023412,-0.030868,-0.013435,0.016292,0.025451,0.024021,0.050711,0.04919,-0.036147,-0.029537,-0.033056,0.0053413,-0.027373,-0.064952,-0.018495,0.0063863,0.00071322,0.037577,-0.0066712
"M536.9T17.56",-0.029011,-0.048762,0.0065874,0.0047405,-0.041509,-0.077619,-0.012867,-0.046688,-0.027118,0.067029,-0.035863,-0.018242,0.02827,-0.0090695,0.032839,0.055338,-0.0042909,-0.031283,0.01878,0.0085871,-0.0068007,0.0035503,0.0075969,-0.014043,-0.017802,0.00387,-0.0041686,-0.0020135,0.012478,-0.026828,0.0043837,0.012555,0.014695,0.011925,-0.042194,0.014452,-0.024107,-0.014143,-0.038816,-0.0075645,0.0036557,0.052319,0.019325,0.0031538,-0.01642,0.01506,-0.055979,-0.01146,-0.025739,-0.05917,-0.0019612
"M544.89T18.56",-0.029418,-0.04814,0.0032492,-0.03023,0.0014412,-0.03584,0.03104,0.055431,0.00020192,0.040869,0.030136,-0.0042768,0.0019105,-0.0047213,0.025664,0.020483,-0.0067184,0.0108,0.0026719,-0.018252,-0.0044974,0.0063369,0.0067105,0.012753,-0.020922,-0.0057671,-0.034898,-0.0096746,0.0073895,0.0052969,-0.006384,-0.046327,0.020936,0.010152,0.011357,0.021888,-0.010673,0.020561,-0.019948,0.016328,0.012605,-0.010748,0.0043856,-0.012665,-0.0079645,0.0061385,0.017347,0.0016822,-0.0017474,-0.087813,0.00045874
"M544.89T11.54",0.012781,-0.0051455,-0.020765,-0.067044,0.036601,0.037437,0.0027643,0.00090851,0.0052727,0.014542,0.03634,0.018791,-0.029562,3.9189e-05,0.042503,-0.0093108,0.030354,0.0024704,0.026594,-0.028492,-0.038706,-0.013644,-0.035333,-0.022634,-0.0095736,-0.030038,-0.027319,0.031386,-0.030528,0.044919,-0.020255,-0.029659,0.0066361,0.0037124,0.015313,0.02763,-0.012387,-0.028529,0.00052635,0.016935,0.050662,0.019986,0.0038111,-0.017097,0.011948,0.02497,0.00056283,-0.0052856,0.022693,-0.021665,0.0049139
"M549.19T881.43",0.19756,-0.14943,0.049542,0.012318,-0.065484,0.053637,0.039603,0.028508,-0.080998,0.019015,-0.0048379,-0.022936,0.062022,-0.056206,0.013916,-0.049081,-0.023228,-0.0044359,0.0090051,-0.030962,-0.037678,-0.060183,-0.020629,-0.022227,0.023609,0.016598,0.024325,-0.016415,-0.026225,0.019429,0.020889,-0.0074378,0.046432,-0.032593,0.027267,0.022141,0.0057416,0.04645,-0.0038455,-0.020404,0.04934,0.035752,0.028403,0.034059,0.0051184,-0.030149,0.023331,-0.011084,0.0013091,-0.032346,0.0020623
"M564.89T12.55",0.007274,0.0032931,-0.034582,-0.021458,0.0006617,-0.030472,0.010404,0.017607,-0.064687,0.010965,-0.064318,-0.034197,0.075204,-0.041456,0.0083981,-0.0032356,0.018792,-0.0032969,0.025422,0.0076563,-0.02433,0.018927,0.01031,-0.011436,0.026684,-0.036224,0.025815,0.017132,0.0020499,0.00053892,0.0037241,-0.013371,-0.0013964,0.021587,-0.044131,-0.024353,0.011723,-0.010389,-0.02267,0.0050167,0.00054407,-0.026531,-0.020059,0.0095922,0.0072862,-0.042068,-0.013483,0.014039,0.0090408,0.0027469,-0.0036159
"M565.89T17.56",-0.046184,-0.016746,0.02227,0.017977,0.013567,0.06172,-0.011534,-0.006203,0.016497,-0.0341,-0.019907,0.03461,0.0051257,0.019339,0.037747,0.0020621,0.017641,-0.047011,-0.030146,-0.015367,0.0062631,-0.015836,0.0029006,-0.010652,0.0095771,0.0094817,0.0060505,-0.00025315,0.0031161,-0.0086174,-0.010828,0.0047353,-0.037163,-0.044553,0.012639,0.0051789,0.0033469,0.0106,0.014278,0.028855,-0.0092433,0.031768,0.0092743,-0.010931,0.049244,-0.037065,0.036343,0.010951,-0.021852,0.0010456,-0.0013075
"M569.88T19.56",0.00078432,-0.054145,-0.011794,0.013208,-0.015149,-0.038119,0.032408,0.03527,0.012069,-0.026886,0.0067687,-0.030863,-0.049233,-0.03203,0.010269,-0.021288,0.031447,-0.075658,-0.0052592,0.028057,-0.023428,0.068565,-0.036623,-0.017665,0.023555,-0.01391,-0.004511,-0.033074,0.015692,-0.0013176,-0.038295,-0.043717,0.0008134,0.013836,-0.027549,-0.012624,0.080273,0.025183,-0.058492,0.0086333,0.012852,0.018261,-0.0046255,-0.011836,-0.030364,0.016129,0.0017137,0.045421,0.018054,-0.0055248,0.011025
"M573.47T1437.42",0.13721,-0.12196,0.0059525,0.035862,0.043664,-0.0046978,-0.02843,-0.0028655,-0.039762,0.008319,-0.020236,0.010127,0.021471,-0.0062272,0.005133,0.023577,0.0083236,-0.00010605,0.0037936,-0.00076471,0.0059944,-0.006893,-0.010329,-0.0037829,0.0052894,-0.0014017,0.013785,-0.01415,0.011517,-0.015876,-0.0091516,-0.00041502,0.0054961,0.008331,0.0010673,0.016435,-0.0074126,0.031071,0.0066027,0.028848,0.0061607,0.006676,0.0066784,0.012113,0.0026406,-0.0038488,-0.0081759,-0.0083202,-0.015582,0.016547,-0.007681
"M575.48T1420.61",0.15703,-0.16483,-0.032001,0.012133,0.05269,-0.050899,-0.06157,0.024604,0.013909,-0.05813,-0.035592,-0.052028,0.025046,0.005383,0.0061214,0.034673,0.04442,0.037046,-0.00060817,0.038526,0.043705,-0.013897,0.028676,0.022666,0.03917,-0.047636,0.0035323,-0.012405,0.028241,0.044787,-0.018618,0.022743,-0.051209,0.0035476,0.038925,0.024452,0.016061,0.022472,0.023672,0.042858,-0.033709,0.037054,0.018327,0.031525,-0.069059,-0.0086342,-0.029927,-0.044972,-0.062359,0.021243,0.01875
"M575.48T1555.33",0.11642,-0.11283,0.0015672,0.048574,0.052541,-0.0012666,-0.015223,-0.021887,-0.027967,-0.013046,-0.074197,0.021713,0.0017102,-0.013342,-0.026399,0.038342,0.017128,0.028368,0.025313,0.011717,0.021251,-0.095906,0.022106,0.036084,0.021072,-0.038901,0.029839,-0.01471,0.012053,0.013812,-0.048321,0.0076275,-0.023249,-0.067145,0.010945,-0.023469,0.0072306,-0.01282,0.0016928,0.020943,-0.043913,0.034077,-0.045454,-0.021966,-0.027011,0.034749,-0.017834,-0.066326,-0.046849,-0.010015,0.0018527
"M579.89T13.55",-0.015309,-0.023095,-0.030758,-0.020143,-0.019989,0.0058738,0.038506,-0.036333,0.023088,-0.027748,0.024951,-0.0024764,-0.01152,-0.03072,-0.03717,-0.0069976,0.019459,-0.035256,0.023755,0.026566,0.040941,-0.020723,-0.013477,-0.055025,0.0065488,0.0026878,-0.0051532,0.038078,0.0076582,-0.017609,-0.01773,-0.055059,0.037305,0.0018358,0.0044074,0.013928,0.00024435,-0.0056649,-0.017316,-0.028287,0.012154,0.03293,-0.029806,0.008298,0.068303,0.057962,0.0037614,0.0209,0.0024557,-0.013991,2.381e-05
"M589.43T1437.43",0.041757,-0.017825,-0.027195,0.032322,0.05597,0.0062866,0.026787,-0.051874,-0.029284,0.069329,-0.058691,0.048491,-0.028839,0.030161,-0.066547,0.040452,-0.057704,0.029056,-0.0082613,0.030657,-0.022192,0.031492,0.0091509,0.022786,0.0019926,0.014224,0.020151,0.0072216,-0.036431,-0.0033208,0.0021007,-0.0097574,0.01582,0.035212,-0.025702,0.0013438,0.014506,-0.024543,-0.011557,0.02328,-0.0081647,0.011928,0.011851,-0.0091579,0.027584,-0.044229,0.018551,0.019729,0.04705,0.010801,-0.011952
"M592.89T17.56",-0.035804,-0.044779,0.021051,-0.017786,-0.040007,0.0039231,0.042715,0.044874,0.017456,0.051746,0.05566,0.011691,-0.0026137,0.014381,0.036138,0.02898,-0.025285,-0.012514,0.0045338,0.0068907,0.01541,-0.045535,0.012852,0.012593,-0.0078005,0.009021,-0.02329,0.016034,-0.010907,0.013495,0.019018,-0.021507,-0.030702,0.000295,0.015519,-0.0025125,-0.0157,-0.00169,0.003953,0.015451,-0.0099419,-0.010654,-0.010092,0.01358,-0.043118,0.01215,-0.020995,-0.0030106,-0.013352,-0.020526,-0.00085416
"M593.89T12.55",0.020194,0.01049,-0.047332,-0.034996,0.0134,-0.0082273,0.0083444,0.0036036,-0.0058815,0.013332,-0.010216,-0.0086762,0.0042207,-0.0030818,0.028435,0.0026412,0.012149,-0.014032,0.0026263,-0.013686,0.00086821,-0.0026191,-0.0055056,-0.0035972,0.019322,0.052697,-0.020657,0.0062735,0.020828,0.014152,0.018063,-0.0070958,0.033289,0.054711,-0.016953,0.031617,-0.040326,0.017094,-0.052298,0.022585,-0.037292,-0.007672,-0.058558,0.012943,-0.015072,0.010591,-0.0028714,-0.044272,-0.0029409,-0.0080465,0.0013553
"M603.37T16.56",-0.0276,-0.023822,0.001926,-0.053112,-0.014261,0.018922,-0.04721,0.023232,0.043074,0.013807,-0.0094869,0.0023638,-0.020217,0.0042919,-0.023895,0.022475,-0.028075,-0.004858,-0.01813,0.0088437,-0.033597,-0.0032385,0.064456,-0.03891,0.017311,-0.040303,0.010897,0.024221,-0.046247,0.048201,-0.00086963,-0.00086972,0.039737,-0.014134,0.052343,-0.04606,-0.0012774,-0.035774,-0.021879,-0.0022148,0.027537,-0.036465,-0.032667,0.027277,0.014968,0.0066189,-0.027515,0.001271,-0.028578,-0.0097225,-0.0099372
"M604.89T12.55",0.01788,-0.0052072,-0.0068299,-0.061435,0.030548,0.00089872,-0.014322,0.029199,-0.018204,-0.01801,0.0089679,0.015469,-0.011214,-0.020946,0.0072184,-0.037419,-0.015928,-0.01699,0.012988,-0.02588,-0.0016822,0.049885,0.044227,-0.013099,-0.021105,-0.0096044,0.042181,-0.019449,0.024492,-0.0080445,-0.0040498,-0.035838,0.0008973,0.0054754,-0.014664,-0.014313,-0.0035042,-0.0094491,0.024199,0.0025575,-0.016537,-0.0015304,-0.014878,0.0117,-0.04879,-0.0046741,-0.027573,0.031792,-0.024781,0.013175,0.0060571
"M612.87T18.56",-0.03501,-0.045233,-0.0018424,9.4153e-05,-0.014318,-0.020641,-0.017697,0.03557,0.021585,-0.0035199,0.039041,0.033592,-0.0073953,0.0022411,0.027957,-0.0033357,0.024626,-0.0016633,0.014223,-0.0011147,0.0071916,0.000934,0.021954,0.0085212,0.023132,-0.031917,-0.0084315,0.013981,0.0065083,0.021294,-0.0263,0.010935,0.025388,0.027513,0.0015601,0.016538,0.0001062,-0.038196,0.02029,0.0038948,0.0072284,0.015184,0.00093423,0.037733,0.046795,0.028495,0.017122,-0.018983,-0.005696,-0.014562,0.0041195
"M612.88T11.54",0.015803,0.0050561,-0.045871,-0.05837,0.037386,-0.0023051,0.011615,0.016241,-0.017676,0.039634,0.015533,0.0059851,-0.038345,-0.0081093,0.044782,-0.0041661,0.042505,-8.2419e-05,0.074977,-0.017675,-0.046232,-0.021102,-0.036258,0.0064615,0.0070245,-0.033029,0.0020923,0.018646,-0.037795,0.03914,0.016584,-0.031009,0.031195,-0.013803,0.02208,-0.0099323,-0.035672,-0.01129,0.00898,-0.0090728,0.015812,-0.025337,-0.0019421,-0.026655,0.0041987,0.0048488,0.01578,-0.016288,-0.025543,-0.014991,0.0045702
"M618.85T19.56",-0.00842,-0.04159,-0.012256,-0.0068004,-0.039354,-0.020758,0.0065183,-0.031595,-0.001206,-0.022748,0.044093,0.063895,-0.056605,0.0064358,-0.031581,0.0043326,-0.034488,-0.028706,0.022354,-0.017062,0.0039002,-0.016198,-0.0014567,0.02402,0.0024133,-0.0035044,0.0060135,-0.021691,0.018291,0.018104,0.018947,-0.013478,0.0082018,-0.011919,0.014018,0.026692,0.00337,-0.039133,-0.0060657,-0.018588,0.030785,0.020155,0.053164,0.039535,0.0055463,0.0029379,-0.0078728,-0.033671,-0.0095559,0.0033493,0.001177
"M624.87T18.56",-0.025718,-0.020021,-0.033611,0.021869,0.022006,-0.019665,0.0063994,-0.01274,-0.026648,-0.072055,-0.060999,-0.035489,-8.0383e-05,-0.012649,0.0092371,-0.028723,0.005504,-0.056125,-0.0078432,0.017508,-0.011603,0.043593,-0.037993,0.010911,-0.0002876,0.00058243,-0.020027,0.00013436,0.032179,0.047543,0.037575,0.010824,-0.013664,-0.0039843,-0.047259,0.028785,-0.0060789,-0.02864,-0.02361,0.033787,0.021815,0.021831,0.011031,-0.0098684,0.017704,-0.016919,-0.031265,-0.0067351,0.035767,-0.024462,0.011252
"M626.86T18.56",-0.015274,-0.036084,-0.00099568,-0.020908,0.0028222,0.0040044,0.018279,0.024166,-0.033033,-0.004068,0.027522,-0.020632,0.01139,0.0094295,0.037285,0.0067577,-0.031347,-0.015112,-0.0022475,0.032283,0.018794,-0.0026951,-0.016777,0.012753,-0.0084839,-0.019599,-0.0059133,-0.012967,-0.01415,0.0087546,-0.0070867,0.0036185,0.01819,-0.034759,0.025948,-0.014975,-0.015174,0.023445,-0.012858,-0.0013898,-0.008422,0.055111,0.018574,-0.003252,-0.026696,-0.0044978,-0.0068606,-0.037652,-0.015783,-0.013102,0.0048788
"M631.47T1471.08",0.12391,-0.12122,0.0096694,0.041231,0.030992,0.03443,-0.03909,0.011809,-0.010706,0.020042,-0.015652,-8.7182e-05,-9.368e-05,-0.013426,0.00991,0.0036454,-0.0058021,0.0050276,0.020762,-0.0027043,0.021422,-0.0055973,-0.006785,-0.012834,-0.0085491,0.0088069,0.015939,-0.0028808,-0.014597,-0.0029004,-0.013983,0.027027,-0.0013278,-0.0030207,-0.013074,-0.0019552,-0.018084,0.015801,-0.020527,0.020936,0.00098571,-0.0058507,-0.020423,0.025813,-0.011622,-0.0045976,0.019975,0.0046484,-0.014243,0.0016658,-7.5672e-05
"M631.86T17.56",-0.0072421,-0.005696,-0.063442,0.024143,-0.033118,0.031883,0.036452,-0.012919,0.01986,-0.0037996,0.013791,-0.018158,0.018225,-0.011162,-0.014223,0.067091,-0.03533,-0.012238,0.012945,0.0037196,-0.024538,-0.018845,0.025754,0.0040714,-0.039192,-0.016749,-0.056274,-0.0044089,0.025029,-0.041586,0.0026281,0.0070583,-0.016294,0.0090258,0.039249,-0.0060799,-0.023344,-0.0019323,-0.0082254,-0.018683,0.020499,-0.012342,0.025783,-0.0021053,-0.030815,-0.025276,-0.073184,-0.013294,0.014114,0.00042353,-0.0099867
"M632.47T1471.09",0.11837,-0.13062,0.014536,0.040104,0.036756,0.033149,-0.046758,0.019131,-0.0065648,0.0091517,-0.00036485,-0.015753,-0.00097593,-9.3109e-05,0.029905,0.0026204,0.014854,0.015391,0.012531,0.0069694,0.0087511,-0.019617,-0.0011978,0.015547,-0.0018442,-0.01059,0.0013872,0.0029338,0.0063031,-0.0032431,-0.0061505,0.012503,-0.017969,0.017936,-0.0064349,0.012326,0.0061233,0.024316,-0.012397,0.022568,-0.0016109,0.0061049,-0.0073025,0.018483,-0.011031,-0.0045024,0.0024875,0.020385,-0.012535,-0.012746,0.0036917
"M632.88T17.56",-0.041246,-0.041955,-0.00082939,0.016892,0.0042975,-0.023297,-0.048078,-0.022118,0.015768,-0.026863,0.061265,0.032396,0.0073217,0.024713,-0.0050403,-0.003513,0.021289,-0.037321,0.018175,0.0018534,-0.0084095,-0.02346,0.0070726,0.0040648,-0.014465,-0.0018411,0.021469,0.022687,0.021089,0.040745,0.0010216,0.03283,0.017095,0.048368,0.020347,0.0026552,0.0055146,-0.035965,0.023316,0.032826,-0.039003,0.0090316,0.020515,-0.016467,0.033831,0.0058193,-0.012164,0.016855,-0.0017143,-0.016547,0.0012448
"M633.48T1454.22",0.090436,-0.095524,-0.014128,0.042086,0.080898,0.0093815,-0.026197,-0.013474,-0.019146,0.025106,-0.027621,-0.010072,-0.01351,0.0044614,-0.021137,0.0012722,0.020829,0.023638,0.031674,0.037609,0.01363,-0.013663,-0.0030551,-0.027363,-0.019211,-0.020295,0.007669,0.004039,-0.012657,-0.0064084,-0.0068019,0.0062843,-0.036107,0.022949,-0.017793,0.00061762,0.013321,0.0096758,-0.0032719,0.0065437,-0.016125,-0.011513,-0.018394,-0.016144,0.00091443,-0.014369,0.019654,0.015513,-0.013903,0.014312,0.0024727
"M633.48T1420.61",0.089322,-0.092238,-0.010394,0.038469,0.077931,0.0076606,-0.032417,-0.011902,-0.027591,0.02149,-0.019656,-0.014228,-0.015226,0.0020563,-0.011636,0.0090592,0.017469,0.012187,0.030404,0.028194,0.02728,0.018557,-0.0037516,-0.0096588,-0.007998,-0.018623,0.0016144,-0.0092983,-0.00061624,-0.0030103,-0.015676,0.0027243,-0.046468,0.019294,-0.016421,0.0056871,0.011645,0.015743,-0.0026308,0.018111,0.0020987,-0.01669,-0.0081794,-0.012359,-0.010035,-0.0076585,0.027755,0.010012,-0.013456,0.0064319,0.0046259
"M633.88T17.56",-0.028192,-0.028939,0.00023587,-0.0095236,-0.02896,0.025976,-0.064226,0.016883,0.025364,0.050193,-0.033082,-0.030923,-0.10171,0.053325,0.0050026,-0.056476,0.042372,-0.021454,-0.010409,0.0091296,-0.026121,-0.0092392,0.032037,0.02123,-0.021364,0.0068712,-0.044172,-0.02155,0.018534,0.045888,-0.035151,-0.025861,0.035659,-0.024014,-0.027301,-0.0037938,0.020289,0.0027916,0.032319,0.037261,0.037561,0.0026489,-0.0098664,-0.052216,0.014388,-0.042776,-0.016603,-0.012015,0.025829,-0.008889,-0.01141
"M634.48T1420.61",0.094837,-0.090258,-0.0058404,0.036746,0.069349,0.0099168,-0.022793,-0.020332,-0.024278,0.025475,-0.017986,0.0070833,-0.031173,0.0088458,-0.0013833,0.022022,0.019296,0.014374,0.025384,0.022716,0.01555,0.0057696,0.022802,0.0016459,0.00043566,-0.01808,0.00097778,0.011598,-0.0032173,0.0074527,-0.0065651,-0.01035,-0.032853,0.015032,-0.030753,0.0072056,-0.00516,0.019981,-0.018528,-0.0018221,-0.01675,-0.027625,-0.0050378,-0.0058823,-0.0018546,0.0016086,0.028998,0.017746,-0.015676,-0.012383,-0.0013779
"M637.36T17.55",-0.053637,-0.031823,-0.023005,0.0030904,-0.018156,0.019432,-0.026525,-0.015359,-0.031292,-0.0064206,0.0020948,-0.023938,-0.015724,-0.039621,0.0058679,-0.00601,-0.046392,0.025501,0.017488,0.026288,0.0020032,-0.023624,0.030168,0.032013,-0.026399,0.011611,-0.010758,0.011569,0.0062875,0.001373,-0.0075726,-0.00056637,-0.052357,-0.020559,-0.047492,0.032352,0.030144,0.0082325,-0.034272,0.012276,-0.044884,0.008111,-0.023199,0.023385,0.026568,-0.00070872,0.023894,-0.0061358,-0.040788,-0.020112,-0.0012825
"M637.87T18.56",-0.027724,-0.045483,-0.009609,-0.021987,-0.047609,0.052883,-0.0063811,0.015494,0.023644,0.0058832,-0.018072,0.061085,-0.05643,0.065033,-0.01104,-0.023696,0.028113,-0.03378,-0.015851,0.0079426,0.028687,0.038356,-0.044221,0.049575,-0.035752,-0.02283,0.063313,-0.053403,0.020824,0.025406,0.027496,0.015924,0.014146,0.059245,-0.044823,0.022333,0.032841,0.0093505,0.034804,-0.030451,0.010242,0.024181,-0.0047225,0.052076,0.0086853,0.011167,0.020281,0.046137,0.0018733,0.0056278,-0.0070774
"M644.87T18.05",-0.0057768,-0.014317,0.0077931,0.0012875,-0.064662,0.031657,-0.027845,-0.073752,0.017876,-0.057106,0.000398,0.012021,-0.00024506,0.0064195,-0.031814,0.023226,-0.0065114,-0.06291,-0.022358,-0.0040042,0.04522,-0.0166,0.0015949,-0.0094674,-0.0079385,0.029367,-0.0086083,0.0096414,-0.013483,0.011333,0.016696,-0.035645,0.029831,0.01443,0.012962,-0.017709,-0.022679,-0.014943,0.016436,0.054303,0.0098614,-0.023378,-0.014513,-0.033373,0.0040389,-0.015803,-0.011424,0.027938,-0.040703,-0.0082976,0.0012673
"M647.46T1437.41",0.13418,-0.12443,0.005577,0.046819,0.067183,0.04691,-0.025164,0.02097,0.026098,0.02215,-0.017429,0.018113,-0.013722,-0.00055314,0.009557,0.026682,-0.0056171,0.013502,-0.00091428,-0.0014846,0.0078927,-0.016414,-0.013281,0.006822,-0.0064412,0.014767,-0.018265,-0.010959,-0.0021453,-0.0065773,0.0036518,0.010266,0.0084355,0.0083483,-0.016161,-0.0079605,-0.032166,0.019344,-0.020747,0.020219,-0.0050149,0.0018388,-0.023253,0.016567,0.0028866,0.00467,-0.015383,-0.0063781,0.0085872,0.0020624,-0.0092008
"M648.47T1437.41",0.12422,-0.12377,-0.0041461,0.045745,0.036136,0.040178,-0.015213,0.02222,-0.0097385,0.042404,-0.062091,0.04101,-0.014228,-0.011137,0.0014845,0.014486,0.0019983,0.0069565,0.0040306,-0.0035241,0.015174,-0.019115,-0.02389,-0.0045915,0.0067278,0.012565,-0.0074782,-0.012909,0.012407,-0.0066807,-0.0041474,0.0074394,0.003691,0.0084576,-0.019485,-0.0055531,-0.0064183,-0.0058001,-0.010489,0.0076967,-0.0093612,-0.011123,-0.017603,0.015084,0.0040894,0.0094817,0.00028016,0.0001377,-0.0071405,-0.051042,-7.3776e-05
"M649.48T1420.61",0.11434,-0.12346,-0.033344,0.023141,0.021193,0.0015501,-0.11854,0.040013,0.069165,-0.023516,-0.04302,-0.00026979,0.007786,0.029699,-0.016933,0.0025975,0.0019374,0.020866,0.011743,0.027216,-0.0054353,-0.013324,-0.016358,-0.027109,-0.034712,0.0057512,0.032965,0.0019583,-0.016412,-0.0041813,-0.0093674,0.013688,-0.0031723,0.0034143,-0.00093107,0.040401,-0.0033685,0.016337,0.015422,0.015939,-0.028224,-0.024215,-0.0050504,-0.00084543,-0.012946,-0.00050566,-0.010451,0.031206,0.018384,0.0053219,-0.0065841
"M649.48T1386.28",0.10668,-0.13446,-0.015624,0.029015,-0.02118,-0.037839,-0.13157,0.0016196,0.030669,-0.0053999,0.00090487,0.01598,0.0027766,0.048257,0.018421,0.013849,0.008665,-0.015703,-0.0017145,-0.008668,0.013085,-0.0065251,-0.0047522,-0.023344,-0.039148,-0.012697,0.031931,0.020182,-0.020288,-0.00083193,-0.012643,0.0088366,0.018931,-0.014458,-0.021349,0.030813,-0.034623,0.060382,0.0084831,0.019942,0.0025912,0.014259,0.050508,0.0070639,0.012795,-3.5744e-05,-0.016447,0.00033766,-0.0033067,0.021087,-0.0039887
"M650.48T1420.61",0.1005,-0.11967,-0.026942,0.017262,0.014282,0.00039488,-0.12514,0.043486,0.054352,0.0033861,-0.037335,0.00043771,-0.011023,0.045826,-0.0033131,-0.0036083,0.0065011,0.014375,0.015319,0.011483,-0.0039775,-0.012446,-0.023493,-0.028146,-0.045622,-0.0095381,0.033061,-0.008638,-0.0115,0.0025951,-0.037128,0.0061298,-0.0035903,-0.023458,0.0045406,0.0252,0.0037801,0.0074595,0.019601,0.01089,-0.021944,0.013349,0.020516,-0.011538,-0.0053204,0.024308,-0.021123,0.04078,0.012996,0.023466,-0.00036932
"M650.48T1403.57",0.10658,-0.12468,-0.030748,0.006592,-0.0049315,0.027218,-0.11184,0.058286,0.051562,-0.012861,-0.048168,-0.0092238,0.006963,0.036893,0.011695,0.013367,0.0090503,0.014222,0.01385,-0.0090117,-0.018036,0.00057505,-0.009902,-0.045805,-0.026959,0.006002,0.021092,0.0018766,-0.0066632,-0.0046471,-0.037441,0.024931,-0.0038339,0.0071244,-0.02069,0.018025,-0.020826,0.023999,-0.0039311,0.010552,-0.017194,0.0088359,0.021962,0.001443,-0.018987,0.015008,0.0014233,0.01294,0.018836,-0.03016,-0.0080839
"M653.86T17.74",-0.024696,-0.027422,-0.008036,0.0095453,0.030907,0.068227,0.026598,-0.0028904,-0.017615,0.033902,-0.015826,-0.023058,-0.053367,0.0031045,-0.007965,-0.014817,-0.0061467,-0.01372,0.010138,-0.014158,-0.020996,0.032949,0.0069171,0.02078,0.055969,-0.057678,-0.0046419,-0.018953,0.04424,0.029524,-0.041807,0.043105,-0.021267,-0.018278,0.032241,0.013268,-0.0092213,-0.01667,0.032153,0.016495,0.02841,-0.024592,-0.033251,-0.00042499,-0.025374,-0.023011,0.034138,0.022549,-0.007573,-0.014305,0.007058
"M660.87T12.55",0.0013399,0.0061692,0.0090758,0.019803,-0.050036,0.016574,-0.019071,-0.045014,-0.039748,0.057287,0.0065918,0.028421,-0.04557,0.056133,0.049025,-0.00052708,0.029796,0.0032387,-0.0049249,-0.054655,0.023665,0.030049,0.038902,-0.0054084,0.041198,0.010784,-0.0010987,0.015386,0.021854,0.0088476,-0.014592,-0.040222,0.027611,-0.025337,-0.051193,0.0052257,0.0050804,0.0028087,-0.0012741,-0.01678,0.0090685,0.014944,0.0082859,0.0043268,0.006299,-0.030863,-0.015338,0.0078341,-0.0024911,0.01714,-0.0021788
