"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
"M1200.76T17.54",-0.028623,-0.041152,0.019546,0.060248,0.027408,-0.026089,-0.034999,-0.014948,0.012203,0.023048,0.043689,0.022392,-0.050785,-0.032186,-0.00023605,0.04695,0.0053413,-0.053544,0.063101,0.0080738,-0.011696,0.029845,-0.029194,-0.0023731,-0.046076,0.014038,0.043875,-0.011832,-0.0072967,0.00064421,0.0069781,-0.03067,0.044986,-0.048523,-0.059664,0.028749,0.010006,0.00779,0.059292,-0.026651,-0.036218,0.03222,0.051613,0.010609,-0.001084,0.01282,0.005439,0.01575,0.06673,0.011069,-0.00010615
"M1201.1T13.6",-0.0016012,0.0040425,-0.029407,0.013136,0.0078914,-0.0089387,0.01786,-0.01509,0.017766,0.024617,-0.029414,0.0052875,-0.03474,6.3081e-05,-0.016038,-0.019288,-0.017691,-0.047216,-0.040819,-0.019138,-0.027114,0.019917,-0.0042239,-0.010459,-0.0078391,-0.03031,-0.040989,0.0068003,0.012328,-0.033223,0.030059,0.014917,0.067039,-0.035138,0.032787,0.018699,-0.043366,-0.041843,0.038172,-0.043845,-0.038979,0.018373,-0.010202,-0.035062,-0.003867,0.00097025,-0.019107,-0.042221,-0.033689,-0.00035264,-0.016275
"M1204.77T16.56",-0.044484,-0.053577,0.02289,0.01846,0.038362,0.021108,0.035841,0.038962,0.0087621,0.038326,0.04745,0.012591,-0.012432,-0.0054696,0.013778,-0.00473,-0.028211,0.034476,-0.025268,0.033779,-0.0041915,-0.0074152,-0.0091574,-0.038344,0.021794,-0.0072001,-0.058491,-0.04733,-0.0080485,0.015689,-0.021358,0.018291,0.023132,-0.043014,-0.0061836,-0.040221,0.0065226,0.023962,-0.052524,-0.016067,-0.0079246,-0.045189,0.024247,0.0020633,-0.0052575,0.005942,0.009236,0.023491,0.010441,0.0042314,0.0022639
"M1205.09T17.55",-0.0045027,-0.049519,-0.00059712,0.006449,0.011562,-0.014073,0.025493,-0.0056497,0.024524,0.0026492,-0.037374,0.041232,-0.015144,-0.007335,-0.0096613,0.028736,-0.0066167,-0.022619,0.013307,-0.024814,-0.062175,-0.021702,0.058141,0.050102,0.055903,0.057472,0.0031351,0.0044592,0.013177,-0.0243,0.014917,-0.040084,0.019111,-0.040929,-0.026119,-0.00081771,0.035128,0.054249,0.070005,-0.037993,-0.030247,-0.019209,-0.024989,0.0014396,-0.01379,0.0068224,-0.007166,-0.010576,-0.03529,-0.0085948,0.0010531
"M1205.27T12.55",0.01707,0.008118,-0.044806,-0.028862,0.01209,-0.0018297,-0.0016145,0.022753,-0.0067526,-0.012296,-0.0030138,0.052632,0.022187,-0.026249,-0.012859,-0.014032,0.019468,-0.026667,0.0054185,-0.026128,0.037164,-0.011607,0.035139,0.013864,-0.011612,-0.057351,0.01196,0.010116,0.037398,-0.0098903,0.028851,0.012481,-0.012711,0.013817,-0.010003,-0.021704,-0.0071608,-0.025345,0.0037453,-0.0079881,0.005403,0.015552,0.023384,0.024338,0.039973,0.039298,-0.0096652,0.032428,0.006862,-0.0090539,-0.00059514
"M1205.43T12.54",0.0074663,-0.013493,-0.041317,-0.076413,0.038807,-0.035459,0.024687,0.041638,-0.0022038,-0.023946,0.086195,0.07611,-0.061991,0.011971,0.019979,-0.10283,-0.011878,-0.01813,0.038969,-0.059917,0.066355,-0.09,0.024601,-0.0095032,-0.054834,-0.0016973,-0.0087825,-0.012396,-0.029063,0.021042,-0.013725,0.015779,-0.023405,0.0031621,0.018348,-0.0056591,-0.0058805,0.0108,-0.050021,0.024494,-0.023829,0.0028193,0.019098,0.017459,0.012801,-0.010499,-0.0021445,0.014303,-0.045739,-0.02924,0.0062384
"M1205.77T17.55",-0.03165,-0.019304,-0.025033,-0.0081771,-0.04548,-0.050955,-0.044604,-0.027064,-0.0018161,0.012545,-0.024843,0.008952,-0.017354,0.0048891,-0.047853,-0.053214,0.039829,0.044648,-0.010042,-0.0030525,-0.0013272,0.028101,-0.01178,-0.051818,0.00781,0.057312,0.00023507,0.041107,0.0069383,-0.038559,-0.001468,0.043446,0.02291,-0.018203,-0.0029623,-0.039175,0.065462,0.033412,-0.0033336,0.046527,-0.059982,-0.022349,0.030583,-0.034907,-0.016514,0.02187,0.00096439,0.0097974,0.0075246,0.01485,0.0010286
"M1206.09T17.56",-0.010381,-0.05435,0.042473,-0.047531,0.0085345,-0.017518,0.046758,-0.047013,0.012318,0.033127,-0.0177,-0.039477,-0.0054489,0.015905,0.0052248,-0.0015018,0.0091155,-0.029651,0.0014044,-0.0067803,-0.029158,0.036148,-0.0065293,0.0079006,0.028107,-0.039715,-0.032771,0.054697,0.019375,0.068311,-0.0061446,-0.056912,-0.042494,-0.07099,-0.011555,-0.084582,0.017504,-0.012132,-0.0020712,-0.00016415,-0.019801,0.01602,-0.053001,0.00018104,-0.0092424,0.00071694,-0.058392,-0.018188,0.050935,-0.019321,0.0036179
"M1206.09T12.55",-0.024027,-0.0082544,-0.013903,0.042517,0.009459,-0.017948,-0.013648,-0.022501,-0.09479,-0.026148,0.014638,0.017382,-0.012076,0.024449,-0.0046367,0.0035115,0.043215,0.00115,0.0056714,-0.00067248,-0.022214,-0.044944,-0.0057695,-0.069571,-0.005667,0.053763,0.017246,-0.048524,0.022577,-0.051947,-0.011672,0.038267,0.022448,0.031098,-0.025287,0.046644,0.019099,0.0055972,0.0024211,-0.035498,-0.013791,-0.04129,0.035219,0.037149,0.0029843,-0.022635,0.067784,0.0085932,-0.012584,0.023074,0.0033477
"M1206.44T13.04",-0.032031,0.0057236,-0.023785,0.031364,0.017066,0.045643,-0.004421,0.0006625,-0.0059902,0.0055709,0.028213,0.042062,-0.029768,0.046746,0.01757,-0.0025987,0.040489,-0.031657,-0.018021,-0.04774,0.025739,-0.028739,0.031097,-0.0055806,0.01308,0.04308,-0.016768,-0.014891,-0.027512,-0.014513,-0.017752,-0.00026973,0.0077946,-0.0017785,0.0079562,-0.0019432,0.00037233,-0.022717,-0.043588,-0.014147,0.036476,0.045238,0.05058,-0.030834,-0.0032207,-0.006868,0.057747,0.043125,-0.036798,0.0096706,0.011493
"M1206.76T17.55",-0.052073,-0.0079146,-0.009821,-0.00027773,-0.066263,-0.014999,-0.017509,0.031166,-0.0076156,-0.00014516,-0.022944,-0.0036875,-0.013228,-0.02619,0.024333,-0.0076474,-0.014934,-0.019392,0.014612,0.013445,0.026337,-0.0018663,0.01406,-0.0069467,-0.032349,-0.018829,-0.041088,-0.026329,0.051387,0.0015009,-0.037074,-0.03282,-0.019323,0.028483,0.00703,-0.013687,0.017043,-0.066267,-0.0087558,-0.032585,-0.002051,0.047581,0.011872,-0.011889,0.00081442,0.017592,0.0097544,0.02381,0.022289,0.0038736,0.0030102
"M1207.09T13.54",-0.0038954,0.018701,-0.07948,0.044759,-0.01495,0.023228,-0.0026992,-0.0013966,-0.034066,-0.004844,0.015684,0.035711,-0.054829,-0.0039904,-0.043122,-0.0031213,-0.020449,0.010905,0.025037,-0.029694,-0.020741,-0.038345,-0.014259,0.01568,0.034347,0.0032845,0.017056,0.046662,0.02436,-0.037704,0.0064219,0.051892,0.0097271,0.082399,-0.017521,-0.0028515,-0.052545,0.012261,-0.0018044,0.0067262,-0.0096885,0.023968,0.0087879,-0.026954,0.0081927,0.051746,0.029406,0.006843,-0.0023254,0.019129,0.043742
"M1207.43T13.55",-0.0070335,0.00081866,-0.038035,0.045202,-0.024983,-0.02324,0.015169,-0.0086495,-0.027457,-0.0044673,-0.0022656,-0.046406,0.0066124,0.10107,0.038248,0.04324,-0.056726,-0.016495,-0.044059,-0.0078349,-0.011974,-0.031182,-0.028793,0.03335,-0.029219,0.0074468,0.071102,0.041322,-0.0053841,0.019324,0.010627,-0.015073,-0.0035663,-0.016612,0.04426,0.055085,0.0054549,-0.0228,-0.024271,-0.038765,0.063885,-0.038219,0.033112,0.0086804,-0.035475,0.020296,-0.02091,0.0014956,0.01391,0.0071185,0.051736
"M1208.09T16.56",-0.037603,-0.042195,-0.0030985,0.013479,-0.052665,0.036271,0.032699,-0.0024281,0.029666,-0.036692,-0.01054,0.031309,-0.011474,-0.0014062,0.044958,-0.024569,0.024141,0.028429,-0.049362,0.010251,0.030413,-0.038838,0.008256,0.024659,-0.016232,0.0026943,0.014097,-0.036274,0.050397,0.072253,0.018954,-0.0024291,-0.041522,-0.046634,0.037487,0.026966,-0.044192,0.087689,0.019844,-0.038857,0.0043054,0.028513,0.0029983,-0.060289,-0.027195,-0.052161,-0.069908,0.011372,-0.012659,0.011382,0.010851
"M1208.09T12.61",0.020951,0.0068205,-0.028033,0.021698,-0.014754,0.025847,-0.014633,-0.0088662,-0.025587,-0.00070292,0.0084638,-0.031639,0.053411,0.029095,-0.039203,0.0046589,0.01069,0.047831,-0.021606,0.010305,0.054032,-0.025513,-0.052434,-0.016591,0.064472,0.0088308,-0.035869,-0.04408,-0.013283,-0.02917,0.066195,0.030115,0.091787,-0.021209,-0.0035194,-0.11132,0.019178,-0.028147,-0.0076171,0.021525,-0.0041398,0.062016,-0.04058,-0.011836,0.013687,-0.002962,-0.00045463,0.019447,0.050272,-0.0087569,0.00021388
"M1209.02T13.55",0.0032932,-0.017239,-0.0042402,-0.023379,-0.011581,0.039107,-0.018141,-0.031695,-0.031992,-0.023144,-0.058174,0.0021045,-0.042202,0.0071369,-0.0064083,-0.035136,-0.019919,-0.017275,-0.031422,0.0073485,0.0048935,0.023625,0.042267,0.0030759,0.061087,-0.094108,-0.015397,-0.023883,-0.014647,0.030513,-0.032151,-0.011457,-0.02749,-0.016415,-0.0044855,-0.0094908,-0.045265,0.00049665,0.010683,-0.027283,-0.015733,0.006393,-0.019589,-0.008801,0.041001,0.020507,0.02971,0.011541,0.0067615,-0.013499,-0.027673
"M1209.27T13.55",-0.0050344,-0.0098407,-0.017132,-0.030381,-0.0056545,0.027473,0.060475,-0.038173,-0.021699,-0.0075807,0.036541,0.048961,0.0050634,0.0072434,0.0061164,-0.0049135,0.0010419,0.011745,-0.011036,0.011024,-0.0096233,-0.011623,-0.01586,0.039015,-0.038325,0.021537,-0.032901,-0.012113,-0.019921,-0.056277,0.010296,0.030121,-0.025558,-0.020072,-0.037474,0.036991,0.017362,-0.020337,0.028821,0.016276,-0.037389,0.018552,-0.0047592,0.015512,-0.005438,0.044147,0.0022216,-0.035312,0.05394,0.0032234,2.0198e-05
"M1209.76T16.68",0.0019704,-0.034838,0.035193,0.05698,-0.035881,-0.024919,0.02086,-0.039835,0.0066838,0.0029301,-0.041496,0.015651,-0.059514,-0.047576,-0.051722,-0.055152,-0.025491,0.064195,-0.025434,-0.017586,-0.0043477,-0.016233,-0.011499,-0.00096935,-0.023475,0.030981,0.0025296,0.0029654,0.03862,0.027477,-0.03252,0.016714,0.016684,-0.015248,0.031472,-0.047893,0.035094,0.055448,-0.024449,-0.060778,0.011594,-0.012024,-0.013499,-0.023695,0.015964,-0.015966,-0.018466,0.023803,0.019998,0.0086878,0.017011
"M1210.26T12.61",-0.0053406,-0.00017274,-0.051586,0.050682,0.012833,0.033296,0.0015947,-3.485e-05,-0.0080582,0.051197,0.030635,-0.0033948,0.13331,0.023973,0.057117,-0.085898,-0.10378,-0.0052642,0.023127,-0.030101,0.064525,0.077685,-0.045561,-0.066007,-0.014153,0.061043,-0.13058,-0.084431,0.013968,0.01189,0.0087689,0.011971,-0.028397,0.034144,0.018851,0.05033,0.040189,0.011503,-0.0090081,0.046144,-0.04154,0.067876,0.036843,-0.03885,0.041995,0.059063,-0.014521,-0.064641,-0.059195,0.00049106,0.016986
"M1212.09T16.56",-0.036603,-0.036537,0.007454,0.0079673,0.034391,0.062949,0.047359,0.014681,0.010347,-0.014074,0.020699,-0.017451,0.0032189,-0.02273,0.025505,-0.0060927,0.0073828,-0.013003,0.0088644,-0.010612,-0.06271,0.031008,-0.016201,0.0041114,0.036564,0.0039416,-0.024029,-0.058264,0.010897,-0.014396,-0.0014497,0.0037558,0.032305,-0.0028294,-0.010274,-0.034075,-0.031143,-0.035131,-0.038587,-0.0086373,-0.0068555,-0.0096267,-0.016838,-0.041335,0.0011395,0.0043357,0.0093883,0.014366,-0.030942,0.0020509,0.014642
"M1212.43T14.57",-0.018396,0.0056992,-0.0047434,-0.016435,0.011027,0.01833,0.011315,-0.034408,0.014065,-0.039043,-0.0063536,-0.061286,-0.053066,-0.019459,-0.0059163,-0.02992,0.05327,0.02211,-0.058996,-0.037812,0.016809,0.020907,-0.0043182,0.0015963,0.0083417,0.025004,-0.060775,-0.044265,-0.047726,0.0016764,-0.03257,-0.025365,0.11731,-0.034767,0.0073216,0.0044686,0.0055749,-0.04897,0.038811,0.021983,0.063096,0.032462,0.0092742,0.04988,-0.083437,-0.021609,-0.010464,0.02307,-0.033429,-0.010065,0.0085827
"M1215.26T17.55",-0.0079772,-0.03222,0.0045157,-0.0004481,0.074502,0.022933,0.002664,-0.041357,-0.0035597,0.0011472,0.043643,0.034904,0.07585,-0.051774,-0.039977,0.0076306,0.05231,0.058834,-0.012987,-0.012729,-0.013352,0.0062828,-0.021515,-0.035502,-0.021891,0.02203,0.0075197,0.062291,0.013666,-0.0031507,-0.012295,-0.0019196,-0.030362,0.033952,-0.0096627,-0.011662,0.043816,-0.0087455,0.0056044,-0.0048868,0.0084644,0.021753,0.014452,-0.087629,-0.010089,0.018485,-0.0087339,-0.032794,-0.0073324,0.03362,-0.017739
"M1215.76T17.4",-0.046671,-0.0021045,-0.0090914,0.016682,-0.036509,0.0037339,-0.06019,0.022893,-0.0094896,0.049694,-0.051809,-0.028035,-0.004532,0.0043779,0.04199,-0.039103,0.023057,0.039686,-0.0022077,-0.017975,0.05683,0.010312,-0.011855,0.034221,0.016693,-0.0070557,0.019833,0.020818,0.0081976,0.030531,-0.04875,0.011321,0.013859,0.0047832,-0.013725,-0.029019,0.013108,0.054464,-0.0027445,-0.017833,-0.018697,0.013168,0.021421,-0.0064109,-0.005372,-0.03454,-0.0001729,-0.0030495,0.014475,-0.0046998,-0.0056831
"M1216.76T17.55",-0.017899,-0.010392,-0.053001,0.034373,0.023723,-0.027338,-0.05987,-0.016669,-0.021339,-0.015542,-0.036759,-0.054455,-0.017037,-0.038271,0.03625,-0.0055032,-0.023216,0.056233,-0.014637,0.027501,0.0092303,-0.03413,-0.034965,0.016055,0.0081673,0.0050196,-0.014402,0.081496,-0.057348,-0.055944,-0.017473,-0.025045,-0.053668,-0.023166,-0.018906,0.0091956,0.038549,0.02342,-0.018019,-0.023388,0.040892,-0.0067255,-0.0025932,-0.00017093,0.0048628,-0.005036,0.0043814,0.019207,0.0030514,-0.01246,-0.0040776
"M1217.76T17.56",-0.027961,-0.025078,-0.01769,0.017397,0.053181,-0.036396,0.030413,-0.017851,-0.078708,-0.020469,0.0096862,-0.015163,-0.0057696,-0.0044649,-0.028469,-0.0053767,-0.016847,-0.014234,0.018385,0.008435,-0.017308,0.02571,-0.030048,0.0073115,0.028984,-0.04436,-0.0066688,0.0031775,0.00057424,0.050142,-0.010279,0.0044007,0.011864,0.021079,-0.0084483,0.017439,-0.010356,-0.045467,0.025637,0.0098099,0.00094163,0.0071143,0.011375,0.0065926,-0.014847,0.0089217,0.014607,-0.0026842,-0.034379,-0.017573,0.0081963
"M1219.5T14.55",0.015516,-0.0045405,0.024636,-0.0076577,0.045799,-0.025355,-0.021271,0.0029303,0.03691,-0.050754,-0.057855,-0.023893,0.025444,0.032398,-0.0005466,0.06869,-0.093304,-0.016514,0.0051656,-0.05798,0.015975,0.014568,0.02815,-0.006468,0.0029227,-0.0032982,0.045201,-0.059939,0.0036778,0.066274,0.0024386,0.020237,0.025524,0.025138,-0.042262,-0.086264,0.040524,0.031853,0.00090978,-0.033841,0.013942,0.067119,-0.033588,0.019395,-0.017899,0.030561,0.039261,-0.04206,0.07181,-0.0012481,-0.0134
"M1220.5T13.6",-0.012071,-0.010479,0.013071,-0.029255,0.020757,0.021172,-0.0097779,0.0093628,-0.015906,0.02657,-0.0057305,0.013643,-0.01467,-0.042573,0.030574,-0.046566,0.015199,-0.021283,-0.0039589,0.014312,0.023711,-0.0098483,-0.005169,0.020063,-0.011571,-0.0088301,0.011713,0.02238,-0.024069,-0.015853,-0.026507,-0.012088,-0.037025,-0.031087,0.027223,-0.0063443,-0.0071201,-0.058554,-0.037273,0.060874,0.057081,0.043931,0.014021,-0.002272,-0.029958,0.022507,-0.031225,0.012905,-0.012931,0.0076494,0.0016953
"M1220.75T17.55",-0.036967,-0.032324,0.024262,0.0040913,-0.06865,0.046521,0.0085729,-0.021862,0.039388,-0.02281,-0.026521,0.0034427,0.0010119,0.036515,0.0070242,-0.026205,0.015951,-0.0027094,-0.012713,-0.023404,0.0074506,-0.035385,-0.032854,0.035411,0.0028943,-0.026759,0.0075675,0.020108,0.036666,0.0446,-0.051537,-0.01696,0.036115,0.037193,0.02636,0.0013007,-0.020823,0.052388,0.044755,-0.033431,0.0052889,0.014436,-0.024086,-0.037009,-0.031977,-0.02825,0.029412,-0.019084,-0.00026524,0.011312,0.0044656
"M1221.76T12.55",0.019348,0.0054638,-0.068061,-0.014375,0.026592,-0.0023179,0.011234,0.005664,-0.0065066,0.014036,0.013973,-0.0057409,-0.0079354,-0.057763,0.010704,0.00010561,0.017119,-0.033876,0.023208,0.0018705,-0.0039689,-0.012625,0.02668,0.00017927,0.0095419,-0.00013808,0.022949,-0.018982,-0.01107,-0.02562,0.036324,-0.012051,0.001295,-0.030573,0.0048304,0.018107,0.034473,-0.0074996,0.022925,-0.020051,-0.0090524,0.0052861,-0.0068104,-0.0065756,-0.0076702,-0.022257,-0.038903,0.0097594,0.00027891,0.0036481,-0.0063607
"M1221.75T17.47",-0.043896,-0.027871,0.0084909,0.054754,0.02494,0.040329,0.0063128,0.012487,0.02031,-0.031043,0.0061562,0.016314,0.009262,0.050881,0.02651,-0.0055678,-0.00063963,0.010125,-0.010059,-0.014116,0.016774,0.0048546,-0.029381,-0.03055,-0.044672,-0.019406,0.010856,0.025235,-0.035658,-0.0093123,0.050824,-0.048481,0.0044594,0.0061346,-0.059192,0.010359,0.007752,-0.012275,-0.0063156,0.007556,0.033888,0.040046,-0.0098638,0.0032943,-0.015564,-0.022852,-0.011846,-0.044248,0.0068104,0.0092655,-0.0033462
"M1222.08T17.56",-0.012158,-0.031801,-0.038009,0.0035103,-0.011938,-0.033435,0.032417,-0.007279,-0.010287,0.015614,-0.050561,-0.030916,0.043272,-0.028004,0.022238,0.054502,0.025589,0.0018518,0.0051283,0.018506,0.0069126,0.077332,0.013384,0.01028,-0.009155,-0.0003502,0.015879,0.05278,-0.032821,0.0068073,0.013625,-0.0034905,-0.0016294,-0.031737,0.0049371,-0.038824,0.0044709,-0.015316,-0.051491,0.052272,0.047915,0.0038864,-0.010832,-0.0020874,-0.010701,0.040753,-0.04806,0.026714,-0.02264,-0.0021801,-0.0034558
"M1222.76T17.55",-0.042339,0.009043,-0.018397,0.054116,0.011415,0.001708,-0.012746,0.018404,-0.048616,0.070994,-0.0045529,-0.0565,-0.039593,0.0075251,0.0029216,0.01711,0.0060364,0.045351,-0.026096,-0.020678,0.023949,-0.011226,0.007914,-0.010653,-0.0098784,-0.063377,-0.0032807,0.03085,0.0091104,0.013961,-0.00013695,0.012922,0.010953,-0.014746,0.026019,0.0025751,-0.00063241,0.0068225,-0.014037,0.042195,0.030141,-0.018868,0.035307,-0.0087099,-0.047908,0.0076992,-0.017646,0.030302,-0.032186,0.012869,-0.00019186
"M1225.1T13.55",-0.0043383,-0.0073367,0.02038,-0.044992,0.0064038,0.013805,-0.0063677,-0.027598,-0.0052276,-0.0089494,0.0057124,0.0035145,-0.014286,0.0016164,0.030308,-0.019629,-0.024815,-0.00080671,0.021276,0.010763,-0.023156,0.0042614,0.002069,0.014095,0.013935,-0.0096767,-0.013066,-0.011099,0.0022682,0.0058937,0.011211,-0.024481,0.0094032,0.039778,0.023117,0.0036333,-0.0049965,0.02821,-0.003103,-0.05537,-0.01876,-0.010111,0.0091229,0.02084,0.00063251,-0.01941,-0.0022357,-0.015082,-0.02198,0.0027799,0.010031
"M1225.26T13.55",-0.0048972,-0.0017162,-0.021741,0.020378,-0.014864,0.01676,-0.0088062,-0.013957,-0.026449,0.00030561,-0.0054611,-0.0096641,0.020281,0.062475,-0.067046,-0.01932,-0.02644,0.030712,-0.040127,-0.037021,-0.03277,0.011878,-0.093185,0.048193,-0.045794,0.012804,0.001471,0.04957,0.037677,0.045232,-0.094601,0.032296,-0.011329,0.013737,-0.051274,0.042981,0.036489,0.012651,-0.019411,-0.026638,0.047177,-0.054626,0.01694,0.028228,0.016289,-0.0019486,0.034393,0.034174,0.027229,-0.0059428,0.0013498
"M1227.42T17.55",-0.02895,-0.045856,0.012757,-0.0070654,0.031157,-0.041858,-0.04916,-0.03808,0.047076,-0.027255,0.0092894,-0.047925,0.015525,0.017377,-0.0020953,0.0071752,-0.041254,0.020491,-0.015677,0.014085,-0.0087797,0.0262,-0.0055916,-0.0045811,0.0045987,0.012862,-0.0072673,0.038267,0.021368,0.024503,-0.026924,-0.029026,-0.011795,0.0011096,0.033602,-0.013052,-0.015364,0.010216,0.022833,-0.032969,0.019689,0.032538,-0.039567,0.0052782,-0.03733,0.0063692,-0.0083846,-0.0088854,0.01657,-0.0063525,-0.0033097
"M1227.76T17.55",-0.045217,-0.029257,-0.013349,-0.0055637,0.038956,0.0044943,0.020447,0.03963,-0.048863,0.02011,-0.00014106,-0.036635,0.025649,-0.026847,-0.024777,0.023053,-0.010967,0.0099796,0.026787,0.029351,0.007053,-0.029178,-0.030576,-0.016672,0.0084462,0.035518,-0.002885,0.0029889,0.004578,0.024114,-0.01492,-0.017335,0.0092419,0.01606,0.021436,-0.018087,0.037938,-0.012869,-0.0022668,-0.020245,-0.0095054,0.045074,-0.028895,-0.041612,-0.0055059,-0.024064,0.010604,0.01095,-0.034315,-0.016013,0.0031524
"M1228.09T17.56",-0.0053273,-0.03074,-0.0095629,0.018276,-0.042653,-0.045514,-0.0038979,0.028856,0.015749,0.03181,0.018983,-0.0098011,0.02266,0.05126,-0.050499,-0.011348,-0.082894,0.018176,0.048436,0.018723,0.012807,-0.021447,0.001099,0.026725,-0.001121,0.074215,-0.048718,-0.0079687,0.049191,-0.010127,-0.0048859,0.053328,-0.0059123,-0.042911,0.013781,-0.066406,-0.042529,-0.0047809,0.027637,0.0010328,0.04803,-0.0049398,-0.016298,-0.011449,-0.00053373,0.06218,-0.021879,-0.015702,0.0095065,0.010489,-0.0085354
"M1228.25T16.56",-0.017625,-0.034139,0.0096677,-0.028546,0.064643,0.028714,0.022134,-0.048459,-0.0057422,-0.018627,0.0040392,0.0065376,0.0079295,-0.0032982,0.045699,0.010574,-0.045127,-0.0030799,-0.052726,-0.025292,-0.010217,0.033561,-0.02575,0.0060362,0.059929,0.013263,0.048506,-0.083966,-0.029303,0.052382,-0.0019582,0.051019,0.02054,-0.036492,-0.0043528,-0.022196,0.052234,-0.017683,0.039737,0.043598,-0.025092,0.0040052,-0.0033494,0.065196,0.060378,0.024227,0.017175,0.018511,0.0016255,-0.008551,0.024067
"M1228.76T12.55",0.030899,0.0013441,-0.038284,0.0049177,-0.0010292,-0.0021708,-0.027421,0.0176,-0.050701,-0.031219,-0.029011,-0.0097253,-0.023137,-0.042902,0.0032563,0.0065023,0.015656,-0.048296,-0.016322,-0.023235,0.021806,-7.2649e-06,-0.023261,-0.05733,-0.019538,0.057431,0.0023883,0.073396,0.0022885,-0.020527,-0.0056734,0.047549,0.028643,-0.038663,-0.013185,0.058013,0.02543,-0.049442,-0.039711,0.099928,0.057118,-0.072502,-0.020398,-0.023481,0.058634,0.038802,-0.004302,0.034695,0.032377,0.0033413,0.0013733
"M1229.42T12.55",-0.010818,-0.0087383,-0.023957,0.064688,0.0055442,0.062374,0.020448,-0.036577,-0.03032,0.05519,0.005202,-0.0069557,0.026482,0.033028,0.043134,-0.051263,-0.01338,0.025546,-0.058325,0.053243,-0.013094,-0.029461,0.0087563,0.014223,0.016565,0.010058,-0.0066115,-0.011349,0.0027873,-0.03772,-0.035879,-0.0041608,0.0039456,-0.0045412,0.0096746,-0.00085589,-0.03576,0.02203,0.0023678,-0.016671,0.073556,0.069151,-0.015536,-0.0049398,-0.058554,0.012303,-0.023701,0.020307,0.027397,-0.014012,-0.0019898
"M1230.51T13.55",0.012045,-0.020218,-0.018168,0.0042488,-0.053183,0.015996,-0.02732,-0.016394,-0.012196,-0.030624,-0.0066105,-0.020664,0.027683,0.026109,-0.00041174,-0.047195,0.03111,0.0065522,0.019953,-0.0027793,0.0015162,-0.011751,-0.028922,0.0014953,-0.0018993,-0.016654,-0.021666,-0.051641,-0.014473,0.0085058,-0.022302,-0.022847,0.0033522,-0.0072329,0.00049726,0.0025385,-0.011693,0.019014,-0.014393,0.010804,-0.037057,0.02531,-0.014952,-0.028446,-0.01284,0.003984,-0.027147,0.075471,-0.018747,-0.00042315,0.0050676
"M1230.75T17.56",-0.053045,-0.024909,-0.01074,-0.005345,-0.062398,-0.015675,-0.025194,0.046956,-0.017959,0.0012168,-0.012049,0.022137,-0.0044103,0.017831,0.0018842,-0.0021295,0.0184,-0.028151,-0.022213,0.034035,0.03665,-0.00046675,0.032393,-0.038086,-0.025029,-0.038287,0.030651,-0.016833,0.033356,0.018892,-0.01766,-0.028345,0.055252,0.002631,-0.0034095,-0.038257,0.00082177,-0.014876,0.035998,0.019628,-0.0092244,0.010953,0.012918,-0.054621,0.017606,-0.04444,0.066145,-0.0098489,-0.0014658,0.0034282,0.0053205
"M1232.26T16.68",-0.0060503,-0.034932,0.022198,0.011866,-0.016589,0.063602,0.044424,0.015968,0.022345,0.0086905,-0.041567,-0.042088,-0.0016629,-0.015631,-0.043416,-0.038683,-0.066218,0.03611,-0.015869,-0.040514,0.046787,-0.035488,0.0373,-0.016325,-0.024736,0.030381,-0.0078969,-0.019585,-0.023206,-0.049369,0.028157,0.018928,0.010371,-0.047329,0.00058061,-0.033068,-0.027825,0.023646,-0.0012768,0.038275,0.026316,-0.039961,-0.022783,0.024476,-0.00036467,0.033041,-0.012421,-0.020324,-0.0080072,-0.0089872,-0.0064209
"M1234.42T16.56",-0.010154,-0.021494,0.004326,-0.0070512,0.01926,0.02642,-0.010535,-0.047878,-0.02661,0.014665,0.0043248,-0.015979,-0.042572,-0.053391,0.0089471,0.0075361,-0.016233,-0.002649,-0.010843,0.049141,0.00386,0.027401,0.020578,0.012665,-0.039135,-0.0097749,0.03177,0.0050117,-0.030889,0.0030329,0.068513,0.025592,-0.045622,0.044452,0.042304,-0.049837,-0.0549,0.022228,0.020112,0.055286,-0.0098862,-0.063734,-0.072474,0.038945,-0.035004,-0.021,-0.051317,-0.056856,0.05713,0.013734,-0.0020642
"M1234.75T17.56",-0.050341,-0.029154,-0.0092871,0.025436,0.003339,-0.055155,-0.041771,0.00062794,-0.029686,-0.021138,-0.0074275,0.0052456,0.0098117,0.028078,-0.038041,-0.0085801,0.035109,0.0051007,0.014459,-0.030104,-0.017829,0.0045318,-0.034285,-0.006156,0.00043149,-0.0043556,-0.03535,0.014158,0.013007,0.011077,0.025919,-0.039844,0.026378,0.019097,-0.034059,-0.015351,-0.012685,0.025455,-0.032112,-0.022991,0.0098739,-0.031713,0.014791,-0.017582,-0.049147,-0.038511,-0.003591,0.0076813,-0.015756,0.0065337,0.0068995
