"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M1493.71T16.56","5313.92","5676.98","6202.552","4837.094","4565.935","5379.001","3993.087","4959.499","5012","4122.33","5828.049","4880.884","5177.42","4459.759","5611.31","4141.938","3371.321","6251.455","6251.455","4934.76","4675.733","12399.1327","4584.342","6378.769","4407.425","4176.516","4004.74","6182.444","4741.687","4530.427","3903.174","5385.869","5921.712","6819.326","5409.482","4806.701","4403.333","8250","4438.172","5392.81","5400.738","4785.26","5519.158","5166.812","5265.162","4798.727","4957.788","4265.612","4817.719","3020.202","6265.419"
"M1494.7T17.06","4779.483","6301.768","6307.281","5614.554","5454.297","6138.18","4464.913","7879.507","6229.064","7149.384","6736.422","6792.325","6622.255","6295.447","6465.108","6623.813","3187.912","7067.321","7067.321","5997.94","6362.559","6551.5891","6890.61","7059.16","6491.607","9561.845","5131.199","5435.805","6443.669","4754.944","5290.075","6282.586","6324.918","5477.294","10101.217","5494.518","4391.274","6290","6237.229","6398.0642","5334.458","11756.189","6468.172","6043.02","5169.462","5804.62","7910.537","5591.194","6074.7","3823.32","9907.17"
"M1495.71T13.55","10466.036","10220.373","9900.382","11383.455","10506.049","11270.692","11516.364","10208.278","10993.237","10079.149","11342.225","11163.23","11469.164","5628.836","10638.699","10562.794","10391.624","12655.434","12655.434","10872.52","12171.194","11480.8961","10770.02","10858.8","11099.198","10207.457","8527.386","11970.829","9229.836","10684.741","9379.172","9317.235","10911.242","11955.426","9664.603","6682.67","11146.456","9570","5580.692","10574.2348","10734.166","11814.358","11514.353","9244.622","10392.479","10950.278","11685.598","11571.519","7895.616","8899.77","8221.867"
"M1496.04T13.55","30314.672","31283.683","32171.799","33189.939","31227.402","29863.612","26130.462","30226.896","30467.128","29620.275","30904.436","31082.696","34559.934","30176.258","31700.818","29831.812","27498.228","25876.181","25876.181","32952.562","31278.099","29116.3454","30871.036","30024.072","31153.05","27925.111","28816.543","32530.111","30144.834","29825.208","25083.093","27290.354","31831.693","30914.318","30017.835","29441.081","31634.62","28700","31957.615","31105.1463","30807.936","30718.487","34656.34","29328.394","29867.623","29133.034","28450.95","28171.757","31455.659","27888.495","36058.682"
"M1497.05T13.55","13875.502","12677.92","13514.931","13178.506","12295.247","11506.988","15047.006","13840.339","12860.192","14471.284","13454.751","14913.597","14744.549","13061.066","13900.194","10633.161","12230.5","12653.643","12653.643","14499.368","12770.61","15041.6982","13809.304","13687.428","12977.409","12290.792","11496.098","12360.181","13547.173","13567.884","12739.823","10809.612","11204.275","13136.68","14723.377","12659.669","13159.908","11000","15095.788","12190.7497","12210.214","14199.438","12342.042","13015.56","13968.391","14011.735","14194.182","11801.387","14183.723","10441.23","15723.505"
"M1497.42T13.54","14041.86","13646.567","13762.834","14444.482","12344.179","15821.894","13771.19","18930.858","11791.621","14034.791","14785.362","13321.267","13404.511","13012.922","11942.619","12769.011","12500.61","11172.77","11172.77","12874.508","13638.406","13837.2186","13796.831","13137.683","13219.621","10655.993","13469.248","14238.058","14886.896","14317.978","11656.741","12247.628","13381.22","14081.196","12805.678","12535.679","12712.206","10700","12416.235","11614.1656","12997.109","12496.46","12640.098","13281.955","13857.388","13938.89","17755.899","13470.584","13122.38","11500.131","16803.688"
"M1497.96T13.55","15323.834","15235.57","12818.926","14554.085","14928.652","17119.658","12839.567","14208.259","15139.809","15639.46","14870.516","15527.439","14437.994","14465.266","15342.503","13424.817","13462.132","12146.33","12146.33","13793.256","15719.597","16600.2422","15004.88","13659.259","13477.801","13485.63","13469.824","7749.325","14014.265","14636.632","12370.611","13952.795","14000.611","12789.074","15233.018","13976.751","14462.644","13300","13958.208","13406.7882","15009.893","14639.828","14645.981","13971.346","12381.666","15585.169","15527.637","12574.923","13528.992","12880.824","19168.135"
"M1498.21T13.55","16525.003","16716.959","16940.987","17257.503","17251.6","15458.529","15970.593","17492.037","16818.731","16037.962","18513.012","16447.877","18052.2","17219.504","16435.053","15635.311","14576.797","12744.712","12744.712","15897.55","17193.718","16000.284","15291.065","15318.125","16459.047","17012.425","15879.575","17851.45","15238.063","14114.216","15165.787","18589.574","16501.717","16134.122","15049.794","15033.984","17618.752","14300","17416.168","17432.9809","18307.117","18840.792","17554.748","17433.06","16489.682","18461.444","15734.368","16958.884","17203.755","15581.61","19795.272"
"M1500.7T17.55","5427.64","6247.584","5581.011","7015.822","7662.92","5187.895","5241.7","5543.493","6468.206","5476.63","5295.229","6132.44","5783.481","5159.898","5806.189","7287.078","4693.85","6494.133","6494.133","5432.248","6368.143","5690.4133","4102.004","6132.316","5459.362","5812.488","8236.636","7301.111","5479.481","7392.887","4651.974","5564.774","4736.145","5845.105","5467.494","7665.021","5762.512","5910","5308.65","7607.0868","6754.122","5311.234","8088.854","5250.247","6638.914","5902.732","5039.415","5256.33","6219.248","3330.578","8717.908"
"M1502.46T13.55","11474.217","9217.57","11070.901","10364.711","10996.256","9256.371","8736.13","10950.576","11877.11","10117.472","12060.186","11680.58","10414.951","10090.928","11757.166","9546.18","10573.925","10383.912","10383.912","9540.536","12086.122","9711.0934","12583.096","11764.124","10200.51","9538.116","9410.275","9948.045","9810.259","6624.717","8928.867","9515.37","8321.511","12568.814","10128.294","11168.28","10385.062","8290","10225.314","10783.4965","9131.421","10003.446","10553.368","11315.363","10933.495","12323.357","11382.272","8519.245","9038.467","9690.188","10183.929"
"M1502.71T13.55","10607.728","13975.802","12114.898","12318.395","15272.545","12565.504","12932.899","13114.618","13479.443","14308.377","14002.969","14701.127","12636.54","14940.688","14029.964","13844.711","12898.391","13514.931","13514.931","12260.672","13547.173","13722.9503","13596.668","13852.285","12841.57","11807.445","13798.023","13064.189","14351.281","11408.553","11456.074","13170.115","12405.736","13710.53","14893.856","13647.886","14608.241","11500","14048.623","12720.9124","12835.556","12761.241","13258.382","12139.313","13422.814","15234.647","9873.897","8337.279","14750.133","11078.359","9234.999"
"M1504.04T13.55","5688.144","7999.731","6501.446","7730.771","8980.98","7318.323","8312.012","7950.379","4505.476","5448.296","8599.82","8755.511","5414.4","6180.486","8080.08","7668.633","7957.735","9490.734","9490.734","7825.406","9050.101","8888.821","8758.508","8405.301","9944.536","8408.428","8308.032","9756.036","7940.677","8889.309","7052.464","7606.733","7066.844","6486.598","8385.287","8803.147","7401.48","6970","10129.382","8630.2091","8014.384","8201.057","8776.786","7430.421","7819.994","8958.618","6041.319","6324.221","8832.823","8404.065","8748.99"
"M1505.38T13.55","19861.406","18559.205","15350.005","20318.734","20784.166","17279.536","19835.384","18720.27","18128.213","18437.182","19139.246","18934.813","19474.312","18730.022","16541.476","20372.885","16388.305","16154.534","16154.534","18274.66","17620.758","18528.7251","18960.712","18280.659","18668.305","16445.01","17015.133","18149.518","17821.533","17645.269","17495.434","18595.747","18730.16","18373.302","17300.011","17191.723","19821.704","16400","17123.325","17152.0793","17309.318","19266.029","17362.257","18976.874","17740.859","19388.823","20251.713","17869.525","18056.021","16050","20535.605"
"M1507.7T16.55","5766.067","6074.912","6564.957","6469.28","6931.882","6240.651","5590.604","5869.452","6178.188","4473.267","4983.956","6154.604","5919.895","5677.539","4906.089","6059.101","4377.396","8594.282","8594.282","5971.862","9395.167","6027.9439","5602.985","5402.193","6102.792","6640.57","5997.413","6158.543","5376.744","5436.801","4451.209","6320.83","6317.574","6186.834","6544.759","6547.006","6805.252","6040","5796.751","6950.1369","5583.213","5506.722","5772.217","6078.411","5046.791","6550.937","5635.731","4851.448","6566.376","4514.357","6979.219"
"M1509.45T13.55","8477.356","9802.1","10403.037","9350.472","11007.457","11830.491","9807.186","10762.172","10582.521","10785.331","9998.664","9991.869","10291.853","10986.862","11003.819","10295.661","8065.531","10903.529","10903.529","11564.59","10249.638","9648.1877","10641.83","9982.756","8552.644","9696.077","9276.287","9681.347","11729.22","8847.363","9354.71","9602.779","11019.865","6050.096","9613.888","11197.265","10296.798","9470","11353.346","10355.5167","10915.738","11571.159","6618.505","8963.508","10498.241","11398.054","11083.147","10225.858","11084.502","8488.444","12597.174"
"M1510.46T13.05","6757.113","5039.856","5052.719","6170.091","5916.929","6386.877","6165.481","5509.725","6659.517","5509.287","7268.829","6216.176","5252.204","5067.618","5948.518","5663.478","6346.566","9192.581","9192.581","6579.68","6120.306","6276.6323","7185.348","5330.719","6885.003","6101.755","7211.388","6674.563","5380.767","6035.764","4819.464","5598.176","5451.232","5347.107","6499.488","6011.632","5459.766","5250","6504.384","6479.3506","5779.987","6157.283","6737.713","6158.28","5981.662","6745.759","5964.229","5377.473","5100.752","6038.92","5520.684"
"M1514.96T13.55","11975.82","12026.644","14059.242","12718.881","13517.776","15742.526","12718.04","12724.263","14937.277","13106.831","11939.712","12320.364","13282.408","13022.952","12900.586","11058.327","11691.943","10602.755","10602.755","13672.896","14240.516","14167.8597","12138.306","12716.772","13117.727","11939.194","12482.854","12556.783","12742.706","12253.296","11977.319","12980.37","11851.977","13280.673","11859.936","14135.156","13172.901","13000","12810.725","13545.9101","14267.325","13030.427","13051.885","13895.044","12169.054","13532.117","14574.959","12561.765","13013.201","9841.436","15739.949"
"M1515.2T13.55","12880.813","9953.916","11884.233","11703.949","10277.763","11382.656","10086.921","10898.189","12240.969","12982.832","10840.424","12713.46","10600.027","10409.134","11455.124","11834.783","10366.266","10658.821","10658.821","10649.854","13081.946","11651.8075","11496.831","10927.477","11960.575","10578.38","11010.744","11985.2","12070.904","9403.086","9354.71","10495.562","12032.602","10222.317","11258.794","9728.953","11879.532","7580","9800.282","10810.9155","11911.68","11351.267","10571.445","10792.887","12263.768","11356.883","11334.521","9430.691","14207.787","10783.444","15144.56"
"M1515.45T13.55","11257.949","9719.116","9575.583","9883.378","11167.653","11541.306","9979.644","8266.726","10169.972","8094.21","6956.808","11263.416","11984.854","8860.502","10154.665","15136.263","9556.549","10490.218","10490.218","12238.606","10825.271","9491.6939","10280.333","10166.512","10423.621","10207.455","9983.668","9771.067","10513.57","11143.219","8931.32","10095.269","10339.169","10669.792","12311.485","9374.38","10901.523","8840","10612.565","12057.066","9580.539","10713.112","10203.445","11200.369","10023.04","10168.322","11103.968","9687.37","11879.262","6753.038","6079.766"
"M1516.19T14.52","6102.179","6231.602","7155.778","6897.277","6574.96","6009.125","9139.519","7620.496","6915.834","5646.928","6835.668","5905.206","4629.079","10944.736","4042.896","7388.039","6718.27","6718.125","6718.125","7707.052","6325.061","7910.5673","7185.168","6361.148","7484.536","5774.557","5986.107","7152.161","6564.748","6196.956","6434.496","6497.908","7193.253","7747.825","6381.188","7700.228","6148.455","6990","6459.862","6331.8189","8095.162","5593.662","7809.575","6120.32","4916.607","7030.689","7118.514","6492.722","8113.142","5164.788","8147.324"
"M1519.03T13.55","24382.93","23273.38","23032.288","22451.572","25274.388","23772.391","24340.804","24289.283","23470.2","26038.331","24505.296","24510.364","23993.802","25281.535","22591.572","24354.792","22039.99","21052.644","21052.644","25889.436","25643.514","20618.9035","22515.012","25374.154","24277.015","21328.05","23609.4","25097.709","22227.721","21093.09","21357.046","18265.056","20787.593","21492.01","23184.299","23737.756","24815.893","21300","24667.055","21944.1973","19491.969","23972.9","22903.461","23526.158","23485.652","25904.486","22375.8","23546.624","23815.339","20431.367","28178.056"
"M1520.03T13.55","11853.454","11675.552","11073.899","9443.93","11372.014","12307.589","12173.992","13991.066","13393.621","11564.59","12579.626","12683.483","11259.709","11275.726","11852.38","11775.938","10032.709","9767.173","9767.173","10188.474","11449.402","14117.7847","11279.738","11978.837","12666.143","13095.249","10565.224","12132.418","13599.447","9403.535","9567.799","11029","11926.487","10930.733","12543.777","7987.534","12864.152","9710","12307.7","8670.0767","13064.715","11459.135","13033.8","12113.207","12807.033","11725.431","15078.374","6285.048","13280.12","9445.425","10717.489"
"M1523.41T13.11","8830.154","4978.892","7659.462","9540.352","9148.492","6486.822","8434.032","8048.282","6376.014","6450.362","9829.4","8584.014","10083.324","8983.557","7674.529","8748.427","7984.449","8795.066","8795.066","8539.542","8321.29","9466.365","7986.914","7552.814","8394.652","6925.422","8564.827","9034.278","8630.027","7883.731","7460.796","8942.3","8832.528","7906.784","7378.401","6039.267","7518.878","7930","10358.045","8581.1669","8651.357","7682.134","7836.658","7000.438","7953.791","9095.521","7223.824","7432.962","8186.936","6541.591","9054.373"
"M1524.7T13.54","6125.102","9705.959","8995.789","10802.416","10936.096","9119.379","10995.879","8187.131","10042.537","10547.543","11172.553","11249.377","11504.76","11864.387","11132.775","12172.207","9908.686","12121.049","12121.049","7961.814","10849.621","9860.222","10696.943","10678.976","10959.771","9128.421","11843.705","10554.905","11296.768","10050.354","10317.872","9162.342","10269.582","8836.233","9672.152","8947.452","11469.803","9600","9114.254","10270.45","9631.298","12542.556","11116.861","9826.929","10816.13","10843.273","12281.07","11366.607","11373.505","10703.543","11614.991"
"M1525.96T13.55","12486.359","11874.46","9615.566","11453.016","12189.671","11725.777","10550.177","11371.003","11432.06","12385.044","8391.43","13557.929","10993.215","11049.048","9662.902","11397.825","10438.602","12305.583","12305.583","10553.566","11260.919","11106.9072","10276.738","11260.012","11513.582","9803.762","10066.106","13073.558","9082.036","10849.153","8959.412","9539.79","13108.022","10910.464","10147.739","11247.575","10956.772","11200","14788.763","11243.0584","11525.848","11433.08","11351.925","10824.882","12648.575","11699.392","8914.13","12074.513","12236.951","8790.292","10409.657"
"M1529.71T13.54","10870.501","9414.076","10312.785","10826.966","11306.968","11234.046","10102.001","12052.831","9802.069","10788.675","11650.775","10930.487","10335.227","11079.981","11014.277","11512.822","10130.883","11130.315","11130.315","8553.584","12401.999","11646.1577","9879.025","10118.368","10858.607","9173.672","6548.983","13558.423","12052.19","10836.415","9394.842","9075.416","10826.733","11648.411","11697.17","11588.357","10423.442","8600","7153.396","10648.1275","10606.67","10654.755","11584.074","10473.49","10623.379","11202.654","10935.876","10640.652","13853.68","9709.204","12533.256"
"M1530.7T16.98","6064.473","5032.991","5554.661","6987.743","5556.789","6208.503","3627.67","6628.675","4862.935","5595.103","4788.614","5642.896","5795.5","5519.027","6115.534","6569.552","4260.911","4774.701","4774.701","5957.82","5142.707","4484.8169","5200.657","5963.548","5431.325","6354.793","5006.976","5443.913","9603.664","4734.898","4003.513","5612.201","5460.632","5267.383","5112.446","5201.745","5462.338","5330","5125.049","8686.0611","4561.203","4450.303","5473.031","6973.488","7450.804","6122.583","6919.661","4510.163","8015.313","3420.759","5547.792"
"M1530.7T12.55","6621.317","4641.283","5041.588","4573.68","6275.522","5499.601","5725.448","5668.387","5068.931","4689.722","6246.596","6663.471","5921.377","5767.537","6129.959","5116.877","4883.222","7430.224","7430.224","6082.192","5989.809","10807.5884","5846.101","5229.948","5903.658","5003.972","6921.556","4966.503","5410.166","6038.23","5357.18","5088.693","6521.556","6007.525","4680.184","6647.27","5298.54","3810","5896.65","3872.3813","5789.121","5223.246","7175.36","5506.151","6260.726","5749.426","5707.28","6626.488","6463.87","5973.299","6890.062"
"M1531.2T13.55","9414.827","9189.486","9165.583","9232.697","8268.732","10159.643","8744.154","9106.422","8004.582","8411.51","9042.123","8756.423","7197.483","9331.912","8250.666","8802.578","7502.126","9185.913","9185.913","9418.17","10626.728","9002.043","8521.488","8821.411","8464.808","8190.711","6776.897","8111.236","8479.462","8326.84","7765.493","7366.538","9680.079","9769.681","7107.741","8604.903","9866.53","7030","9890.6","7489.4439","8451.218","9638.224","8680.126","8383.209","8822.364","10243.227","7722.917","8688.164","11020.972","9152.513","10088.787"
"M1531.95T13.55","12539.506","11079.763","12104.701","12773.383","11782.706","14074.543","11565.603","11195.486","12135.636","11999.892","10508.124","13417.424","13097.573","11396.086","10300.81","12835.556","12008.124","10992.013","10992.013","14525.446","12662.3","13301.1851","9957.784","12716.455","13240.004","12314.24","13725.79","13157.429","9763.991","13066.262","11616.134","10452.35","12638.546","11706.687","12499.243","11507.878","11728.155","11500","10891.222","12732.0699","12865.684","14044.612","12815.233","13692.473","13053.602","12547.673","11176.039","12493.642","13972.533","10805.663","16013.917"
"M1533.7T13.54","6271.511","10453.618","10164.371","9177.961","9956.172","6341.918","9397.368","8896.328","9531.932","10696.241","10759.794","9492.476","9996.202","9205.534","11207.087","10396.087","8794.358","13319.097","13319.097","10332.906","10749.643","9415.5","9385.26","9514.555","10371.503","10275.056","6520.422","4572.949","10527.612","10485.495","9922.574","8584.447","10062.281","10409.176","10092.158","9913.681","10979.761","7800","9324.229","10346.6611","12093.811","10285.264","6589.778","9569.91","9776.079","9449.309","10767.241","10063.447","11070.453","9531.403","11939.587"
"M1535.37T13.54","10938.579","9961.796","9489.335","11641.239","6851.13","10924.779","13064.478","11249.161","6997.45","10770.59","9391.276","9368.13","9416.451","9608.74","12307.712","11105.093","9258.504","10687.348","10687.348","10663.896","12829.213","9267.032","11103.21","10776.895","12115.455","10466.1","11290.505","10143.294","12136.443","9659.692","8935.333","10185.4","10941.1","11345.428","11268.765","10477.022","12056.248","11000","11160.42","11121.7986","11074.923","12949.562","10032.045","7784.839","13986.443","10547.68","10576.83","10614.842","11343.401","8941.856","12798.811"
"M1536.01T13.6","18991.805","22068.006","16788.861","19466.354","19279.666","19797.246","17233.836","22408.569","25620.99","20263.178","24864.37","20493.16","18788.768","18774.154","26344.177","23265.382","16938.534","18898.648","18898.648","24080.024","20091.932","19114.7805","17911.32","19512.562","20103.827","16585.467","18957.672","22296.823","18115.934","23228.859","16929.577","20870.893","20473.681","20731.887","20260.556","20406.79","19822.616","15800","20236.516","19174.2082","23692.153","24499.063","22468.266","19003.28","21301.36","20293.26","19502.808","16918.997","25343.403","15566.278","23336.757"
"M1536.7T13.55","18515.38","15414.521","17266.49","17813.51","17997.832","16972.892","16494.054","18435.475","15531.307","17474.077","15091.138","17404.69","16962.989","16226.534","15500.362","17895.572","16201.913","15012.544","15012.544","18384.99","18738.184","17190.335","18072.054","16902.455","17241.474","15183.753","17252.042","18295.762","18128.42","16581.765","14339.073","13924.994","17901.765","15823.833","16478.927","17724.938","18335.018","16200","17081.393","17785.2667","17319.978","17388.569","18991.938","16378.884","16870.784","17868.563","16805.252","17931.744","17064.413","15688.875","13832.789"
"M1537.02T14.08","6358.07","8539.603","9500.407","6083.668","8383.615","7736.347","7442.191","6617.387","7862.992","6507.029","9504.949","9475.55","11713.742","9022.988","7225.292","10970.632","7536.022","8805.364","8805.364","7398.128","9590.266","9651.772","6841.636","7970.155","7933.628","7646.646","9059.915","8916.17","8584.801","8761.237","6057.294","8190.784","7351.765","7738.006","8218.266","8218.053","8607.034","7540","6462.368","10516.842","9034.546","8817.469","10349.282","8527.887","6894.899","7403.005","8330.248","5785.011","10305.408","6162.92","8650.272"
"M1537.7T13.55","11805.576","10828.388","8094.21","9616.121","9984.968","9794.213","9589.267","7049.084","10168.085","12157.103","10266.306","10382.96","9296.087","9934.468","7896.31","9930.111","8739.299","12446.982","12446.982","12471.302","13033.49","10657.4396","5488.416","10232.711","10944.317","8504.619","9923.814","11986.983","10949.662","11028.794","8475.825","8463.105","10222.796","10527.673","9832.028","11200.605","9720.513","7110","9041.921","10178.8869","11194.703","11363.046","10423.06","10796.771","10599.285","10968.305","9748.85","11086.153","10584.766","9631.066","8097.069"
"M1538.45T13.55","9691.071","8176.591","9158.381","9430.303","8860.833","8829.802","8034.03","8588.514","7869.102","8145.643","6070.951","9227.619","7464.471","8622.427","8223.347","10990.887","7928.446","7735.941","7735.941","10531.5","8103.23","8425.9713","8016.43","8370.087","6724.112","8225.832","7712.457","9433.77","8170.386","9497.004","7590.54","9190.587","9759.646","8260.655","8451.923","10760.044","8332.212","7380","7966.949","9564.6149","9570.39","8603.281","8664.685","7864.137","8453.845","9457.682","8017.232","9301.235","10105.759","7716.585","6935.987"
"M1540.7T12.55","8932.155","8361.237","5879.586","9354.566","9171.485","9131.024","8352.907","8704.792","8961.359","8509.324","9264.352","9149.402","6903.505","10874.526","9518.915","8943.181","7837.585","6383.092","6383.092","10501.41","8972.003","7825.869","8972.838","9072.275","9198.529","7697.108","8307.727","10789.967","9712.99","10561.49","7371.833","10319.163","10112.718","7414.95","6893.533","9430.213","9262.029","8630","6007.97","8713.5696","9921.579","8025.416","11143.9","12440.084","8765.017","9373.56","9256.204","9904.671","9776.595","8995.002","7467.861"
"M1542.2T13.55","15271.678","15099.162","12933.076","14092.897","16054.018","13848.15","13299.78","13290.449","14734.07","14908.899","14647.812","16034.724","14144.791","15221.528","13474.815","14949.411","14313.759","12472.204","12472.204","15971.772","15607.13","14876.1682","14946.706","14174.635","14863.683","14468.48","15513.67","16195.61","15504.662","15051.467","13745.123","14592.944","12323.328","15438.306","14891.635","14977.835","15897.55","13000","13131.276","13933.8166","15708.307","14940.261","15920.582","14569.717","14386.192","14206.009","15882.485","15136.275","14342.621","13564.767","18240.528"
"M1542.95T13.55","12292.768","11860.412","10426.033","11004.961","11667.381","8193.792","10568.983","10055.856","11163.609","11372.014","11793.274","12735.522","12588.61","11727.076","11596.724","11733.759","11231.598","11571.083","11571.083","10244.642","15851.981","11486.5341","9376.044","10062.096","12331.399","10568.834","9648.942","10155.49","11185.588","10734.866","9906.521","11090.746","9774.807","10533.689","12009.751","12814.15","10698.589","11300","11344.805","11241.1637","11774.708","11667.904","16953.966","12234.466","10514.404","11505.103","13034.553","10983.576","12197.175","9357.99","13526.264"
"M1544.7T16.56","10481.085","10866.502","9426.194","8886.082","8949.486","9397.142","9342.915","10273.025","8207.399","9133.507","8281.22","10291.766","8801.579","7792.071","9348.088","9256.457","7295.029","8512.044","8512.044","9893.592","10012.846","15077.7476","7403.945","9450.328","9624.174","8835.048","9741.136","10397.669","10299.392","10736.334","8017.393","10359.787","9175.332","9627.083","9327.31","10034.064","9401.173","8550","8431.368","10011.1207","9949.76","9882.987","10074.303","9922.379","8550.614","10081.753","10778.436","7694.464","11304.19","6214.751","13789.296"
"M1549.41T14.54","7967.162","6900.558","8568.008","7536.163","10189.687","5842.156","10040.034","9683.59","7453.194","10877.767","8816.37","11307.634","10300.667","7799.927","9448.046","10023.182","8429.638","11752.089","11752.089","9311.852","7930.594","8428.7053","13522.446","9849.752","7665.031","8958.662","6033.262","10051.622","8286.992","8731.853","8486.204","9120.391","11109.884","8097.285","8283.36","7757.04","6257.699","9450","9088.133","8567.8893","11702.639","7768.934","8360.038","8004.517","9254.992","11577.21","9835.545","8018.455","10412.803","6994.922","11615.443"
"M1549.7T13.55","12826.364","11844.357","7135.342","10808.553","11194.72","8963.84","7549.578","12227.256","11684.047","12593.151","13163.472","12298.303","11276.069","11374.02","12145.028","7343.042","10605.416","11952.562","11952.562","12304.804","12164.191","12823.206","9295.804","8502.586","14580.396","12545.854","11674.598","11748.765","10957.685","11757.426","10038.956","12634.583","11890.145","10463.504","11127.271","13297.211","11654.573","10800","11232.356","10972.3944","11483.811","11479.275","12486.38","11485.499","13002.646","11232.698","10961.516","12604.153","12615.82","8931.827","13181.062"
"M1558.03T13.55","11487.21","9952.669","11358.845","6674.859","9148.492","11218.439","9951.197","10271.938","10398.642","12069.299","6859.152","11253.482","10232.918","7089.204","9785.268","10460.978","9021.759","10450.102","10450.102","8136.336","9429.161","10081.1582","9678.802","8762.298","8196.516","9719.971","11417.203","8959.457","9842.55","9764.438","8774.806","9414.306","11940.395","10733.971","8607.744","11012.191","10387.191","9130","6363.032","9645.8393","12984.49","9257.966","10649.617","8658.299","11378.319","10792.043","8069.677","8770.373","9288.318","8082.322","8014.834"
"M1558.36T14.49","11180.858","9221.471","10732.072","9601.765","6195.557","9393.56","9555.336","9956.141","7356.002","8908.481","10160.117","10665.838","9474.046","8450.037","9670.126","8492.83","9183.702","9939.547","9939.547","11283.75","10463.562","9258.2862","9044.094","8220.915","9235.624","8157.893","5691.893","10155.305","9491.42","8161.51","8543.71","8017.551","8331.11","8419.322","8783.934","9841.62","9148.582","8010","8132.27","9004.035","6043.076","8998.185","10090.6","10235.819","10157.371","10229.207","10381.174","9500.235","8567.386","7964.614","10259.278"
"M1559.96T13.55","8148.372","10969.376","11121.041","11389.55","11502.404","12696.829","10517.133","12297.335","8157.046","10675.256","11610.728","11411.83","10328.325","10853.286","14287.313","11221.587","10555.108","10210.306","10210.306","12284.744","14427.85","10923.756","12627.77","11777.347","11610.311","10490.421","13678.192","8554.482","10824.504","10226.816","10454.32","11326.582","11900.411","13345.262","10878.481","13926.619","11861.436","10100","11924.349","11280.9521","11582.725","11513.859","11054.7","10764.643","7113.276","12504.589","13837.272","10622.862","11990.613","10707.089","15100.129"
"M1560.19T13.55","10900.604","10268.714","11615.588","10188.222","10472.01","10636.64","11929.309","9705.634","9356.824","12416.321","10262.696","9558.661","10225.68","12434.134","10429.822","11159.158","10213.738","9292.143","9292.143","11795.28","12044.288","9777.9513","10906.172","10264.807","6397.134","8067.841","9826.133","7416.182","7978.542","9283.768","9836.291","11016.864","9628.89","8587.551","11227.861","10073.901","9512.561","8040","11142.32","10292.7659","10953.131","9713.522","11154.928","10391.164","11752.089","10621.79","9745.348","9600.276","8920.464","9104.362","11921.022"
"M1560.44T13.55","11839.615","9496.404","11413.192","10923.124","8246.666","12279.712","8262.714","9581.801","11877.703","10364.684","11374.282","11177.269","10431.081","8941.428","11368.119","10817.875","8963.384","10542.58","10542.58","12021.958","11564.674","11009.6116","9933.086","10166.709","10582.609","9857.964","11355.707","9418.659","11103.486","8491.71","9967.126","8013.134","9585.612","10081.928","9019.164","10589.262","8641.848","8370","10229.58","10845.1747","10019.978","9898.004","9327.925","10644.166","10642.775","10525.647","11753.029","11236.256","10458.683","8789.26","11539.967"
"M1563.69T15.56","4255.139","8252.684","4110.85","3514.796","6987.595","4203.855","3610.63","3477.258","3072.327","3457.987","3218.445","3936.391","3614.16","3033.358","3562.038","3739.961","2992.468","6395.858","6395.858","4866.556","3955.315","4210.4293","3407.741","4118.117","2783.953","3708.655","3928.574","3828.752","3496.092","4253.791","3698.484","4199.592","4292.647","4575.626","4333.678","4154.979","4350.854","5290","3582.023","4866.9154","3987.79","4132.695","4149.396","4320.653","3177.149","4219.916","4609.1","3213.241","3736.19","2211.076","4842.707"
