"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"sodium_formate","4034768","3834774","3778849","4038728","3927945","3923776","3741009","4053882","3890744","4045781","3879945","4104744","3959808","3945214","3800063","4006431","3667732","4024050","4024050","3845071","4035455","3963239","3909794","3819856","3998858","3805402","3801631","3974273","3999728","3766924","3340263","3555483","3798360","3837318","3790177","3934423","3867787","3442128","3960498","4037492","3920796","4069493","3868514","3964440","4037002","4030309","3922006","3735045","3901010","3528208","4862692"
"M740.86T12.55","46308.84","43700.71","41281.47","41590.13","42660.53","37326.80","35862.04","31311.43","34571.40","38784.00","36536.01","36476.59","35601.41","41843.15","32927.94","37068.13","34959.39","32904.42","32904.42","46238.30","35367.79","34167.90","35896.30","34635.60","38934.45","38245.72","33796.37","45579.67","42828.10","37215.91","30006.23","30456.43","37502.71","42604.37","34141.74","38520.23","37023.55","37100.00","40065.84","26651.43","35813.92","32312.07","34823.38","36044.82","35536.29","74225.86","36676.41","36255.23","37044.80","34767.41","43204.91"
"M741.85T17.56"," 9656.475","11103.210","10088.441"," 8311.741"," 8469.014"," 7507.949"," 8509.465"," 9647.039","10694.897"," 9384.938"," 9122.453"," 9822.332"," 9489.966"," 9350.811"," 9601.306"," 8010.561"," 8032.177"," 8610.003"," 8610.003","10003.922"," 9122.122","15636.128"," 9440.236","10278.700"," 9478.350"," 8704.891"," 9092.064","11797.286"," 9078.613"," 9575.053"," 8553.371"," 9883.654"," 8858.496","10538.027"," 8719.307","11259.813","11300.396","10100.000"," 9346.678","16798.068"," 9576.317","18578.028"," 8858.735"," 9135.872"," 8769.912","17641.171","11644.901"," 8457.839","11755.822"," 6380.771","10812.549"
"M744.84T18.56"," 9649.981","11127.282","10987.554"," 8933.258","12220.896"," 9702.690"," 8374.554","12068.972","10265.600","10860.776","10518.190","16351.553","11807.774"," 9934.610"," 8775.654","11935.700"," 7927.267"," 8391.183"," 8391.183","11221.564","12052.051"," 9870.234"," 8982.868","11729.032","12491.420","10452.810","10986.662","11093.554","11335.228"," 9333.921","16742.413","10417.749","11314.571","10412.910"," 9097.996","11703.628","11987.151"," 8160.000"," 9577.960","12108.444","10475.617"," 8857.088","11383.684","10018.266","10455.272","11135.306","10479.738"," 8728.474"," 9915.878","12244.624"," 8575.993"
"M745.85T17.56","20276.57","18427.12","17892.68","17140.20","20226.50","17398.13","18838.35","21564.37","21965.13","18334.84","19973.05","35330.75","19166.56","21622.67","18272.57","20525.39","13973.75","15114.70","15114.70","20617.67","15841.48","36934.39","17220.04","18951.54","18326.82","15454.54","17813.28","16880.49","20978.79","15434.25","28265.73","19233.42","20854.38","19828.49","18534.51","15611.59","19460.21","19400.00","21062.01","20446.32","19053.33","34249.60","22640.50","32860.29","22758.84","32397.95","19077.90","15159.31","18627.64","11862.14","22290.34"
"M748.52T13.55","10931.545"," 8784.452","10093.074","10114.017","10661.065","10056.046"," 8593.704"," 9325.212","10216.504"," 8214.570","10052.492","10019.193","10180.220","10588.640","10009.349"," 8703.035"," 8691.774"," 8969.595"," 8969.595"," 8621.788","11155.981"," 8386.426","10056.064","10176.438"," 8360.044"," 8177.749"," 9009.588","10965.031","11025.487"," 8913.676"," 9050.830"," 8206.423"," 9148.226"," 8499.309"," 7621.614","10194.163","11541.661"," 8370.000","11230.474"," 9574.168"," 8750.911"," 8614.967"," 9994.925","10047.927","10455.975"," 9679.634","11188.150"," 9937.594","10104.875"," 8587.679"," 9500.053"
"M752.84T11.54","6633.341","5658.633","5320.857","7659.641","6310.044","6875.831","5680.616","6050.323","5624.251","6276.774","6354.071","6689.524","5782.145","5809.512","5936.576","6746.891","6407.011","4904.709","4904.709","7257.708","7823.400","6159.925","6325.093","6972.856","7237.648","5475.155","7146.190","6246.957","7085.793","6957.593","4683.018","5318.030","6702.097","6234.648","5506.979","6531.638","6703.829","4450.000","4677.299","6575.668","7008.728","5443.526","6815.624","6344.978","5380.010","5736.978","6403.179","5720.509","5293.834","5824.930","6577.493"
"M752.84T18.57","10328.402","10963.404","11684.307","10788.481","10680.026","12669.694","10241.009"," 9519.387"," 7886.805","12064.084"," 9969.449","10239.702","11977.312"," 9156.176","11696.986","10141.040"," 7031.319"," 7708.483"," 7708.483","11355.966","10265.002","11533.086"," 8698.060","12991.011","10377.038"," 7570.503","10559.584","13347.924","12135.918"," 7716.356"," 6473.568"," 6514.546","10272.990","13051.183","10504.596","12644.227","11357.972"," 9420.000","11312.955","11391.217","10360.825","12663.878","11034.932","12645.824","11500.970","11368.826","11233.730"," 7644.384","10811.265"," 8019.560","12016.528"
"M755.85T17.56","17583.505","13320.282","13128.383","10274.732","13851.430","18281.709"," 9135.877","13432.835","11988.280","14739.051","24216.432","15393.267","13893.529","14112.210","14579.608","14924.004"," 8250.713","13239.406","13239.406","13189.450","14839.928","25941.008","10162.742","17475.374","15644.794","24950.289","15199.462","18705.950","12871.941","13776.354","14018.135","24166.265","17217.498","12900.019","15518.988","15314.731","12824.358","13000.000","15889.269","27044.167","13976.193","12816.683","14769.106","14997.260","13544.892","25650.403","14510.870","12013.952","19302.938","10107.895","15722.421"
"M757.84T19.56","6262.732","4872.398","5755.196","5719.651","5573.011","5234.408","3551.248","5952.721","4714.741","6288.960","5789.718","6185.761","5036.235","4997.375","5099.817","5452.367","2963.923","5566.650","5566.650","5125.330","5816.675","4833.359","5494.445","5183.197","5179.674","4961.477","6010.561","5345.439","5109.968","4056.322","3867.120","5327.747","4976.951","4471.306","4618.891","5301.318","5518.044","4490.000","4845.146","4826.289","5659.865","5007.516","5063.776","5396.927","4411.184","4627.164","5554.259","3998.942","4787.667","3271.736","4797.242"
"M759.85T17.56","22073.68","20182.18","19664.89","19721.63","22852.35","19473.69","18025.92","23168.72","18496.87","22190.37","20155.62","20877.97","22900.50","18545.14","21775.13","24256.55","14786.95","22905.26","22905.26","23181.34","25249.94","18919.64","20844.35","21848.25","23829.27","19638.79","20301.27","20826.58","24530.40","23185.51","14439.58","20616.65","20944.65","24616.13","25263.15","22876.63","20769.56","18700.00","22835.06","22905.46","23389.39","36088.95","25320.14","35965.57","23851.95","34745.04","23819.86","17589.26","25864.01","17831.33","31478.33"
"M760.35T17.56"," 6344.155"," 8088.192"," 6763.534"," 7460.474"," 6529.086"," 6114.070"," 5507.772"," 7528.995"," 6283.007"," 8128.312"," 7078.952"," 6898.782"," 6656.370"," 7099.932"," 6244.113"," 6824.778"," 6448.865"," 5977.386"," 5977.386","10379.044"," 9090.232"," 7727.659"," 6177.153"," 6661.970"," 6735.261"," 5383.425"," 5612.788"," 7201.177"," 6297.656"," 6246.898"," 5554.980"," 6911.482"," 4814.400"," 6844.823"," 7745.805"," 7799.376"," 7528.574"," 6710.000"," 7993.625"," 8341.708"," 6936.841","10522.427"," 7162.267"," 6685.046"," 7371.288"," 9902.724"," 6781.639"," 5265.130"," 5736.305"," 4069.663"," 7446.474"
"M760.84T18.56"," 9724.698"," 8983.913"," 7995.286"," 9013.466"," 9969.625"," 8597.138"," 7127.803","11101.685"," 9335.790"," 7782.685"," 8956.082","10877.428"," 8518.695"," 8373.044"," 8663.145"," 9324.990"," 5715.074","11506.416","11506.416"," 9155.384","10678.169","17854.555"," 9071.132"," 9071.630","10231.182"," 8734.904"," 9727.094"," 9536.494","11322.650"," 8071.200"," 9183.534"," 9712.325"," 9341.846"," 9309.850"," 7787.036"," 9611.563","10156.729"," 6880.000"," 8718.502"," 9479.006"," 9768.674"," 7432.703","10076.244","16685.908"," 8838.344"," 9488.705","10327.654"," 7441.897"," 7174.512"," 6928.259","10995.765"
"M761.84T18.56"," 9056.374"," 9680.956","11016.690"," 9685.456"," 8840.442"," 9259.009"," 6394.950"," 9300.736"," 8140.300"," 8132.514"," 7996.788","14742.875"," 9219.054"," 9048.816"," 6007.144"," 6875.171"," 6630.394"," 7051.248"," 7051.248"," 9861.496","10897.240"," 7431.971","13823.346"," 7624.773"," 8510.866"," 9577.885"," 6636.076"," 8351.687"," 8861.035"," 7612.108","11836.226"," 6457.177"," 6339.612"," 9343.948"," 9717.064"," 7128.627"," 9484.368"," 5930.000"," 7302.482"," 8414.682","10438.705"," 9614.677"," 6460.108"," 8499.251"," 9573.274"," 9648.886"," 7466.849"," 8628.752","10360.044"," 5536.600"," 9563.889"
"M761.85T12.54","7691.732","5965.844","6337.696","5228.717","7166.247","8316.117","7203.043","6618.480","6937.601","6350.707","6269.885","6525.067","6300.490","6030.036","7429.037","7062.053","5673.128","6649.230","6649.230","5945.784","6605.758","5323.922","5200.765","6650.279","5821.412","6759.979","6971.521","6588.627","7241.660","6376.123","5339.122","5406.736","5833.492","7904.332","5882.083","7993.458","8257.963","3720.000","5608.644","4850.312","6904.531","5699.275","6376.488","6290.737","6066.144","5957.400","9507.086","6235.397","5987.910","6219.943","7367.595"
"M762.84T17.56","35222.35","34254.46","33266.60","28408.97","30095.00","34327.55","30429.01","33914.57","28016.86","33847.24","32549.98","52368.30","27889.95","30760.78","32920.47","32862.29","21617.81","29397.75","29397.75","33080.95","33940.70","51068.73","30218.38","35757.87","36459.05","30954.99","31311.99","32896.40","34609.69","30293.59","36621.90","20478.54","32455.07","31323.80","33446.04","34511.42","36036.67","27000.00","28054.30","49618.08","34092.81","30451.20","34845.27","51760.82","32990.58","47917.35","34127.30","29356.08","34340.96","24852.33","39274.31"
"M762.85T11.54","21040.750","19684.878","18924.842","23147.399","18279.038","19229.868","21319.286","18790.466","17841.291","20802.220","21339.584","22010.316","18999.757","14995.595","19506.466","20729.758","14653.401","18531.428","18531.428","20268.624","20633.716"," 5081.332","18846.370","19125.204","20719.974","17899.980","19159.196","21363.974","19883.424","20228.482","14879.718","17031.544","19811.317","20380.960","18544.400","19897.640","21153.063","14200.000","13526.949"," 8128.816","20910.064","17041.822","19360.354","18824.052","21901.508","16196.995","21981.145","20268.594","20316.768","14932.373","24655.573"
"M764.83T18.56","20858.39","17755.11","21759.87","20715.96","22234.50","20481.81","15550.63","21197.38","18313.67","19681.15","19646.76","28557.42","19552.48","20366.42","17870.89","21783.15","13926.61","24322.06","24322.06","20764.11","20279.61","28252.35","19081.07","21041.82","22709.93","20868.04","21207.43","22284.65","21480.38","17068.22","16142.90","17060.98","16889.48","21164.97","17637.95","20549.63","18844.02","16200.00","30599.35","22519.89","21613.33","28948.37","17947.22","30617.58","21485.89","24043.53","19044.23","18988.44","21506.22","13746.43","19527.55"
"M764.84T11.54","10423.450","12726.064"," 9392.225"," 9960.141"," 8698.287","11695.104"," 8318.245"," 8864.752","11622.838"," 9019.932"," 9799.362"," 8883.960"," 8535.834"," 8044.060"," 9993.058"," 9027.410"," 8446.200","11542.524","11542.524"," 9179.456"," 9582.493"," 8253.665"," 9402.122","11077.780"," 9727.094"," 8447.587","10310.790","10128.250","10021.968"," 9281.917"," 7359.602"," 8797.035"," 9675.012"," 9175.444"," 8423.209","12657.565","11031.339"," 5790.000"," 8911.367"," 6021.206"," 9270.195"," 8232.493","10568.355","10177.550"," 8884.574"," 9862.874","11165.546"," 9494.510"," 8084.180","10162.047"," 9182.421"
"M766.83T19.56","11867.496","11315.846"," 9243.985","10962.790"," 9305.028","11074.723"," 9347.423"," 9923.956","10700.325"," 9795.339"," 9771.182","11218.350","10180.450","11077.132","11542.246","10534.945"," 7751.922","11174.996","11174.996","12513.428","10896.149","10543.858","10862.490","11161.800","10172.426"," 9548.671","10541.537","11441.578","10916.309","10008.277"," 9069.018"," 9905.484","10905.143","10621.770"," 9390.086","11798.683","11147.760"," 9980.000","10521.339","10896.333","11590.106","10400.081","11845.203","11415.099","10274.732","12924.658","10983.156"," 8656.819","11188.286"," 5128.113","11913.981"
"M766.84T11.54","8008.627","5388.116","6216.594","6861.386","4985.937","7526.826","5030.549","5911.950","4953.006","5105.470","6498.391","5642.488","7426.984","5203.564","6358.854","6736.854","5646.984","8700.545","8700.545","6202.552","6338.263","6171.122","5414.194","7229.624","6391.116","5095.300","5762.483","6031.898","5157.317","5469.271","5513.682","4664.635","5538.608","7543.312","7821.505","6595.792","5425.148","4890.000","4871.796","4664.408","5795.877","5353.921","6179.980","5496.118","7920.378","5350.238","5268.134","5298.784","5368.056","6801.433","4075.416"
"M768.86T17.56"," 66211.44"," 66721.57"," 51771.93"," 54554.13"," 51405.76"," 62411.01"," 60986.41"," 42509.46"," 40884.91"," 65606.23"," 46910.04","109348.00"," 62739.66"," 60809.88"," 60695.54"," 62948.28"," 33870.61"," 44124.01"," 44124.01"," 48992.54"," 66934.70","104216.08"," 42319.75"," 53006.00"," 45009.67"," 61651.36"," 51736.75"," 58982.42"," 49560.02"," 43993.32"," 86601.03"," 46413.48"," 46815.59"," 51764.83"," 61030.65"," 55194.86"," 69750.72"," 59800.00"," 58507.30"," 53060.15"," 59497.82","109676.96"," 53802.01","106330.04"," 52583.28","103270.33"," 55268.15"," 42926.69"," 64611.12"," 30674.17"," 70637.21"
"M771.18T13.55","20950.09","23819.24","22500.81","22474.26","23811.22","22243.77","22363.95","23598.72","21856.13","23389.96","24972.53","24049.08","25674.41","25233.47","20399.01","24112.79","20873.76","21610.25","21610.25","24124.16","23965.03","22062.54","23907.51","24166.74","22796.70","20386.99","24237.68","25761.60","24412.32","24151.33","19389.76","23319.79","23963.03","24382.08","22229.43","22694.36","22372.92","21100.00","21333.16","22515.78","21766.29","22655.47","23612.19","22832.73","21722.27","26623.58","23010.65","22590.83","25961.04","21602.28","25182.31"
"M772.84T17.56","60122.23","58250.06","75950.20","65239.94","74330.32","73926.50","45272.21","56035.26","52673.99","72801.75","52664.20","59809.22","57818.72","73070.56","70195.96","76546.95","38160.97","48380.30","48380.30","58210.11","58819.88","54080.85","53523.82","77113.87","59182.53","50440.62","58034.35","66205.84","59818.65","48715.82","42651.64","70459.51","53297.37","58115.01","49660.93","74221.40","57840.03","48300.00","54667.93","72485.84","55789.23","55893.82","59590.28","60475.32","58269.84","63829.24","62550.68","49495.08","56464.68","32433.04","71686.23"
"M773.34T12.55","13911.304","12330.882","11589.939"," 9394.454"," 9877.724","10663.654"," 9388.614"," 9662.067"," 9638.635"," 9626.794"," 9737.188"," 9904.943"," 9008.405","10306.828","10872.496"," 9709.178"," 9258.514"," 8856.951"," 8856.951","11372.014","10007.046"," 9059.811"," 9455.573"," 9755.749","10682.308"," 9619.881","11526.183","13756.587","10657.787"," 8567.665"," 9223.579"," 9231.910","10208.504","11229.588"," 6895.480","10468.865","10515.361"," 6730.000","11213.540"," 7295.139","11144.683"," 9218.153","10260.531","11415.631","10788.114"," 8830.899","10520.225","11116.079","10375.032"," 9349.966","10986.491"
"M773.85T12.55","12487.281","12689.956","12358.966","12701.066","23683.026","12543.360","15378.901","13174.030","12766.068","10577.638","14017.607","13092.279","10842.274","11258.377","11165.175","16578.878","13528.229","14745.661","14745.661","13989.844","13979.814","23533.955","11101.204","13049.030"," 9159.396","10193.008","13441.978","14733.790","12693.968","17166.469","11437.538","11335.396","13598.420","12666.184"," 7260.299","13774.350","13639.953","17000.000","12216.540"," 9809.334","12768.292","12933.509"," 9949.822","12888.719","12206.487","13323.943","10567.506","10637.702","15496.350","12471.897","12980.523"
"M774.82T18.56","23328.67","19927.26","21159.26","20675.84","20139.36","22430.74","18896.52","19632.21","18487.37","20599.61","21435.16","30234.43","21375.94","19489.97","19708.95","23297.68","12468.51","20911.95","20911.95","21618.66","20343.67","32312.11","20178.35","21587.08","23716.94","21377.79","22128.19","22729.99","18733.38","18446.55","15038.75","16816.58","19476.34","21076.05","21482.25","22490.88","23170.42","16900.00","22123.42","31269.76","18656.89","30898.05","20351.05","30639.64","22219.70","33336.61","21323.72","18661.63","22976.19","12302.67","23340.66"
"M774.83T11.54","11642.508"," 9950.767","10294.745","12134.283","10656.964","10938.987","11638.181","12713.921"," 9831.221","14545.506","11343.674","10504.696","10587.562","10421.688","10374.969","10413.004","10567.554","11307.822","11307.822","11299.798","12135.821"," 9600.974","10836.412","11362.649","10266.708","10876.369","11889.197"," 9582.944","13731.070","10970.632"," 9237.624","10080.026","11460.365","11506.416","10809.882","12983.085","10880.380"," 6670.000","10651.860"," 8102.588","14522.215"," 9808.055","10908.206","10873.845","10679.944","11626.248","14194.103","10387.002","10487.368","10605.183","13032.661"
"M777.86T13.55"," 5829.436"," 5642.203"," 4150.414"," 7378.234"," 5468.404"," 5683.115"," 6261.493"," 5100.182"," 7869.653"," 6014.219"," 7001.949","11156.361"," 4877.271"," 6736.769"," 4713.045"," 5468.544"," 4926.395"," 7116.665"," 7116.665"," 8100.228"," 5981.235"," 9626.418"," 5777.280"," 5948.716"," 7147.575"," 3182.047"," 5044.765"," 5585.493"," 7047.806"," 5808.075"," 3452.741"," 4869.720"," 7314.219"," 4254.728"," 5664.865"," 5734.291"," 6246.568"," 5350.000"," 5508.642"," 3778.990"," 8116.746"," 5160.837"," 6238.739"," 5529.149"," 6309.815"," 7366.657"," 7325.573"," 4954.355"," 4264.499"," 5833.025","11470.026"
"M780.84T18.56","16114.869","13998.843","18320.385","17793.220","15920.984","16220.711","13036.077","15966.464","17414.189","18473.254","16381.712","29808.689","17682.890","14225.832","19071.042","18354.900","11700.583","11579.757","11579.757","18344.870","17375.503","28162.520","15837.370","18149.709","17971.754","15472.062","18792.208","16653.340","16839.584","15728.438"," 9562.837","15923.029","14515.483","19206.720","15765.154","19576.994","15087.126","21500.000","16595.280","26441.454","16691.498","28962.228","16663.079","26988.724","17608.166","15371.342","19477.491","15707.776","17876.390"," 9887.787","18887.126"
"M780.84T11.73","11237.377","11736.647","10541.434","13133.105","12067.209","11119.630"," 8589.106","10104.213","10816.352","10084.162","11865.130","11862.664","10046.050","11434.768","11786.911","11926.930"," 7882.249"," 8812.836"," 8812.836","11241.624"," 9536.524","10450.040","10226.588","11618.752","11480.338","10291.645","11337.657","11360.876","10926.854","10938.542"," 6045.387","11735.149","10900.687","10507.428","10984.299","11242.918","12575.445"," 6660.000","11564.590"," 8428.565","11542.135"," 9776.319","11828.320","10121.364","11676.926"," 9043.305","10415.081","11002.698","10433.206","10781.635","12956.459"
"M786.82T18.57","10930.775","10218.564"," 8846.222","10725.032"," 9809.340"," 9869.154"," 9662.902","10554.843"," 9918.802","10175.192"," 9548.882","15693.640","11047.042","10920.250","10643.836"," 9210.438"," 8118.734","10056.413","10056.413","11434.200","11921.658","10179.926"," 9172.281","11247.909","11057.072","10005.850","11140.989"," 9700.605"," 9199.227"," 7385.569"," 9245.748"," 7606.678"," 9739.130","10403.640"," 9897.604","11122.823","11438.627"," 7770.000"," 9178.471","16080.901","11471.765"," 9227.064","12154.629","11414.715","11486.726","10936.338","12236.025"," 8542.544","10048.331"," 7260.655","10344.222"
"M788.84T18.56","26530.44","28846.28","26153.87","25787.78","29097.03","26970.22","21087.99","27959.69","28304.57","28384.90","29181.43","44695.98","29241.46","23983.90","25933.57","28344.78","20097.32","23581.18","23581.18","27769.06","27486.10","42270.82","27935.56","28914.38","28122.11","27296.13","29901.44","28293.27","29808.69","23672.31","20490.36","24254.25","26778.09","24066.19","27181.30","27087.58","31823.23","23700.00","23893.67","29050.46","29460.30","45032.96","28631.57","43417.86","27027.49","39496.86","31622.09","21686.15","27959.69","14228.96","32439.81"
"M789.85T12.55","16996.02","12850.44","11909.25","13235.96","14271.85","14236.74","17949.74","17653.88","15778.58","12603.70","29253.50","14602.67","15642.19","16381.00","12785.98","12075.31","14380.76","12547.53","12547.53","15331.86","16332.85","13114.80","14692.41","13063.07","13506.40","16337.45","12976.23","18672.56","13276.35","13065.12","10212.75","12944.58","12902.02","12800.29","13754.35","14324.30","17540.65","14200.00","14023.95","12703.71","14318.34","13308.26","21354.77","13941.96","17357.04","13614.05","14791.30","13748.36","17223.52","14662.65","15784.43"
"M794.18T13.55","22304.71","22396.99","22458.69","23712.21","22375.40","22864.11","20401.02","25785.43","22775.30","22626.17","24567.48","21426.43","24944.95","21518.36","23099.09","23684.13","19892.69","20001.84","20001.84","25227.46","24965.87","22627.89","22421.06","22615.14","23340.13","19734.12","22489.81","25336.18","21473.32","20352.88","20298.66","19136.66","22456.69","21866.53","21686.87","20832.54","24300.00","18300.00","21459.82","21653.98","20264.13","23820.88","22509.38","23846.76","21917.13","24067.78","23337.49","20492.50","22902.91","19143.92","25562.81"
"M794.84T17.56","19095.83","14364.22","19234.36","17023.97","15412.10","16192.58","13251.96","15601.49","19178.46","15747.10","14050.02","29578.02","15522.43","29305.65","16938.66","14322.84","11906.72","18406.00","18406.00","16477.28","16917.14","29548.71","17544.48","15864.82","16871.63","19507.26","14671.54","13378.01","18351.48","13271.57","13189.29","14133.97","15745.09","15323.60","13380.68","14831.44","19399.61","16400.00","15361.40","32151.32","15452.34","30186.14","18380.37","28655.71","16541.48","27235.00","18841.68","13030.57","15278.20","24012.21","21841.90"
"M795.84T17.57","13105.058","13221.546","11422.696","12372.958","11482.344","10521.212","17114.095"," 9555.438","11265.237","11174.416","10546.227","19466.612","12353.612","10009.940","12110.222","11761.178"," 7297.972","14006.152","14006.152","10260.690","13845.446","17459.601","11067.102"," 8834.668","11651.846","11588.978","11596.141","11185.617","11848.072","13801.320"," 9127.341"," 8932.535","11105.860","11733.094"," 9537.168","11191.620","12362.879","11300.000","11286.345","13195.186","15347.906","20128.776","10021.893","19371.942","11789.262","11885.409","13424.246"," 9717.845"," 8895.659"," 6994.338","14421.550"
"M795.84T12.55"," 7781.728"," 9887.574","11103.210"," 8005.191","10930.883","10373.589"," 6980.750"," 7740.884"," 8202.656"," 8801.011"," 7646.934"," 8436.653"," 7875.111"," 6302.852"," 7941.038"," 8417.830"," 6380.868"," 8044.060"," 8044.060","10268.714"," 8244.660"," 6378.257"," 7917.682","11257.672"," 7708.986"," 7166.009"," 9540.514"," 6734.819"," 8784.019"," 7321.680"," 7467.949"," 7950.618"," 8405.204","10258.985"," 5695.908"," 7450.272"," 6615.147"," 5340.000"," 6319.309"," 5976.244"," 7704.786"," 7864.738"," 7738.009"," 8744.827","10583.903","20118.508"," 8126.691"," 8026.411","10647.848"," 7623.541"," 7180.621"
"M796.85T17.56"," 73546.42"," 70400.57"," 68502.89"," 73759.66"," 68761.67"," 76437.29"," 47199.92"," 68978.72"," 68229.30"," 60100.18"," 64752.40","121473.27"," 70789.73"," 64990.39"," 67164.89"," 73523.91"," 42482.93"," 54802.13"," 54802.13"," 68751.64"," 72245.83","115210.13"," 55934.11"," 75928.32"," 77491.78"," 65273.95"," 58523.04"," 76438.63"," 76003.74"," 51761.56"," 46814.75"," 54404.75"," 58244.55"," 68826.09"," 65126.80"," 76428.89"," 72269.90"," 59700.00"," 66495.45","115304.03"," 68895.85","119712.15"," 71754.43","113080.23"," 71014.32","107556.79"," 72518.61"," 60783.66"," 72975.54"," 32787.09"," 88392.41"
"M797.34T17.56","10487.104","11024.976","10004.911"," 8124.182"," 7475.890"," 8630.112"," 7184.003"," 9564.928"," 6843.141"," 7690.100"," 7380.075"," 9928.617"," 9482.362"," 9057.090"," 8632.939"," 8388.380"," 5451.216"," 6856.745"," 6856.745"," 9022.988","10881.000","17054.316","11416.146"," 9001.432"," 7413.428"," 7622.487","10489.374"," 9986.992","10495.915"," 8430.017"," 4932.649"," 6972.948"," 8424.745","10185.017"," 8304.214"," 8737.132"," 7405.879"," 7650.000"," 9264.174","15421.338"," 7800.842","15701.663"," 7328.397"," 7214.646"," 7696.783"," 6979.960"," 9519.563"," 8159.139","11232.010"," 3867.316"," 9207.148"
"M797.85T12.55"," 9500.527","11911.628","11600.698"," 9975.194"," 9116.512"," 9582.151"," 9491.355"," 9111.441"," 9305.834","10603.716","10078.140","10414.432"," 9439.702"," 9271.732","11518.544"," 9344.232"," 9053.101"," 9203.528"," 9203.528"," 9083.168","10301.430"," 8175.290","13002.892"," 9717.632"," 9130.486","10552.064","10441.154","12641.525"," 9496.291","10121.204"," 8922.614"," 8662.894"," 9973.908"," 9957.784"," 8075.282"," 9637.074","10170.398"," 6000.000"," 8924.458"," 7842.181"," 9032.713"," 8379.969","10166.288","10027.054"," 9509.835"," 8997.217","10244.605","10118.230","12541.512","10101.893","12364.885"
"M797.85T17.56","13548.769"," 9273.738","10569.512","10409.554","10476.254","11467.300"," 9001.779","12184.405","12286.602","12615.734"," 9466.924","12499.509"," 9907.335","11560.578"," 9299.816","13813.316"," 8743.123","13482.651","13482.651","11201.504","11471.003","10330.770","10019.970","10250.161","12784.607"," 9462.656","13955.742","12481.332","14747.922","10165.875"," 8597.018","10950.205"," 9662.970","11506.603","10941.987","13207.315","12513.354","10400.000"," 9635.555","12258.492"," 9520.080","10421.316","11955.275","11143.513","10908.130","20387.290","12936.550","11847.791","10449.018"," 7017.647","12780.108"
"M799.25T813.63"," 88407.40","105897.15","136898.36","145283.96","112649.32","122600.57","110721.64","146292.53"," 92777.06","181555.41","144546.14"," 32531.67","155759.55","131512.49","122747.81","116423.88"," 54181.75"," 99579.61"," 99579.61","122719.93","126019.46"," 16457.89"," 92364.41","123921.77","129809.93","135514.80","140107.20","141016.55"," 84797.60","124171.78"," 40535.44"," 65218.81","140158.43","140803.61","104954.57"," 81402.69","106342.91","107000.00","132142.65"," 67750.21"," 63534.04"," 66268.38"," 24827.41"," 51883.58"," 53792.82"," 45197.76","120526.19","115059.46"," 83468.71","117297.09"," 67375.33"
"M800.83T18.56","18205.04","15954.23","17202.90","17141.27","16989.59","20245.43","12789.90","17324.36","18420.63","19688.89","18110.74","16500.23","18278.67","15722.44","17432.14","18169.66","12502.43","15011.90","15011.90","16910.58","15645.91","18440.83","16362.94","18286.62","18239.96","16607.92","19277.66","20601.62","17517.35","14662.43","13295.66","15245.23","18527.42","17266.62","16280.60","20890.55","16805.32","16000.00","18091.54","19966.27","18329.10","25205.30","17191.85","27726.93","16491.01","19089.54","18046.88","16410.49","18649.72","13779.21","20915.36"
