"","C9.1","C9.2","C9.3","C9.4","C15.1","C15.2","C15.3","C15.4","C12.3","C12.4","D9.1","D9.2","D9.3","D9.4","D12.1","D12.2","D12.3","D12.4","D15.2","F9.1","F9.2","F9.3","F12.1","F12.2","F12.4","F15.2","F15.4","QC.1","QC.2","QC.3","X9.1","X9.2","X9.3","X9.4","X15.1","X15.2","X15.3","X15.4","X12.1","X12.2","X12.3"
"Label","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Drought","Drought","Drought","Drought","Drought","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas"
"M930.57T1457.506","-0.434748954"," 0.317214323","-0.008785597","-0.024879251"," 0.099163152","-0.267201202"," 0.067487973"," 0.187329694"," 0.032030053","-0.019765358"," 0.703119409","-0.323177779","-1.002077871"," 0.266605262"," 0.068861833"," 0.103804647"," 0.578388617","-0.272704723"," 0.103796248"," 0.029362292","-0.535054069","-0.937518214","-0.091383571","-0.618548929"," 0.708197481"," 0.602743456","-0.216569337"," 0.066911296","-0.476653932","-0.303197879","-0.383226996"," 0.325705673"," 0.502507375","-0.337092982"," 1.116762510","-0.661017997"," 0.071835514"," 0.659720711","-0.265803655"," 0.133531712"," 0.434329064"
"M605.42T1439.891"," 0.103133276"," 0.004970759","-0.338899948"," 0.155092127","-0.294899507"," 0.774361243"," 0.660137689","-0.645653003"," 0.135279840"," 0.216418315"," 0.158411529"," 0.738251559","-0.203717198","-0.625457650","-0.144473523","-0.114564152","-0.378479436","-0.155362243"," 0.168422750","-1.064555912"," 0.078880373","-0.297376058"," 0.187786325"," 0.142384889"," 0.328912319"," 0.296683818","-0.258283448","-0.352200348"," 0.250062210","-0.167400763"," 0.149021627","-0.348210637"," 0.638494502"," 0.764481068","-0.514039045"," 0.029480523","-0.237895478","-0.427582242"," 0.582705228"," 0.028946655","-0.023268034"
"M873.584T1509.101","-0.50396455","-0.10958871"," 0.06933232","-0.69469325","-0.39830371","-0.18975430"," 0.23318180","-0.07139444","-0.48351363"," 0.69432513"," 0.11026802","-0.86577746","-0.42453963"," 0.13373556"," 0.15276533"," 0.21095561"," 0.77713894","-0.70624949","-0.13897351"," 0.61566371"," 0.12801609"," 0.27150267","-0.63041025"," 0.22173974"," 0.31578019"," 0.47958385","-0.42943187"," 0.28826830","-0.65496487"," 0.04662383","-0.64497391"," 0.11212025"," 0.64978747","-0.41665603"," 0.65038340","-0.39269401"," 0.53368383"," 0.44728508","-0.25154658"," 0.24866169"," 0.61662738"
"M1066.691T1440.166","-1.805078531"," 0.366667123"," 0.300500390","-0.096991442","-0.232357882","-0.573133464"," 0.902197954"," 0.749564360","-0.003453622","-0.471826535"," 0.818190967","-0.967110544","-0.749899397"," 0.684681816","-0.617071502"," 0.681192427"," 1.482220176","-1.799050991"," 0.714447946","-0.563102784","-0.912081232","-0.980275595","-0.637599664","-0.943358354"," 1.195281436"," 1.362748138","-0.639185603"," 0.442434333","-0.078513957","-0.581868166","-0.981071948"," 0.636834120"," 0.968541280","-0.498689332"," 1.701399017","-0.389962721"," 0.763581182"," 0.887556703","-0.509197149","-0.245398171"," 0.618239216"
"M411.287T1496.037"," 0.01312046"," 0.02732596","-0.16853264"," 0.04599684"," 0.07032244","-0.08960933"," 0.23530413","-0.08853996"," 0.18512566"," 0.16408718","-0.18837194"," 0.09501111","-0.43070388","-0.62617174"," 0.13325682"," 0.39454375","-0.18895448","-0.14068355"," 0.31341530"," 0.04643373"," 0.10431775"," 0.09931270"," 0.31485748","-0.08785642"," 0.32744180","-0.39253881"," 0.01642654","-0.18368597"," 0.05577168"," 0.12749250"," 0.15016860"," 0.11987319","-0.11934538"," 0.18529697","-0.97120833","-0.04199541"," 0.45320692","-0.36831698"," 0.22905728","-0.05503679"," 0.23438485"
"M841.582T1567.222","-0.69224379","-0.01536778"," 0.28149299","-0.63319639","-0.38006993","-0.58614936"," 0.32505018"," 0.33363453","-0.11303413"," 0.30962301"," 0.21814099","-0.56942671","-0.97070857"," 0.29160725","-0.31266825"," 0.23674765"," 1.09425434","-0.64544276"," 0.23061080","-0.32760660"," 0.32464742"," 0.40648728","-0.53088829"," 0.24021310"," 0.42570467"," 0.59161620","-0.65290340"," 0.14729961","-0.38304473","-0.20133255","-0.45769702"," 0.32022214"," 0.37584676","-0.37388039"," 0.89159729","-0.64601242"," 0.35671117"," 0.43893681","-0.26928376"," 0.29521959"," 0.62529307"
"M545.456T1607.833","-0.053597703"," 0.026799504","-0.122886570","-0.052935390"," 0.046842878"," 0.041334580"," 0.203301927","-0.008416147","-0.266711856","-0.327264634"," 0.214277960","-0.031478020","-1.237196227","-0.025884598"," 0.078118387"," 0.017522076","-0.124006366","-0.054967258"," 0.806529471"," 0.186537135","-0.048728010","-0.142708626"," 0.183312580"," 0.203094002"," 0.556350387","-0.163918396","-0.022585559"," 0.332482917"," 0.170325218","-0.014739079"," 0.091441210","-0.129239614","-0.080340694","-0.054028646","-1.068499885","-0.927029260"," 1.057396182"," 0.332972841","-0.003247537","-0.078205727"," 0.489976550"
"M613.479T1523.593","-0.069401028","-0.180669036"," 0.044906060","-0.161683880"," 0.050683109","-0.184730522"," 0.026991535","-0.058013038"," 0.016470407","-0.426158359"," 0.127059861","-0.052064912","-0.931816073","-0.041387216"," 0.127917548","-0.297238447"," 0.093292501"," 0.088076108"," 0.594392739"," 0.164703819","-0.427995495","-0.507154908","-0.147946156"," 0.085000505"," 1.757014667","-0.433286268"," 0.003042613"," 0.317569011"," 0.139606393"," 0.049850952"," 0.057029394","-0.275538207"," 0.046367990"," 0.012225337","-0.698632805","-0.789676742"," 0.100082466"," 1.651425694","-0.119225931"," 0.080920496"," 0.167989818"
"M427.241T1439.043","-0.742198976","-0.171336523"," 0.030490024","-0.131142210","-0.011454364"," 0.175197728","-0.504114230","-0.118949528"," 0.239528251"," 0.323933336"," 0.118245232","-0.020153627","-0.568765719"," 0.053919164","-0.119011316"," 0.143340400","-0.103142051","-0.005394351","-0.036420825"," 0.022901892"," 0.376248474"," 0.028490185"," 0.050676619"," 0.127477137","-0.410949816"," 0.469086284"," 0.270357537"," 0.094096974"," 0.101936100"," 0.002832424"," 0.145571984"," 0.143555712"," 0.011778754"," 0.279688152","-0.269019993"," 0.062894441"," 0.286040173","-0.469189072"," 0.057529377"," 0.074417546","-0.008991302"
"M293.17T1476.452","-0.26080225"," 0.41130783","-0.20146481"," 0.07616806","-0.26614784"," 1.12596675"," 0.93014909","-0.42931193"," 0.69152839","-0.15871133"," 0.50932285","-0.58049949","-0.51156120","-0.38191387","-0.34745102"," 0.01479432","-0.60130006","-0.35475754","-0.18162261","-0.65257492"," 0.84773964","-0.41994889","-0.43587133","-0.32605354"," 0.35058013"," 1.17894058","-0.52100352","-0.35118918","-0.20986167","-0.43457242","-0.38187824","-0.16696085"," 0.68127662"," 1.02028574","-0.63407214"," 0.22775016","-0.01890540"," 0.48252609","-0.14363153","-0.38161822"," 0.80534957"
"M820.502T1525.061","-0.36981510"," 1.04235524"," 1.23109742"," 0.32290662","-0.61469303","-0.39189157"," 0.20735168"," 0.37661160"," 1.16055070","-0.51335531"," 0.57897656","-0.46601966","-0.28983415"," 0.03231134","-0.40470704"," 0.37516466"," 0.15491111","-0.36369926","-0.28935432","-0.03961821","-0.37424470","-0.66422046"," 0.37340602","-0.68080976"," 0.26843451","-0.34588343","-0.21716339"," 0.54992046","-0.03750820","-0.63911698"," 0.38577048"," 0.14989730","-0.06507018","-0.24434167","-0.26542720","-0.32678801"," 0.51964716"," 0.18255318","-0.33153682","-0.47930538"," 0.50253781"
"M330.261T1608.211"," 0.283481538"," 0.353592494"," 0.113993620","-0.008512714"," 0.068608986"," 0.188196919"," 0.228892681","-0.053457035"," 0.253933398","-0.029233172"," 0.180378035"," 0.019539796","-1.839542700"," 0.757514716"," 0.059479904","-0.006311704","-0.066664535"," 0.095257504"," 0.200746312","-0.141612739"," 0.127980189"," 0.079029315"," 0.059475925"," 0.015542553"," 0.291562901","-0.097860321","-0.008987731"," 0.132417886"," 0.123384075","-0.084326533"," 0.163721855"," 0.048130611"," 0.018958623"," 0.013621841","-1.235298582","-0.668066462"," 0.204892393","-0.148476817"," 0.076638694","-0.039914869"," 0.269293150"
"M423.273T1204.064"," 1.03273899"," 0.14712600","-0.43048375","-0.21481033","-0.27298601"," 0.81641595"," 0.25382260","-0.82166655"," 0.83399917","-0.63827142"," 0.54646487"," 0.41637431","-1.13068552"," 0.81494869","-0.13529951"," 0.12171569","-0.25041905"," 0.31296359"," 0.03376562","-0.15682856"," 0.99366557"," 1.03312772","-1.22837240","-0.63337895","-0.16431980"," 1.08427186"," 0.16103824","-0.05699781","-0.42049600"," 0.22999656","-0.83420087"," 0.12384613"," 0.12360339"," 0.41853266","-1.02963282","-0.71689397"," 0.57599442","-0.03081577","-0.73598653","-0.21102295"," 0.03915655"
"M920.647T1608.07","-0.9420983394"," 0.2975057247","-0.3980531253","-0.0008824809","-0.0912412341","-0.0848905029"," 0.3786726267"," 0.2395615447","-0.5315160647"," 0.1224579407"," 0.3702941618","-0.4351808485","-0.2220532030"," 0.3351261131","-0.0852570217"," 0.4090950771"," 1.4013700920","-0.9046142629"," 0.1972885451","-0.2112285572","-0.4110046016","-0.5641783422","-0.2728165667","-0.1211254134"," 0.3509394727"," 0.6707997789","-1.0168855378"," 0.1432410029","-0.5554862956","-0.0525780419","-0.1050096965"," 0.3914452230"," 0.5937690014","-0.6322107812"," 1.2486669892","-0.5318032597"," 0.3652199931"," 0.3065168425"," 0.0085396613","-0.1038705690"," 0.4434749551"
"M882.575T1523.543","-0.760852991"," 0.387092992","-0.003636525","-0.312601048","-0.609249553","-0.406965710"," 0.528269620"," 0.364779555","-0.079868325","-0.395397483"," 0.564221559","-0.877425847","-0.656897404"," 0.350953185","-0.415471114"," 0.472717746"," 1.720107494","-0.959637677"," 0.335415018"," 0.095543931","-0.571179050","-0.502665128","-0.491528215","-0.776890405"," 0.495690187"," 1.317758456","-0.708332826"," 0.322827484","-0.489829346","-0.765176082","-0.695053836"," 0.460210312"," 1.260323078","-0.493366728"," 1.763737747","-0.337139668"," 0.531701683"," 0.688201253","-0.246589613","-0.276449663"," 0.172652939"
"M544.447T1588.441","-0.0732024607","-0.2582207856"," 0.0635441738"," 0.2580373801","-0.3066887627","-0.3828706250","-0.0657000149"," 0.0710437804","-0.0764091419","-0.3691753955"," 0.0006376225","-0.1911263608","-0.8999448732"," 0.1651654716"," 0.0486019740"," 0.1489843468"," 0.1896644649"," 0.1598978928"," 1.0658895751","-0.3100039131","-0.0370511801","-0.2796371972"," 0.1496575930"," 0.0665604795"," 0.9052196871"," 0.0463338147","-0.0564765142"," 0.0884028316"," 0.1875659849"," 0.0160013499"," 0.2918646907"," 0.0158619492","-0.1727027218"," 0.0552403410","-1.2470489991","-0.0751995311"," 0.3848042898","-0.1001478608"," 0.1619050795"," 0.1078216156"," 0.2528999491"
"M1143.683T1424.253","-1.20490691"," 0.44154792","-1.17395847","-1.20310500"," 0.20187424"," 0.08965120"," 1.15872804"," 0.68721907"," 0.07528013","-1.17882368"," 0.48866403"," 0.48651865","-1.16403962"," 0.54831425","-0.30450318"," 0.24489804"," 1.68822904","-1.19892309"," 0.81685913","-1.18649265","-1.20621944"," 0.37221213","-0.28918538","-0.11186304"," 0.98599690"," 1.52556003","-1.19176223"," 0.43656042","-0.30984528"," 0.12633312","-1.19618711"," 0.63786117"," 1.14776647","-0.32414776"," 1.44710667","-1.18864111"," 0.56173502"," 0.62660681","-0.23705310","-0.18030865"," 0.05444326"
"M700.613T1641.124","-5.531619e-01"," 5.355546e-01","-1.413434e-01"," 5.366042e-01","-1.443709e-01","-3.070836e-01","-4.622426e-01"," 1.418095e-02"," 1.490382e+00"," 3.606548e-01"," 5.850582e-01","-2.244912e-01","-3.215382e-01","-3.248801e-01","-8.597099e-01","-1.745566e-01"," 1.762661e-01","-2.385643e-01","-1.321446e-01"," 3.477315e-01"," 4.536303e-01","-2.251164e-01"," 4.172944e-01","-2.129377e-01","-2.060012e-01"," 1.138269e-01","-2.270942e-02","-5.648221e-03"," 6.759691e-01","-9.136925e-01"," 7.424542e-01"," 1.458555e-01"," 1.677993e-01","-8.708170e-01"," 6.605506e-01","-4.484495e-01"," 6.940507e-07","-1.044190e-01","-6.741435e-01"," 8.143857e-02"," 6.276985e-02"
"M585.446T1557.882","-0.095854394","-0.045737526"," 0.185708999"," 0.001781375","-0.002424388","-0.153708682"," 0.056879793"," 0.020564033","-0.425149769","-0.460478456"," 0.233607583","-0.354923841","-0.827913882","-0.179040986","-0.109892692"," 0.051324826"," 0.009834010","-0.334922756"," 0.649056854"," 0.185906522","-0.300584546","-0.171636943","-0.029106938","-0.040808107"," 1.263724991","-0.283799682","-0.175538500"," 0.010119739"," 0.349968788","-0.103076550"," 0.184237267"," 0.156469755"," 0.239008116"," 0.091296263","-0.725031362","-0.814902281"," 0.316886933"," 0.992402378"," 0.138251029","-0.032110913"," 0.529613937"
"M858.58T1574.486","-0.59795238","-0.07303712"," 0.09049480","-0.21477923","-0.56011275","-0.27821344"," 0.27456901"," 0.24555112","-0.15958802"," 0.21601836"," 0.15150172","-0.49339135","-0.60345071"," 0.16351745","-0.31878094"," 0.15271744"," 1.26445721","-1.00858606"," 0.02476540","-0.45595218"," 0.01759717"," 0.05066230","-0.27790673","-0.18234352"," 0.38140111"," 0.76275360","-0.42995190"," 0.34079814","-0.42195146","-0.27563910","-0.36047688"," 0.34852158"," 0.57278323","-0.14888908"," 1.16174153","-0.24608288"," 0.53013815"," 0.34578902","-0.46260656"," 0.01137329"," 0.46254067"
"M911.589T1490.35","-0.17584344","-0.02286332","-0.06604139","-0.24099031","-0.01670692","-0.28821591"," 0.47045559","-0.01538094"," 0.19309966","-0.39757689"," 0.51361414","-0.51408970","-1.05265363"," 0.17878073","-0.54998176"," 0.09379795"," 1.33773232","-0.46551969"," 0.12343297","-0.19659547","-0.30568452","-0.61739439","-0.54662409","-0.43885057"," 0.49214711"," 1.12238617","-0.16988528"," 0.04559737","-0.34512692","-0.43320969","-0.22772781"," 0.08071427"," 0.86471865","-0.38403250"," 1.59028096","-0.42735112"," 0.35719733"," 0.40185874","-0.17939190"," 0.11335422"," 0.09856994"
"M353.192T1505.037"," 0.009071395"," 0.154325175","-0.035867150","-0.070794782","-0.176946207"," 0.167902549"," 0.128975094","-0.033040063"," 0.281867078","-0.097982227"," 0.255620381"," 0.167661542","-0.186247273","-0.105964422","-0.072255262","-0.131951066"," 0.069433041","-0.079427824","-0.121823573","-0.141889468"," 0.082765762","-0.049769611","-0.157291720","-0.023340383"," 0.234330417","-0.299729795","-0.180868247","-0.036819630"," 0.237700694","-0.210883677","-0.127777661"," 0.074909848"," 0.282183978"," 0.342527505","-0.370409964","-0.069298943"," 0.244353060","-0.321683475","-0.076333215"," 0.173994842"," 0.270773276"
"M615.477T1390.077","-0.15848661","-0.13600762"," 0.01868159"," 0.04279342","-0.47783494"," 0.04875060","-0.12168247","-0.52187955","-0.18605696"," 0.08862804","-0.28210822"," 0.18997783"," 0.05630615","-0.38077524","-0.43988905","-0.04965805","-0.00389587","-0.23964497"," 0.27721830"," 1.79241594","-0.15973093","-0.66762486"," 0.07038005","-0.50576556","-0.25785454","-0.08175846","-0.50188195","-0.09203760"," 1.24131979","-0.23445337"," 0.52591602","-0.13577195"," 1.17264516"," 0.07116042"," 0.23660510"," 0.05553698","-0.21921019"," 0.13192340"," 0.01850883","-0.11639948","-0.06835919"
"M637.556T1540.43","-0.42271368"," 0.32963715"," 0.02220164","-0.07239157","-0.37828206","-0.37345176","-0.15287864","-0.13709327"," 0.10104919","-0.21184667"," 0.05425368","-0.30104193","-0.95740999","-0.14975291","-0.53772290"," 0.18541375","-0.01151724","-0.10356998"," 0.34508762"," 0.49160746"," 0.02197885","-0.22182079"," 0.14729710","-0.25693134"," 1.24677478","-0.06837253","-0.05610238"," 0.21808184"," 0.58924003","-0.09494524"," 0.51691376","-0.10503987"," 0.19921334"," 0.09574730","-0.24276587","-0.70072582","-0.05097827"," 0.91579241","-0.05858732","-0.09649711"," 0.28214923"
"M841.587T1509.04","-0.65345355","-0.12363908"," 0.25389005","-0.64731906","-0.19076583","-0.65299990"," 0.20409113"," 0.32410123","-0.09165645"," 0.33553062"," 0.10825918","-0.55161274","-0.80819640"," 0.27159148","-0.31855531"," 0.32124193"," 1.04972125","-0.84067156"," 0.20699629","-0.40859662"," 0.31640931"," 0.40915754","-0.51824467"," 0.23522544"," 0.40058153"," 0.55604829","-0.74272157"," 0.21474980","-0.49701385","-0.18309508","-0.41787644"," 0.27086038"," 0.55740830","-0.31362182"," 1.10030688","-0.47416063"," 0.37593613"," 0.40219493","-0.25610343"," 0.20908280"," 0.56691949"
"M701.547T1638.372","-0.180929547"," 0.209783043","-0.249399258"," 0.449339797","-0.059971099","-0.167163463","-0.265684738"," 0.005835673"," 1.125061882","-0.132531502"," 0.398446894","-0.079613548","-0.642398959","-0.312014594","-0.443603121","-0.163830613","-0.113613461","-0.120913715"," 0.981121056"," 0.114993694"," 0.103633599","-0.161549669"," 0.312129593","-0.278653998"," 1.280781047","-0.204730682","-0.042284270","-0.023370094"," 0.503109225","-0.469630572"," 0.660543388"," 0.087587177","-0.069327026","-0.403373308","-0.784882584","-0.899307876"," 0.085642234"," 0.133073411","-0.346455784"," 0.050729938"," 0.113421829"
"M857.595T1473.143","-0.632493332","-0.171484904"," 0.078676042","-0.545736715","-0.374800901","-0.295578741"," 0.278856369"," 0.130319738","-0.157161687"," 0.354101606"," 0.168879685","-0.717124142","-0.555840535"," 0.095737941","-0.340374730"," 0.344891520"," 1.224761001","-0.800845080"," 0.146966149","-0.314878077"," 0.002012575"," 0.094247770","-0.285479337","-0.116473340"," 0.515022053"," 0.786505922","-0.525195801"," 0.276970868","-0.393583710","-0.358114740","-0.307423488"," 0.315825848"," 0.710377843","-0.416027767"," 1.248036902","-0.306649243"," 0.417223530"," 0.412830387","-0.648958717"," 0.124290682"," 0.537690557"
"M870.583T1512.438","-0.72794707"," 0.09073796","-0.17349422","-0.47806498","-0.54272791","-0.36147493"," 0.27285207"," 0.20839625","-0.23744058","-0.04689136"," 0.56116570","-0.45827164","-0.51400297"," 0.41659878","-0.43781183"," 0.46502289"," 1.27481853","-0.31253955"," 0.25821304","-0.15524629","-0.60556420","-0.29542720","-0.42627586","-0.25373783"," 0.56769108"," 1.00470403","-0.49053911"," 0.30819315","-0.38418581","-0.33010564","-0.71813728"," 0.42596111"," 1.00261007","-0.08258950"," 0.70228970","-0.48539783"," 0.52654288"," 0.64581040","-0.23554612","-0.06279906"," 0.08461113"
"M469.421T1521.98","-0.0255504559"," 0.1777020898","-0.1287979397"," 0.0302197969"," 0.0176441937"," 0.0388186960"," 0.2552985685","-0.1014179555","-0.1734606259"," 0.0547313349"," 0.0876197017"," 0.0001701782","-0.6519159482","-0.0677879401","-0.2368408058"," 0.0257718970"," 0.5555938161","-0.0063400517"," 0.1616224336"," 0.0388388525","-0.0693486508","-0.1245937308","-0.2004083113"," 0.0449488371"," 0.1568619108"," 0.2629048693","-0.1034086774"," 0.0126267947","-0.0733163149","-0.0493666695","-0.1182644216","-0.0957451779"," 0.3624001316"," 0.0796042019"," 0.2984401878","-0.9181976587"," 0.1868750820","-0.0283118091"," 0.0638414969"," 0.0545774207"," 0.2059606533"
"M387.235T1746.448"," 0.06862379","-0.09646718","-0.52108868"," 0.90217503","-0.03801822"," 0.03958160"," 0.81709406","-1.16295145","-0.50110966"," 0.64586780"," 0.80317712"," 0.17860542","-2.07537993","-0.63445427"," 0.26643710","-0.41237433"," 0.69230270"," 0.13105357","-0.11699907"," 0.81399546"," 0.70663064"," 0.45354091"," 0.82081312"," 0.51354457","-0.49226708"," 0.73382127","-0.08980852","-0.60157367"," 0.78381116"," 0.40617824"," 0.81976399","-0.51143393"," 0.79251201"," 0.47671984","-2.07456188","-2.10230907","-0.35318357","-0.59362432"," 0.25267866"," 0.53898317","-0.28030643"
"M312.324T1556.858"," 0.39047171","-0.42724265","-0.02943816","-0.27213794"," 0.11877426"," 0.14052411"," 0.29077858"," 0.19075686"," 0.31972563","-0.63155688"," 0.49305863","-0.14418261","-0.65255673"," 0.58858946"," 0.57602881","-0.22933427","-0.17534693"," 0.39846520","-0.35360269"," 0.19604680"," 0.23751563"," 0.77674442","-0.22314313","-0.21367799"," 0.07219012"," 0.01852546"," 0.33636406"," 0.48870959","-0.38312308"," 0.47016750","-0.39556174","-0.65820691"," 0.14679787"," 0.01624324","-0.44243349","-0.72140802"," 0.61632709","-0.34234670","-0.43067859","-0.02159912","-0.13522740"
"M385.292T1245.233"," 0.7403474150","-0.0777672230","-0.7774243875","-0.1094955327","-0.7452905050"," 0.6786985292"," 0.4714512230","-0.8565994965"," 0.8210554853","-0.2406306624"," 0.8371856273"," 0.6315462872"," 0.3231700667"," 0.1416785280","-0.4367140661","-0.1243879192","-0.7909414500"," 0.4273861057","-0.1762700664","-0.3772644467"," 0.8360106349"," 0.6245464903","-0.5135830282","-0.9216274114","-0.0002738416"," 0.7885585399","-0.7041718744","-0.3399183113","-0.7110152815"," 0.1303330983","-0.4313386512","-0.6382595795"," 0.7317595996"," 0.6817457745"," 0.1005806931"," 0.4919826955"," 0.3335490886"," 0.2020564921","-0.4380043686","-0.8702977361"," 0.2876334650"
"M929.566T1475.069","-0.032754816"," 0.155740906","-0.087877697","-0.327396500","-0.112193692","-0.528456925"," 0.157494075"," 0.109506699"," 0.006428303","-0.303425173"," 0.822668115","-0.432364680","-0.885956987"," 0.504768679","-0.213463293"," 0.303558048"," 1.032519302","-0.595828156"," 0.352978658","-0.017503080","-0.573705394","-1.245642432","-0.669021264","-0.364527203"," 0.698960634"," 0.625087028","-0.140822135"," 0.240474046","-0.305895519","-0.155700296"," 0.053978074"," 0.477921830"," 0.409322856","-0.385664285"," 1.047885096","-0.616528190"," 0.452446446"," 0.757324758","-0.351917034","-0.472660649"," 0.610241847"
"M506.256T1389.363","-0.946879561","-0.589957278"," 0.647998995"," 0.428218876"," 0.298569403","-0.286002761","-0.125952682"," 0.426570580"," 0.388180478"," 0.051834119"," 0.104005498"," 0.187300869","-0.133975267"," 0.110440043","-0.148737149"," 0.266401578","-0.011486311"," 0.187592152","-0.648096664","-0.704831576","-0.089727443"," 0.139160954"," 0.050890698"," 0.412679374","-0.166475118"," 0.063721616"," 0.194580794"," 0.046262356"," 0.105940927","-0.597320545"," 0.270814225"," 0.670454336","-0.685097969","-0.095464476","-0.077839067"," 0.001312172"," 0.358127887","-0.493930950"," 0.279173299"," 0.344482865","-0.232939277"
"M543.444T1574.274","-0.35125890","-0.04162213"," 0.04329904"," 0.07306632","-0.24820761","-0.02570092"," 0.03001425","-0.14479539","-0.24221272","-0.13925929","-0.16310057","-0.02943971","-1.00030113","-0.01693124","-0.14359301"," 0.16901847"," 0.26567984","-0.28570312"," 1.39179561","-0.06654227","-0.47825393","-0.52564031"," 0.29819582"," 0.03963456"," 1.15344683","-0.31482565","-0.07363014"," 0.02584329"," 0.38622713","-0.05977062"," 0.39858211"," 0.16381809","-0.12947980","-0.03948225","-0.15436008","-0.57516827"," 0.28095452"," 0.14768303"," 0.11896199","-0.16350663"," 0.42656482"
"M273.891T1991.413"," 0.10883049","-0.41374564"," 0.29115476","-0.23520902"," 0.20125869"," 0.02221358"," 0.09324199","-0.42631746"," 0.04789368"," 0.20874607","-0.15776107","-0.28184750"," 0.39103245","-0.12966721"," 0.16862569","-0.42777721"," 0.05213132"," 0.30175501","-0.31458423"," 0.15688242"," 0.11028473"," 0.16013676"," 0.39214339","-0.05978760","-0.41027530","-0.11391500"," 0.26086629"," 0.08902778"," 0.11294251","-0.35955279","-0.08255628"," 0.07867677"," 0.16117590","-0.10047725"," 0.23551457","-0.04033168"," 0.31025266","-0.78157251"," 0.07935502"," 0.05429213"," 0.24694312"
"M991.717T1676.434","-0.32792055","-0.12424861","-0.20155457","-0.01908773"," 0.15340242","-0.09879061"," 1.00440782","-0.16014479","-0.13640967"," 0.86745122","-0.02152588"," 0.06374510","-1.47846229"," 0.08644984","-0.20164941"," 0.37789071"," 0.56135908","-1.02814524"," 0.76660104","-0.11976909"," 0.88221699"," 0.23870881","-0.01943206","-0.32485153"," 0.38215974"," 0.88104744","-0.92134508"," 0.39631188","-0.37547688","-0.57798800","-0.10251255","-0.52148002","-0.03421977","-0.61867838","-1.19970754","-1.01672216"," 0.55620990"," 1.05130398","-0.54984740"," 0.90821583"," 1.00248805"
"M519.387T1507.107"," 0.22746923","-0.31059185","-0.18336687","-0.34465551","-0.06257424","-0.02660179"," 0.18486024","-0.58075564","-0.05303707","-0.11765245","-0.17341273"," 0.07053925","-0.75209463","-0.07372486"," 0.23208785"," 0.27893808","-0.05795626"," 0.23124271"," 0.54423633","-0.07121461"," 0.03283995","-0.05071352"," 0.22316937"," 0.63580157"," 0.47405186","-0.46818764"," 0.33393273"," 0.09586293"," 0.22861577","-0.10565268"," 0.23671982","-0.15295386"," 0.17638398"," 0.41475179","-0.91563081","-0.86064742"," 0.26580431"," 0.03593997"," 0.04336375","-0.11384302"," 0.50865595"
"M908.619T1557.26","-0.343934935"," 0.338023015"," 0.091687026","-0.098864003","-0.166135142","-0.217578332"," 0.486573272"," 0.175518813"," 0.225545676"," 0.132985394"," 0.720569538","-0.809452723","-0.674420113"," 0.315984264","-0.115097079"," 0.362843292"," 1.266344786","-1.269163840"," 0.533064832","-0.722694768","-0.177722072","-0.477751127","-0.178384344","-1.015237039"," 0.574369617"," 0.893064118","-0.504608824"," 0.343762016","-0.243245915","-1.398900762"," 0.002830802"," 0.394796577"," 0.848210840","-1.238281731"," 1.009293148","-0.371251410"," 0.511396948"," 0.777320145","-0.234471444","-0.123187484"," 0.376198967"
"M886.58T1536.307","-0.89005235"," 0.28392643"," 0.02270800","-0.26891371","-0.97699948","-0.17290219"," 0.32330404"," 0.21677635","-0.06647264","-0.11788865"," 0.37647666","-0.28714467","-0.40958678"," 0.29849151","-0.74759969"," 0.46801052"," 1.18350105","-0.67762243"," 0.60406646","-0.34221785","-1.06989046","-0.42326610"," 0.19638869","-0.16833484"," 0.62168497"," 0.77088859","-0.64366850"," 0.16979198","-0.12369278","-0.30360231","-0.41455498"," 0.50021038"," 0.75194723","-0.28986623"," 1.04746755","-0.77724084"," 0.45863270"," 0.67985879","-0.20689490"," 0.11216569"," 0.29211480"
"M615.484T1373.389"," 0.025536012","-0.105544185"," 0.203550711"," 0.187508337","-0.533329490"," 0.222984336","-0.009523307","-0.484853210","-0.013747195"," 0.234567493","-0.132251053"," 0.396562119","-0.128653457","-0.276813689","-0.489791070"," 0.069437328"," 0.071095772","-0.127411426"," 0.429555877"," 0.937989511","-0.037677608","-0.594079924","-0.023957103","-0.371438268","-0.272444804","-0.069589093","-0.902327798"," 0.077781727"," 0.890030621","-0.197508524"," 0.468706025","-0.150943599"," 1.079945736"," 0.267434124","-0.044510509"," 0.235971011","-0.290294241","-0.819810329"," 0.168264318","-0.044844823"," 0.154423649"
