"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M637.415T1439.736","103644.542","92821.444","97376.769","129473.463","122816.408","115339.965","104015.624","114531.395","97502.469","108000","64890.17","43046.2887","127423.849","104110.118","118000","163000","48220.5915","136427.3987","166000","132917.487","64129.6018","129229.374","157639.291","198095.648","184000","134135.864","169000","188000","154925.608","58428.9808","180903.867","217514.25","172058.974","170000","144604.02","141450.973","153017.979","128312.385","40541.0846","199120.024","51089.9582","79324.1333","44203.9728","80400","39651.5028","115842.827","114599.719","209000","172717.6592","141241.589"
"M711.441T1125.643","31518.676","33285.474","35897.826","45071.304","56394.549","40010.959","83769.346","30494.191","34213.502","42500","30858.83","4846.4138","32191.885","41411.023","34800","42800","5702.0626","46186.7454","52900","52426.556","2186.3083","68537.152","52038.028","100472.655","89200","66010.274","41500","54700","46452.883","5997.332","42836.497","68389.547","72390.35","39500","85544.153","79939.055","65031.77","53231.615","333.88284","61443.892","10093.7994","6890.1474","4429.6918","21400","1669.4142","19897.553","174173.043","276000","72115.0846","34286.69"
"M646.453T1439.754","119665.049","121432.447","135601.422","183829.087","157970.612","143927.223","110166.029","108127.436","131002.693","132000","89246.493","35894.044","179556.293","146711.487","130000","207000","36889.5211","174656.2307","184000","172548.512","58064.9824","160050.924","225569.772","210095.277","221000","193981.068","171000","287000","200142.54","35283.1073","194193.407","239650.664","216815.188","215000","137094.443","166894.317","152474.927","127745.39","33036.454","171324.753","71097.2205","53821.228","45030.8882","91400","45413.4166","142957.085","145200.312","232000","194715.6455","185692.169"
"M926.605T1358.969","10394.203","26010.962","10023.222","22829.168","11783.657","12518.217","6613.669","11255.111","14372.52","6760","9797.703","551.07164","10183.248","29286.854","20600","29500","2755.3582","17132.1935","8480","17400.043","8431.9458","11644.476","25191.321","21307.465","29900","47911.428","24300","26900","35548.104","5609.031","31699.993","22894.754","31885.377","36000","22276.883","18376.878","20524.29","9598.002","551.07164","13327.621","551.07164","3894.5232","551.07164","27500","2840.3717","17554.427","94787.072","31200","16396.8762","27708.029"
"M651.516T1408.532","61054.475","63662.598","85345.208","136851.29","86956.825","62437.402","111268.988","76509.705","110606.885","58700","17328.958","10485.5153","185704.153","119788.859","104000","171000","7808.9863","112391.0398","166000","114844.201","13616.2838","106220.531","203600.788","194364.95","179000","150701.366","126000","177000","158079.871","19914.7815","138792.006","190671.273","146166.657","130000","77164.978","87199.403","89438.445","77645.184","6722.4007","151391.254","12225.3672","12590.2947","105646.4125","17900","73580.0435","94616.557","201525.852","256000","182767.7813","109599.809"
"M593.49T1557.453","143172.701","155790.623","182540.673","256652.634","222783.544","181727.104","281130.14","197648.9","242860.135","185000","95367.334","58820.3481","321237.148","210630.195","287000","342000","63930.3186","292353.5566","311000","276348.129","180130.219","227135.224","272513.5","299213.898","330000","336005.66","302000","361000","353179.638","77778.7776","399154.394","352067.14","250656.705","338000","152405.745","220456.186","236421.697","215248.896","77725.103","441729.077","76279.0012","158456.8073","103380.7165","132000","82284.8736","211555.949","523451.528","392000","336755.3579","334640.541"
"M574.468T1330.445","70911.265","34042.085","60926.331","76299.74","91212.152","67280.43","153289.087","61266.49","55119.764","61400","17077.364","24538.1497","122228.347","58559.02","122000","177000","5208.555","107313.088","123000","121376.204","17838.335","106933.687","141210.388","167000.269","191000","151337.554","119000","168000","178686.944","8197.7606","115228.919","183587.969","113179.936","124000","77969.017","84860.575","105552.022","80418.667","1041.711","141440.099","11521.7873","14715.2044","20746.6178","29400","15361.0801","89138.331","259349.269","221000","110983.2385","114938.442"
"M668.492T1305.416","50378.149","31672.489","39804.034","75265.506","62071.646","42152.003","124577.992","51776.843","23229.771","40200","10694.24","521.20378","92095.78","61430.215","45300","76100","11895.6676","69897.1546","72900","59717.896","23566.0614","64032.751","114963.602","89497.008","122000","72073.428","67800","119000","84268.084","15320.4051","84119.455","94049.981","80552.387","97100","43797.205","53665.302","64425.677","40967.364","19355.3786","106362.689","3547.7644","24869.3613","2606.0189","29700","13324.0673","49607.713","126547.205","195000","75941.1846","71416.77"
"M587.442T1269.605","41704.679","22861.988","29394.533","36196.308","46667.689","42581.826","102621.46","28557.997","25306.611","36000","20013.476","7200.5114","33665.362","35258.771","39000","62600","5165.6322","44571.1142","45100","37939.253","13190.0309","76765.522","79488.415","63126.516","74100","52482.374","46900","52300","43834.814","8001.3613","44082.819","64047.741","36880.046","54100","56936.522","57664.918","38273.029","49312.722","6648.8462","54929.02","5829.9564","29843.8247","13902.4797","26300","2750.4672","28833.905","121590.348","137000","75748.1016","40355.39"
"M711.566T1557.453","74071.125","87869.065","81880.452","202926.314","113010.303","85504.813","71322.626","83021.559","91919.16","59700","87898.267","63850.8704","199502.076","82258.292","111000","106000","49052.2573","149920.8261","137000","103074.874","479046.2184","92419.168","101394.058","137094.022","162000","106910.796","112000","201000","119666.077","113170.6808","482604.773","127166.859","100002.841","190000","68320.157","76341.893","76689.325","91246.851","100782.3479","549300.639","69213.9592","278155.5979","84220.2789","69600","54869.22","100132.763","109850.081","129000","129016.448","227124.163"
"M648.466T1423.012","141113.984","108480.254","135566.385","270855.515","237352.647","203234.359","223614.717","149030.192","174816.854","142000","80683.879","27109.4489","373044.157","212807.652","225000","440000","29876.0756","343452.7274","325000","292888.496","41764.0725","258369.536","417355.133","483894.194","550000","347761.23","327000","628000","444675.448","29223.9213","483584.621","631865.56","334250.42","449000","200891.9","277095.356","301720.426","220066.122","35345.1629","546604.611","33725.8035","57386.4856","24472.4213","60600","22998.3756","246901.306","419210.689","527000","336342.9624","409416.398"
"M639.422T1278.929","121246.472","62507.97","101245.875","118749.628","130380.818","102354.265","219006.531","95961.29","96199.36","109000","59163.584","15596.8506","155555.58","111982.412","111000","162000","32792.2719","152908.6754","151000","147590.5","25629.7095","153310.228","192550.069","214495.328","185000","148661.223","141000","185000","183764.636","10556.457","160724.089","174990.596","169995.139","175000","118658.077","124146.374","134928.571","116852.089","11005.688","159192.122","17727.1945","16608.6635","4327.6868","56100","15013.0676","118642.703","230432.449","432000","165180.0253","159591.054"
"M697.259T909.874","98735.79","46851.883","104432.122","101456.39","112477.977","105420.659","119081.65","152480.904","119978.708","181000","117475.236","17010.7433","115935.209","112530.544","119000","120000","26668.793","128907.9265","123000","152378.474","14658.3471","106067.489","127352.375","180444.487","149000","146371.28","161000","105000","154941.703","12132.3032","122286.436","126953.178","131160.731","126000","93904.565","102323.235","88490.841","76524.744","14417.6821","111002.32","15854.6554","18876.7449","9105.7661","92600","10084.4866","106509.615","139728.842","118000","197122.2512","80367.088"
"M593.49T1539.529","143410.006","156031.954","180029.855","254008.739","220436.686","179175.625","178349.585","193535.282","240466.784","180000","93406.786","59035.7756","319007.033","211070.512","279000","330000","63948.6407","289508.9724","305000","264314.23","168190.1966","225122.252","254580.076","292686.325","320000","336590.26","297000","339000","350202.442","77749.3774","390489.949","349482.045","244794.054","335000","150131.214","215686.369","236274.207","208724.858","77729.989","449114.85","76364.9543","151960.9417","98595.7181","132000","82477.1011","209255.376","406732.461","301000","327148.8503","331613.473"
"M711.565T1605.092","74080.895","91728.926","81898.157","202993.232","113063.668","85510.101","54871.719","83053.772","91917.621","59700","87949.835","63887.4781","199546.045","82271.225","107000","106000","49049.3531","149947.6087","134000","103077.829","476041.3617","92688.946","101791.229","137088.559","162000","106918.865","112000","201000","119673.567","113170.6808","480161.886","127195.731","100024.766","189000","68323.299","78667.142","76689.325","91237.701","100768.1618","528054.584","71606.7912","278173.3354","84250.0302","69600","54875.715","100131.76","99354.523","119000","129179.9312","227124.163"
"M649.479T1423.325","558918.536","657015.384","612830.247","1018434.894","774629.618","832085.752","870933.03","610488.818","772603.307","520000","497603.729","106656.5197","1583935.491","745686.201","935000","1670000","109613.6374","1188286.196","1350000","1389637.717","123925.2074","995321.575","1419639.809","1960713","1710000","1290021.673","1560000","2030000","1712057.549","168511.5957","1913304.435","2199729.71","1230090.755","1460000","822069.884","833925.347","1220102.281","829513.503","175002.3483","1940535.795","71532.7219","99755.097","513094.0268","473000","1045669.657","924081.643","2026771.864","2280000","1423346.428","1526606.613"
"M727.445T1338.726","105769.826","82743.236","84048.08","106583.802","112795.406","101821.258","98150.495","94559.455","93488.527","98000","75804.753","35636.4826","122428.57","99805.163","95500","84300","49202.2743","97410.3606","98800","122088.407","27202.7704","104882.894","119018.712","126361.51","144000","123383.955","112000","126000","99119.882","21035.4078","105575.905","180208.149","128305.715","116000","123876.582","113725.469","124942.148","76109.267","25732.0639","118026.281","22796.4238","49992.314","29621.9353","69700","36350.4356","90138.964","104558.054","135000","110024.7362","125517.726"
"M593.489T1519.555","141023.456","153655.035","179615.298","248087.322","216593.241","181729.176","224800.204","191376.317","237931.975","181000","88700.193","55553.5382","160167.228","210762.226","270000","340000","61220.9955","289553.062","304000","270467.832","174244.6424","223750.634","269783.808","292397.216","325000","334071.582","294000","350000","340481.583","77802.3044","392095.442","343344.404","243779.902","320000","152496.996","217630.112","236463.227","209064.423","75171.259","447988.162","76290.8955","145910.5585","98050.345","129000","77030.647","206693.91","463427.81","378000","327578.4626","335060.928"
"M571.362T1440.098","126196.448","101939.266","95851.186","97336.943","147724.202","99858.288","94192.728","103773.101","124986.699","104000","83764.835","59407.9579","138189.483","121236.567","112000","189000","55464.216","149449.0581","148000","134039.473","66483.955","148584.291","126032.178","159160.597","163000","146877.174","139000","208000","140165.227","70454.1504","143597.346","239297.602","150998.717","172000","158689.462","128957.136","122208.649","113236.565","58037.6182","180577.366","55979.8234","78284.1199","84286.7001","103000","71038.1834","105301.524","132669.942","210000","235106.8714","154143.533"
"M646.461T1352.771","128207.276","134866.579","140378.509","198228.736","137564.764","147102.872","156749.497","122829.103","136248.05","146000","96228.724","38374.1338","192183.405","157024.394","141000","216000","36881.3682","183412.976","191000","178086.38","58015.2803","167438.146","215561.752","221094.565","243000","204311.574","179000","294000","207599.593","35297.2664","205275.865","247330.674","229628.918","239000","148143.191","176651.845","166907.769","135168.337","33032.5274","238087.456","65400.9268","56142.0152","41982.175","92500","45318.6163","143958.022","164952.018","250000","207250.7204","203743.195"
"M555.456T1423.317","117114.799","129776.619","136929.754","153720.07","139070.582","111252.964","148357.31","114187.492","123434.822","113000","100793.606","75032.9385","223296.921","128539.184","127000","211000","73584.2061","191475.0805","188000","173546.865","100838.2047","161034.961","208681.278","267357.283","231000","176685.909","198000","285000","170676.48","75655.4699","246479.412","310054.329","204378.044","210000","153565.997","154642.626","159046.12","143473.348","44771.6077","275043.073","67543.0362","73926.2938","91490.9111","82100","55985.292","167692.878","163129.615","305000","223846.2022","188974.125"
"M679.553T1406.451","84188.391","79977.966","104648.212","99153.181","166299.352","170116.235","204448.845","89599.378","65282.131","65000","75938.237","197970.4599","180610.521","134834.133","99100","156000","195267.6549","230978.2667","320000","281036.568","98236.4753","185798.46","106297.118","444515.913","518000","270285.794","295000","509000","320439.932","74876.3035","135335.398","840127.336","395255.422","291000","235217.545","284638.107","276731.117","156087.382","55739.0986","588990.968","55156.5161","65743.4194","57770.4814","77600","62948.8477","219914.795","209228.268","303000","310388.3959","182817.508"
