"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M874.349T992.353","-0.39324013","-1.32786340","-0.07600673","-0.23439941","-0.16489563","-0.12401601","-0.31554617"," 0.04702963","-0.01982231"," 0.46817884"," 0.02165084","-0.05095142"," 0.04565357"," 0.01732221"," 0.09198924","-0.72008157"," 0.08931343"," 0.39613321"," 0.01503474"," 0.05058712"," 0.53880244"," 0.11828595"," 0.58306361"," 0.38490298"," 0.06843717"," 0.19846489"," 0.29197291"
"M958.387T951.54","-0.73353492","-1.51952221","-0.26105274","-0.12840078","-0.03540925","-0.15440858","-0.19312958"," 0.18141693","-0.13003453"," 0.45244823","-0.23865577"," 0.01533384"," 0.07007064"," 0.23574034"," 0.17171991","-1.01964389"," 0.20497743"," 0.49491599"," 0.35833384","-0.11510614"," 0.45137507"," 0.16495623"," 0.40517629"," 0.48635838"," 0.32534311"," 0.10627456"," 0.40445761"
"M901.354T973.898","-0.2355433087","-1.2835296650","-0.3415589119","-0.1880529115"," 0.0327499152","-0.4583774711","-0.1599906765","-0.0505951295","-0.0975046263"," 0.7222220249"," 0.0671018345","-0.1209286693","-0.0430369245"," 0.0920856189"," 0.1326975833","-0.6562039594"," 0.1141741820"," 0.4804490765"," 0.3464790830"," 0.1221085214"," 0.4765120433"," 0.1267317499"," 0.4295044783"," 0.1721789942"," 0.0004576136"," 0.1342288308"," 0.1856407039"
"M919.363T957.42","-0.546569851","-1.125645042","-0.008666179","-0.162571688","-0.197036395","-0.441121720","-0.647463957"," 0.095290531","-0.067404177"," 0.340819647","-0.164062835"," 0.014206709"," 0.150174953"," 0.205988700","-0.054092457","-0.468638761"," 0.093941921"," 0.355827552"," 0.102802103"," 0.339549972"," 0.582198307","-0.016840305"," 0.458460452"," 0.257799807"," 0.287613371"," 0.310558568"," 0.304880771"
"M449.365T1540.699","-2.933522e-01","-2.555552e-01","-1.364967e-01","-6.744230e-02","-2.373918e-01","-2.250433e-01","-2.372635e-01","-2.543622e-01","-1.525805e-01","-2.166293e-01","-5.159162e-01"," 4.452988e-01","-8.298705e-02"," 1.408209e-01"," 1.868998e-01","-2.125600e-01"," 3.427910e-02","-4.536278e-05"," 1.720674e-01","-2.748213e-01","-8.451273e-02"," 6.835249e-01"," 4.902445e-01"," 7.611737e-01"," 5.506351e-02"," 5.588160e-02"," 2.217052e-01"
"M861.315T941.124","-0.701682821","-1.547498017","-0.336548066","-0.167489584"," 0.004828214","-0.249553649","-0.585474775"," 0.165097644"," 0.062558580"," 0.654689646"," 0.094624585","-0.061437788"," 0.053984108","-0.008916388"," 0.106795683","-0.703661724"," 0.109586100"," 0.534945113"," 0.151784448"," 0.125001043"," 0.552647219"," 0.164704549"," 0.589922311"," 0.471378487"," 0.177557815"," 0.154649553"," 0.187507715"
"M537.533T1295.888","-0.205645561"," 0.313186002","-0.082641815","-0.188537790"," 0.308004242"," 0.266460328"," 1.545178275"," 0.085485621"," 0.001317531"," 0.071687027","-0.012051870","-0.036020317","-0.059996152"," 0.768161864"," 0.081801908"," 0.905242654"," 0.806992759","-0.442015554"," 0.531991362","-0.062097675","-0.224930986","-0.575963257","-0.497805843","-2.014195502","-0.684593425","-0.202236814","-0.396777012"
"M903.354T957.42","-0.496905849","-1.136092617","-0.389406810","-0.405648838","-0.177601633","-0.347175909"," 0.239289167"," 0.164737973","-0.153656271"," 0.661275011","-0.057946450"," 0.062954323","-0.015426622"," 0.107338158","-0.054677714","-0.517164770"," 0.169960961"," 0.605985235"," 0.218628750","-0.108380993"," 0.568631564","-0.009273704"," 0.448996442"," 0.213332778"," 0.156787457"," 0.069213312"," 0.182227049"
"M576.484T1418.277","-0.63320164","-0.73062298","-0.30979587","-0.25429075","-0.14705109","-0.50859818"," 0.07132411","-0.30162716"," 0.61709219","-0.57820695","-1.16275187"," 0.34166507","-0.20572101"," 0.28083944"," 0.40278473","-0.12487663"," 0.11675826"," 0.17026549"," 0.43811660"," 0.31758720"," 0.08913577"," 0.33075297"," 0.35827750"," 0.46297793"," 0.57703034"," 0.12498384"," 0.25715268"
"M735.275T891.807","-0.12206769","-1.66834149","-0.26801106","-0.49085515"," 0.18849354"," 0.22232882"," 0.09299858","-0.08527671","-0.32377254"," 0.24066930"," 0.11626843","-0.14416479","-0.22745622"," 0.29064444"," 0.24879695","-0.16030895"," 0.06955978"," 0.25729746"," 0.10602155"," 0.09994725"," 0.50408722","-0.03107619"," 0.18501422"," 0.40053371"," 0.02904202"," 0.18165328"," 0.28797423"
"M530.218T901.604","-0.95125192","-1.34992044"," 0.08663690","-0.17299422","-0.12403049","-0.33531805","-0.48550746"," 0.03018322","-0.07968236"," 0.39204220","-0.56888584"," 0.31516099"," 0.11136551"," 0.23180438"," 0.11844343","-0.77338012"," 0.15554287"," 0.17924963"," 0.43401259"," 0.01941537"," 0.08875787"," 0.32449335"," 0.63448480"," 0.69451737"," 0.34794037"," 0.26986658"," 0.40705346"
"M903.341T917.809","-0.477983739","-1.144084960","-0.280152019","-0.460572087","-0.327479370","-0.363181745"," 0.428962856"," 0.174811456","-0.211593415"," 0.615759727","-0.039711011"," 0.062685765","-0.023242390"," 0.127090008","-0.073500391","-0.463373887"," 0.199699641"," 0.521240997"," 0.259657205","-0.075743171"," 0.617947763"," 0.000881079"," 0.440938390"," 0.139686144"," 0.159057767"," 0.122367160"," 0.069832229"
"M495.181T880.56","-0.225388793","-1.377533070","-0.394170208","-0.328558002","-0.049816605","-0.223366275"," 0.092654696"," 0.362229260"," 0.103562123"," 0.551851238","-0.062254346","-0.141472965","-0.411275518"," 0.225472553"," 0.101490799","-0.364244089","-0.011547617"," 0.458916234"," 0.004811809","-0.134285457"," 0.706881122","-0.117318631"," 0.089442376"," 0.472025039"," 0.268214726"," 0.111837870"," 0.291841732"
"M825.34T905.493","-0.660448970","-1.216644746","-0.076028488","-0.502516812","-0.272125830","-0.361361188","-0.440855468"," 0.128080709"," 0.118992870"," 0.573984860","-0.030871065","-0.165735094"," 0.207138972"," 0.114908982","-0.004823054","-0.840896220"," 0.119875158"," 0.819939636"," 0.295884699"," 0.113869872"," 0.556880982"," 0.101805891"," 0.782574737"," 0.138234530"," 0.075816074"," 0.179830774"," 0.244488188"
"M855.342T925.437","-0.54496362","-1.78722138","-0.21689680","-0.34943108","-0.07916998","-0.24529502","-0.05885332"," 0.09096547","-0.01041722"," 0.54209142"," 0.13374932","-0.10237928"," 0.05710944"," 0.25753337"," 0.16686141","-0.58259549"," 0.19053924"," 0.54321770"," 0.23331136","-0.08200943"," 0.59549870"," 0.14534488"," 0.43249010"," 0.43817595","-0.02734744"," 0.03200854"," 0.22768314"
"M806.333T841.952","-0.755345082","-1.251951565","-0.404535683","-0.631427954","-0.086520198","-0.282235710"," 0.830510840"," 0.002669987"," 0.045970725"," 0.505992409","-0.303538091","-0.104464559"," 0.010532703"," 0.293971768"," 0.090208370","-0.668588576"," 0.388345070"," 0.640446935"," 0.302944514","-0.129642898"," 0.582663511"," 0.065316919"," 0.502549373"," 0.102863634","-0.018138446"," 0.154652501"," 0.116749504"
"M950.358T940.951","-0.688932694","-1.319762752","-0.172494347","-0.174602530","-0.205385520","-0.299477803","-0.066685316","-0.178793869","-0.161623873"," 0.404608649"," 0.002193667"," 0.059922234","-0.130606138"," 0.031735218"," 0.132702413","-0.565014326"," 0.206000637"," 0.443086461"," 0.556334408","-0.002012788"," 0.422689989"," 0.128651661"," 0.493393429"," 0.359989964"," 0.136917906"," 0.198890640"," 0.388274681"
"M566.199T909.479","-0.217650878","-1.214455644","-0.665147280","-0.274867914"," 0.215583350","-0.387191408"," 0.043184714"," 0.189700592"," 0.071733123"," 0.508741995"," 0.058930618","-0.067704810","-0.144701746","-0.074887060"," 0.103349934","-0.349013881","-0.135954351"," 0.681179376","-0.098529548"," 0.273000667"," 0.874463465","-0.155095016"," 0.255967710"," 0.485073808","-0.009398144"," 0.006921760"," 0.026766567"
"M850.319T858.821","-0.74514421","-1.25063712","-0.52137266","-0.51557243","-0.09325531","-0.07364746"," 0.45319788"," 0.09877603","-0.05006838"," 0.75994782","-0.24895621"," 0.08768244","-0.01027946"," 0.22691541","-0.10045208","-0.50216210"," 0.34829037"," 0.57567081"," 0.07257787","-0.07591721"," 0.37463426","-0.24984712"," 0.56473360"," 0.21720824"," 0.15574503"," 0.24261582"," 0.25931618"
"M975.373T872.624","-0.492301490","-1.546162647","-0.362670480","-0.232009665","-0.131401959","-0.238459737"," 0.193593691"," 0.036328428","-0.020794869"," 0.471640891","-0.096410581"," 0.094238412","-0.009311667"," 0.107580898","-0.112592176","-0.567275934"," 0.201569423"," 0.478868183"," 0.309966813","-0.008060739"," 0.518679667"," 0.095411443"," 0.394990521"," 0.305642572"," 0.172862406"," 0.215220677"," 0.220857919"
"M908.359T973.898","-0.48943369","-0.97446980","-0.09821348","-0.25393872","-0.09116595","-0.34173303","-0.30420481","-0.01281384","-0.00512504"," 0.43026723","-0.24031980"," 0.01382208","-0.01250673"," 0.13620449"," 0.18053402","-0.87329971"," 0.10132746"," 0.41646783"," 0.10672275"," 0.21328791"," 0.53517475"," 0.17444507"," 0.58321697"," 0.43529907","-0.04786010"," 0.17255036"," 0.24576469"
"M886.334T992.353","-0.44304908","-1.19438540","-0.12040824","-0.14015681","-0.10072871","-0.24033874","-0.46420520","-0.16643966"," 0.19380091"," 0.53609589","-0.24218950"," 0.18479956"," 0.46972713","-0.15581592"," 0.17765046","-0.69472456"," 0.03275297"," 0.74195271"," 0.19978670"," 0.23101405"," 0.27601190"," 0.07545970"," 0.42076509"," 0.61502522","-0.19388753","-0.09280967"," 0.09429671"
"M932.854T973.898","-0.13048800","-0.82076143"," 0.10841747","-0.26987713"," 0.18933133","-0.20531036","-0.20156339","-0.04526617","-0.21551357"," 0.33517950","-0.08317285","-0.27961230","-0.23274667"," 0.05087236","-0.12095499","-0.60768209","-0.21317893"," 0.16120852"," 0.07343406"," 0.40270690"," 0.56200079","-0.42634666"," 0.53778912"," 0.42671239"," 0.30930486"," 0.40469517"," 0.29082208"
"M850.324T910.27","-0.581072643","-1.349669606","-0.426410639","-0.113368168","-0.096386183","-0.360836020","-0.641091500"," 0.242024841","-0.019592254"," 0.529410864","-0.171580004"," 0.127090697","-0.008276394","-0.043787035","-0.030292335","-0.508520071"," 0.254742683"," 0.576393005"," 0.077820788"," 0.215389700"," 0.463499849","-0.067070107"," 0.664812867"," 0.407288690"," 0.064479232"," 0.394868439"," 0.400131304"
"M1001.365T875.234","-0.74931654","-0.66734078","-0.14890456","-0.29930706","-0.07584216","-0.13814445","-0.21970359"," 0.15720095","-0.11245556"," 0.61102028","-0.26324249"," 0.28018314"," 0.02749457"," 0.11717350"," 0.04418203","-0.37171533"," 0.08395509"," 0.39058307"," 0.29112971","-0.06062136"," 0.44975743","-0.36672944"," 0.35049443"," 0.13174021"," 0.22068982"," 0.11256981"," 0.20514926"
"M481.203T929.492","-0.718525895","-1.182649739","-0.313705820","-0.300406708","-0.352123921","-0.389394596"," 0.015516794"," 0.248955331"," 0.183464546"," 0.197368005","-0.243343852"," 0.053071075","-0.154951990","-0.006897096","-0.189188290","-0.597901541"," 0.283647632"," 0.744901680"," 0.121889503"," 0.566146147"," 0.311721941","-0.216347565"," 0.502338712"," 0.318634049"," 0.346713174"," 0.500304924"," 0.270763500"
"M675.452T1372.394","-0.33131092","-0.23679517"," 0.18687255","-0.01310841","-0.14116808","-0.29116522","-0.54431598","-0.38676553"," 0.19950536","-0.15968470","-0.79032488"," 0.28997857"," 0.03565166"," 0.05463706"," 0.10059614"," 0.07668061"," 0.26169568"," 0.07899193"," 0.27498060"," 0.10358721","-0.43541844"," 0.20343680"," 0.18609157"," 0.32447855"," 0.53565660"," 0.24933540"," 0.16788104"
"M958.38T975.822","-0.73834595","-1.58192695","-0.33761287","-0.07632233","-0.01166907","-0.23328431"," 0.22658574"," 0.16084696","-0.16937547"," 0.42352975","-0.31575033"," 0.02810827"," 0.02680607"," 0.19057489"," 0.11451284","-0.94799996"," 0.31561499"," 0.53237171"," 0.42960425","-0.13479698"," 0.46353558"," 0.10605197"," 0.38837156"," 0.42862029"," 0.24183122"," 0.10256592"," 0.36755222"
"M1017.397T924.482","-0.556048241","-1.181897549","-0.107998682","-0.439620366","-0.163495621","-0.395933574","-0.234638067","-0.279775536"," 0.215288643"," 0.315286995"," 0.097657134"," 0.034002037","-0.020516121"," 0.151466547","-0.009409743","-0.498408904"," 0.062890018"," 0.359086693"," 0.156779318"," 0.158576667"," 0.633648222","-0.023725557"," 0.457330813"," 0.536585983"," 0.141101046"," 0.326237891"," 0.265529953"
"M806.336T927.31","-0.72734237","-1.32487032","-0.35000315","-0.44774215","-0.10285921","-0.40066059"," 0.04423323"," 0.16279581"," 0.08938102"," 0.61890039","-0.30565766","-0.10208552"," 0.01321417"," 0.18846931"," 0.14535206","-0.99991880"," 0.13496694"," 0.77821275"," 0.31702529","-0.01965124"," 0.64152604"," 0.09970786"," 0.67199945"," 0.32036732"," 0.14591473"," 0.20923700"," 0.19948764"
"M985.395T851.401","-0.7340725252","-1.2943872953","-0.2151501417","-0.6542370581"," 0.1543452259","-0.2290594379"," 0.3055080788"," 0.1769389504"," 0.0575720280"," 0.8358784771","-0.2203642266","-0.2640211648","-0.2002012110"," 0.2382120469"," 0.1705820864","-0.3174863368"," 0.2334358585"," 0.5570854484"," 0.0463257744","-0.5205170600"," 0.4242461975","-0.0782051574"," 0.4027157687"," 0.3779364681"," 0.3028138220"," 0.0004814785"," 0.4436239049"
"M621.419T1456.849","-0.44261248","-0.67066735","-0.36396003","-0.14826485","-0.01984061"," 0.04017558","-0.32044287","-0.37865607","-0.25178657","-0.23711212","-0.64465216"," 0.19679501","-0.03615047"," 0.05564250"," 0.25995455","-0.08238010"," 0.31377264"," 0.20617541"," 0.47834949","-0.34729345"," 0.01281231"," 0.62808604"," 0.41052424"," 0.33519379"," 0.77130981"," 0.11000425"," 0.12502353"
"M980.373T973.898","-0.264209445","-1.762925295","-0.205386037","-0.338856444","-0.114636082","-0.283576762","-0.245928007"," 0.122507443"," 0.105879491"," 0.600520168","-0.097039935"," 0.270480656"," 0.090455337","-0.252390424"," 0.158200160","-0.418204102","-0.274635013"," 0.607790283"," 0.256702976","-0.096679626"," 0.832312715","-0.003829352"," 0.303812215"," 0.541631671","-0.213329467"," 0.378795932"," 0.302536944"
"M541.47T1540.699","-0.43742615","-0.44908038","-0.01059126","-0.10549106","-0.52134300","-0.35004200"," 0.14051102","-0.20101259"," 0.16093740","-0.50352154","-0.55807615"," 0.56923856","-0.12358449","-0.13228617","-0.14890385","-0.41825520"," 0.09745019"," 0.03954102"," 0.33717034"," 0.50948508","-0.06280844"," 0.47240529"," 0.73109969"," 0.31564124"," 0.35945949"," 0.15572558"," 0.13375739"
"M898.347T1006.792","-0.382874606","-1.277059841","-0.006786254","-0.119363081","-0.114938694","-0.256496452","-0.332240921"," 0.023307617","-0.129001900"," 0.382261057","-0.027684473"," 0.107745656"," 0.072044708"," 0.003328863"," 0.161030796","-0.526040396","-0.051360504"," 0.379896521"," 0.023121829"," 0.072282128"," 0.399914545","-0.006913562"," 0.496801650"," 0.504551248"," 0.168297838"," 0.185998582"," 0.250177647"
"M930.353T957.42","-0.325442397","-1.457899337","-0.280600246","-0.296118381","-0.119307898","-0.151805158"," 0.276900671"," 0.143392554"," 0.023515028"," 0.687352270"," 0.009638784"," 0.062707649","-0.339158288"," 0.184350119"," 0.076011703","-0.551489202","-0.132099451"," 0.481107931"," 0.388510792","-0.028627302"," 0.512996673","-0.222025059"," 0.418978777"," 0.384538991"," 0.034216730"," 0.081285624"," 0.139068424"
"M495.298T1036.333"," 0.445324212","-0.875158053"," 0.350435030","-0.005153758"," 0.199505781"," 0.102126927","-0.408197522","-0.127581076","-0.018681610"," 0.894593844"," 0.759652974","-0.081650723","-0.073568466"," 0.046820459"," 0.326308257"," 0.574726467"," 0.546208918","-0.016673559"," 0.285148224","-0.232079237"," 0.102666824","-0.968608984","-0.537490113","-0.001402727","-0.333595098","-0.198698641","-0.754978351"
"M367.15T410.425","-0.49305311","-0.81919569","-0.19621194","-0.60581388"," 0.20976820","-0.14597229"," 0.35490536"," 0.75389003"," 0.22463304"," 0.52919701"," 0.19075516","-0.47258234"," 0.07384748","-0.03954544"," 0.07299258","-0.44996296"," 0.10345417"," 0.69249900"," 0.99158427","-0.20259974"," 0.88984934","-0.83133173"," 0.04995460","-0.63271664","-0.15834204"," 0.25108083","-0.34108327"
"M551.201T893.689","-0.276734343","-1.132934102","-0.324943767","-0.153352929","-0.242311913","-0.247363672","-0.423561854"," 0.225495695"," 0.179416276"," 0.771974199"," 0.046330358","-0.341087028","-0.032428347"," 0.018603085"," 0.043883406","-0.574658696","-0.039835103"," 0.695944738","-0.101930000"," 0.003642408"," 0.846480895"," 0.007204778"," 0.488987740"," 0.242548356"," 0.160506766"," 0.024500941"," 0.135622111"
"M861.313T812.644","-0.7850838143","-1.4907803075","-0.2534976087","-0.4388725410","-0.0193046614","-0.2828137407"," 0.6789921223"," 0.0545854007"," 0.0276022265"," 0.5597433450","-0.0478566118","-0.2737286304","-0.0861573321"," 0.2138245666","-0.0008241207","-0.4392214864"," 0.2216332722"," 0.6543137278"," 0.2355465495"," 0.0313559776"," 0.5665194121"," 0.0655759173"," 0.4718801647"," 0.1289961649"," 0.0685548862"," 0.0760331789"," 0.0629839427"
"M804.315T943.327","-0.735891108","-1.366709255","-0.238069613","-0.346332350","-0.004637787","-0.247909338"," 0.123929646"," 0.090252926","-0.031590622"," 0.513582179","-0.288296281"," 0.077375565","-0.025438574"," 0.171803678"," 0.002031991","-0.746835584"," 0.227714209"," 0.581659955"," 0.161368023"," 0.123994161"," 0.382536128"," 0.023684038"," 0.496264137"," 0.494443415"," 0.196475490"," 0.133506125"," 0.231088848"
"M991.383T954.894","-0.13102023","-1.64976755","-0.74023244","-0.64467838"," 0.26381783","-0.31139205","-0.45550369"," 0.56155780"," 0.31505503"," 0.92468783"," 0.23800395","-0.20563528","-0.33758100"," 0.36487865"," 0.33520317","-0.51830705","-0.07434137"," 0.63926688"," 0.06344574","-0.16069003"," 1.01550530","-0.14191600"," 0.22314350"," 0.35043715"," 0.07356817","-0.02361294"," 0.02610700"
"M649.243T924.482","-0.361640294","-1.241255383","-0.087957596","-0.084865727","-0.154456397","-0.014856710","-0.205556466"," 0.048368614","-0.007992172"," 0.296363005"," 0.023868458","-0.097650678"," 0.155751257"," 0.038240177","-0.012546083","-0.221234014"," 0.155820449"," 0.348385629"," 0.164621737"," 0.144714308"," 0.381957328","-0.184514193"," 0.345978425"," 0.210448125"," 0.137932890"," 0.103498838"," 0.118576474"
"M897.335T957.42","-0.495860361","-1.399653378","-0.143170296","-0.374298901","-0.184820567","-0.287272639"," 0.105357525","-0.107859041"," 0.008846398"," 0.473838782"," 0.043099588"," 0.014700599"," 0.075756655"," 0.117212904","-0.020502916","-0.430870424"," 0.186545745"," 0.456132033"," 0.197522643"," 0.188662738"," 0.353085832"," 0.170619729"," 0.561068468"," 0.251941549"," 0.122208407"," 0.031981182"," 0.085727745"
"M617.489T1624.961","-0.43843577","-0.61171358","-0.07850520","-0.01959661","-0.21553263","-0.17805971","-0.91193443","-0.20743041"," 0.38567463","-0.61591236","-0.92204358"," 0.60379447","-0.08024032"," 0.39441114"," 0.19466260","-0.54504978","-0.12969927"," 0.07473569"," 0.18591698"," 0.48004096"," 0.19901549"," 0.39907754"," 0.45820180"," 0.86492004"," 0.31280334"," 0.10468080"," 0.29621818"
"M866.357T1023.188","-0.54175420","-1.63604945","-0.06209583","-0.25527820","-0.12610193","-0.28667284"," 0.33106679"," 0.01271602","-0.11179575"," 0.31619420","-0.21853946"," 0.12713150"," 0.13902250"," 0.26787373"," 0.17909571","-0.65234892"," 0.16693791"," 0.31088905"," 0.34012203","-0.01382116"," 0.34872269"," 0.03785589"," 0.35269911"," 0.52832754"," 0.13147620"," 0.03312052"," 0.28120638"
"M819.302T866.333","-0.68370616","-1.34059578","-0.41201031","-0.29022988","-0.08001951","-0.26064736"," 0.14081400"," 0.34597705"," 0.06930558"," 0.74311279","-0.07985248","-0.08770557","-0.08173381"," 0.14903748","-0.05220635","-0.48312524"," 0.10444069"," 1.07981475"," 0.02629822","-0.10463638"," 0.93612378","-0.23846034"," 0.57234747"," 0.10587813","-0.08828269"," 0.04114611","-0.03108417"
"M595.491T1621.712","-0.666343427","-0.026400363","-0.043770504"," 0.080481350","-0.050405939","-0.616702987","-0.570256748","-0.173812552"," 0.016092985","-0.268224283","-0.342132713"," 0.313109495"," 0.161610101"," 0.098614017"," 0.135108393"," 0.006674533","-0.085594681","-0.022265740"," 0.293286113"," 0.174050836","-0.237411405"," 0.224864747"," 0.358446683"," 0.859294445"," 0.138986504"," 0.169721837"," 0.072979304"
"M942.381T940.951","-0.24278314","-1.29218179","-0.34262015","-0.64370601"," 0.37207959","-0.18092658","-0.26592236"," 0.07481670","-0.28096230"," 1.11035556"," 0.61987421","-0.03294823","-0.13305215"," 0.29868900"," 0.23350401","-0.62897609","-0.03649150"," 0.45733875"," 0.27891767","-0.25653200"," 0.78002124"," 0.08490590","-0.01666749"," 0.32945292","-0.12746113","-0.18213625"," 0.02341164"
"M768.289T941.124","-0.880966516","-1.154452184","-0.210002922","-0.190818095"," 0.001302141","-0.368312671"," 0.376245212"," 0.081976870","-0.301363203"," 0.301024296","-0.427766544","-0.026757083"," 0.208963322"," 0.012505122"," 0.204592576","-0.400490435"," 0.294535989"," 0.540960879"," 0.218044930"," 0.080698376"," 0.598801784","-0.335473162"," 0.317256502"," 0.467512394"," 0.366154063"," 0.139724436"," 0.086103921"
"M850.319T935.639","-0.696860848","-1.377410553","-0.394960627","-0.164964498","-0.017842121","-0.296515813","-0.276261488"," 0.199613646","-0.062551752"," 0.595173599","-0.105069988"," 0.083315487","-0.010787191"," 0.004456523","-0.121429633","-0.574859656"," 0.195644111"," 0.551445372"," 0.174585357"," 0.175590619"," 0.560474660","-0.115172473"," 0.599254001"," 0.424346133"," 0.101945441"," 0.249948314"," 0.298893374"
"M1049.412T957.42","-0.624543962","-1.205485362","-0.158610673","-0.116262615","-0.408228829","-0.284979857","-0.371155602"," 0.079230461"," 0.009590039"," 0.478123041","-0.240694358","-0.211287649","-0.162135351","-0.218380894"," 0.071790684","-0.686119905"," 0.314384718"," 0.624010544"," 0.261745239"," 0.094829613"," 0.437688284"," 0.335215727"," 0.554126780"," 0.477107730"," 0.422062539"," 0.291070878"," 0.236908780"
"M827.321T940.951","-0.387315448","-1.429099231","-0.290483833","-0.458185215","-0.157557999","-0.410050113","-0.414681870"," 0.519908958"," 0.493928136"," 0.960237661"," 0.149329241","-0.088769496","-0.112786630"," 0.132818761","-0.016311507","-0.988866366","-0.353421162"," 1.217781466","-0.100097323"," 0.115414049"," 1.124443198","-0.154084945"," 0.791228524","-0.028701234","-0.076050337","-0.004936945","-0.033690339"
"M828.315T926.75","-0.46708982","-1.81165736","-0.25537181","-0.24413283","-0.21098324","-0.13977226","-0.31951392"," 0.29234256"," 0.06113071"," 0.55721138","-0.11481726"," 0.02007426","-0.22852446"," 0.18542745"," 0.11562750","-0.79486920","-0.09112076"," 0.80759833"," 0.04329024"," 0.17619377"," 0.74497872"," 0.16499823"," 0.52762688"," 0.26621656"," 0.10872181"," 0.37214514"," 0.23426939"
"M535.409T1440.116","-0.46995664","-0.49901310"," 0.10439561"," 0.10767665","-0.23109123","-0.53785293","-0.10455303","-0.09447970"," 0.11827947","-0.29817644","-0.45052280"," 0.42463022","-0.02659709","-0.13088357"," 0.08936237","-0.46467852","-0.32326483"," 0.13784460"," 0.03171961","-0.23773261"," 0.04901662"," 0.43260637"," 0.81016819"," 0.60781760"," 0.35999208"," 0.41722921"," 0.17806389"
"M902.349T917.809","-0.430953734","-1.354936307","-0.277231390","-0.179049372","-0.092137877","-0.159838317"," 0.460628503"," 0.073049867","-0.049857666"," 0.592838098"," 0.011675133","-0.039849371"," 0.002997801"," 0.201413540","-0.075318108","-0.660555866"," 0.157481419"," 0.330259936"," 0.179334712","-0.022419238"," 0.502688190","-0.123934722"," 0.340102321","-0.016029019"," 0.274030684"," 0.251890307"," 0.103720476"
"M806.333T872.624","-0.713624582","-1.229794493","-0.442020083","-0.501864136","-0.043046178","-0.264365843"," 0.498717031","-0.044793498"," 0.089823454"," 0.635412996","-0.254837159","-0.068605073"," 0.004575678"," 0.179638447"," 0.129860197","-0.963186557"," 0.273556751"," 0.763362494"," 0.310686458","-0.222429556"," 0.691179807"," 0.096804578"," 0.483479142"," 0.131660240"," 0.063454701"," 0.235872983"," 0.160482200"
"M507.18T901.88","-0.5760323596","-1.4064609489","-0.2192616946","-0.4577058155"," 0.0421938810","-0.1127250825"," 0.1957487054"," 0.2914296134"," 0.1242589605"," 0.2236327356","-0.0386461647","-0.0923499845","-0.0584630821"," 0.3337838633"," 0.1464515569","-0.7304743257"," 0.1366014887"," 0.2014415172"," 0.1808985335"," 0.0005636045"," 0.5947976139"," 0.0496491882"," 0.5400242174"," 0.2765447678"," 0.0064589657"," 0.2290443155"," 0.1185959296"
"M798.337T946.991","-0.311595936","-1.443445702","-0.473230175","-0.263915912","-0.037566600","-0.358241956"," 0.071617273","-0.146766975","-0.066030194"," 0.502338941","-0.078704089","-0.207855194"," 0.087762453"," 0.290529311"," 0.288827560","-0.438488416"," 0.110517608"," 0.449476614"," 0.600069782","-0.183267430"," 0.599551543"," 0.001432105"," 0.422816543"," 0.374526574"," 0.005747776"," 0.068210281"," 0.135684215"
"M511.168T833.583","-0.696218259","-1.098194795","-0.356370377","-0.339881639"," 0.086353205","-0.043267160","-0.168087122"," 0.454493952"," 0.091005284"," 0.620996253"," 0.206929536","-0.280073339","-0.167852510"," 0.304080599"," 0.171351941","-0.622678790"," 0.005298215"," 0.311843224","-0.035981985","-0.059690638"," 0.528575675","-0.052163873"," 0.431201760"," 0.514923337","-0.013107629"," 0.123439982"," 0.083075155"
"M718.279T900.968","-0.331612396","-1.732178084","-0.321097748","-0.311057885"," 0.037320387"," 0.001068708","-0.121810173"," 0.010195041","-0.111562270"," 0.698608528","-0.152634711","-0.130515559","-0.029226011"," 0.311148578"," 0.205698517","-0.478992369","-0.033892003"," 0.679230275"," 0.325798686","-0.250856855"," 0.631992664"," 0.092802319"," 0.438026473"," 0.383508980"," 0.212218568","-0.072588284"," 0.050406624"
"M565.21T891.79","-0.03822799","-1.20572214","-0.46867692","-0.62825937"," 0.08662302","-0.41550073","-0.15141341"," 0.35170746"," 0.27841569"," 0.62814463","-0.03327363","-0.30576264","-0.24148471"," 0.14734307"," 0.19844393","-0.46596594"," 0.04793086"," 0.52467811","-0.13553526"," 0.13594822"," 0.97319957","-0.02791950"," 0.35657235"," 0.19344242"," 0.02870374"," 0.11047986"," 0.05610931"
