"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M649.479T1423.325","-0.66233960","-0.46081854","-0.51486851","-0.08604964","-0.32675279","-0.25703947","-0.16023354","-0.58345870","-0.31781391","-0.73376911","-0.73397714"," 0.34889148","-0.36519217","-0.11194310"," 0.38977553","-0.07615690"," 0.27776184"," 0.54378619"," 0.45988975"," 0.19050251"," 0.32908946"," 0.57533068"," 0.47855612"," 0.63901888"," 0.70727921"," 0.13694974"," 0.31358175"
"M727.445T1338.726","-0.07714908","-0.37418075","-0.33079304","-0.06003828"," 0.05831249","-0.09446658","-0.06560879","-0.25534390","-0.20785034","-0.19670166","-0.51926883"," 0.17097159","-0.13029116","-0.13795785","-0.40939569","-0.03394248"," 0.18120232"," 0.20485100"," 0.47684004"," 0.24232710"," 0.02779343"," 0.19795976","-0.06097460"," 0.12082248"," 0.82756533"," 0.28865338"," 0.15666412"
"M593.489T1519.555","-0.61607903","-0.46716667","-0.28086171"," 0.01020913","-0.11566125","-0.30738685","-0.01162336","-0.28592315"," 0.00105712","-0.34404796","-1.08154041","-0.45647893","-0.14813290"," 0.16774224"," 0.36167069","-0.06683075"," 0.15649894"," 0.19642577"," 0.36679671"," 0.39674825"," 0.20655991"," 0.39267217"," 0.43827996"," 0.65651032"," 0.43532393"," 0.04023089"," 0.35500695"
"M571.362T1440.098","-0.10573202","-0.31727858","-0.37990943","-0.43583229"," 0.12975484","-0.37323349","-0.37663286","-0.36522261","-0.07029073","-0.35855890","-0.58105595"," 0.03398287","-0.12783313","-0.17968105"," 0.42468911"," 0.15247011","-0.03961851"," 0.20422357"," 0.29804869"," 0.16332056"," 0.03441183"," 0.54710108"," 0.12711439"," 0.23172447"," 0.80249310"," 0.18801132"," 0.37353363"
"M646.461T1352.771","-0.443485042","-0.317820896","-0.251159077"," 0.108564264","-0.323396381","-0.237323547","-0.087453894","-0.504398829","-0.320425276","-0.283535552","-0.752245971"," 0.087173882","-0.159916932","-0.246115564"," 0.221280085","-0.061657594"," 0.275375672"," 0.251621433"," 0.431790294"," 0.213488507","-0.009037445"," 0.607551415"," 0.257031196"," 0.314432571"," 0.463147180"," 0.349544368"," 0.416971134"
"M555.456T1423.317","-0.45143436","-0.27729983","-0.20095915","-0.13578216","-0.22585347","-0.47976508","-0.08625832","-0.48687295","-0.34872588","-0.49542776","-0.57617701"," 0.30780238","-0.31854346","-0.28763868"," 0.23137756","-0.04438053"," 0.27036128"," 0.50345750"," 0.39209829"," 0.08471970"," 0.16378235"," 0.57471443"," 0.06649728"," 0.55261651"," 0.73754234"," 0.24170748"," 0.28844154"
"M679.553T1406.451","-0.59922188","-0.60072098","-0.38073210","-0.46869008","-0.04828985","-0.02942899"," 0.15758526","-0.55499792","-0.76876013","-0.80317865","-0.64759392"," 0.01024218","-0.21369988","-0.42356435","-0.11196284"," 0.04746641","-0.37618481"," 0.70597589"," 0.86357793"," 0.35559893"," 0.38887587"," 0.81038858"," 0.50304147","-0.12525565"," 1.24670345"," 0.64557643"," 0.41724962"
"M547.402T1437.709","-0.22138712","-0.11695240","-0.15182992"," 0.17986530","-0.24205093","-0.13902203","-0.18691604","-0.43499007","-0.13218240","-0.48850607","-0.21745859"," 0.28681723","-0.10632201","-0.20114988"," 0.17170740","-0.19801106","-0.57435926"," 0.34613029"," 0.33900878","-0.04619238"," 0.06208005"," 0.52884632"," 0.20785878"," 0.31360076"," 0.79631554"," 0.07963794"," 0.14546177"
"M590.446T1338.898","-0.77020831","-0.03033309"," 0.07620467","-0.12206912","-0.38017302","-0.07476801"," 0.50570490","-0.27529215","-0.14537253","-0.66130409","-0.48078135","-0.00338260"," 0.11884562","-0.21440001"," 0.03633400","-0.39552146"," 0.26775186"," 0.38589048"," 0.37031229"," 0.13174889","-0.07525306"," 0.17697583"," 0.28636237"," 0.34537333"," 0.38330331"," 0.20453704"," 0.33951419"
"M647.463T1423.013","-0.66233703","-0.71843905","-0.46587510"," 0.03612341","-0.13436305","-0.33700458"," 0.09413531","-0.60231682","-0.30731042","-0.52362807","-1.24577592"," 0.23044918","-0.30673900","-0.31039563"," 0.37164911"," 0.01792809"," 0.33891431"," 0.38733022"," 0.62005069"," 0.24536797"," 0.14596931"," 0.68740680"," 0.49639146"," 0.54613193"," 0.78747401"," 0.20516927"," 0.40369361"
"M613.48T1389.147"," 0.16174910"," 0.08767652"," 0.59709342"," 0.29611721"," 0.29673844"," 0.25280470"," 0.04991940","-0.10585666","-0.30915270","-0.04375056","-1.40555428"," 0.14627553","-0.18889036"," 0.36789949"," 0.17987437","-0.27206836"," 0.28364376","-0.36850494","-0.25825894"," 0.16853212","-0.02708362"," 0.11739264","-0.24490942","-0.39697198","-0.08686930"," 0.40646862"," 0.29568580"
"M645.457T1372.456","-0.398347325","-0.589494240","-0.228981337","-0.028044708","-0.031842878","-0.236344175","-0.001156211","-0.523433630","-0.270185642","-0.288156412","-0.566832809","-0.006654687","-0.329668189","-0.308498727"," 0.215511115","-0.023812435"," 0.313628359"," 0.305504016"," 0.421884431"," 0.149015417","-0.022943427"," 0.692940182"," 0.299029738"," 0.291331502"," 0.676970822"," 0.143724667"," 0.344856580"
"M668.506T1440.08","-0.26558652","-0.58675270","-0.19406275"," 0.15405450","-0.01861817","-0.42051795"," 0.06028354","-0.33510375","-1.21034066","-0.34122652","-1.10216606"," 0.31899347","-0.11199103","-0.40015547"," 0.13137815","-0.04578880"," 0.46154753"," 0.33263957"," 0.52778387"," 0.16537567"," 0.14199739"," 0.59395040"," 0.40066159"," 0.53176632"," 0.59297534"," 0.16556202"," 0.45334105"
"M668.509T1456.373","-0.33937891","-0.34674079","-0.03429838"," 0.08906477","-0.10389250","-0.24965609","-0.25488956","-0.35550357","-1.33898987","-0.17875278","-1.08331235"," 0.30770396","-0.03883603","-0.34809650"," 0.14117948","-0.11587983"," 0.17411641"," 0.31323914"," 0.54656141"," 0.18024613"," 0.11638354"," 0.53158621"," 0.49619331"," 0.57300720"," 0.63747446"," 0.18352867"," 0.49794248"
"M645.449T1440.08","-0.4055197199","-0.5900255393","-0.1729950620"," 0.0004147255","-0.0632505336","-0.2637997334","-0.1304400920","-0.6107633637","-0.3521489755","-0.2637301541","-0.5794161165"," 0.1846355116","-0.3567181631","-0.3186601340"," 0.2259970578","-0.0148631381"," 0.3240222411"," 0.2374179807"," 0.4062793294"," 0.2307753276","-0.0862215841"," 0.7226358113"," 0.3232730039"," 0.2795000185"," 0.6958865800"," 0.2477136967"," 0.3300010254"
"M618.492T1624.789","-0.60337419","-0.53049873","-0.23048413","-0.09048616","-0.09685552","-0.36172229","-0.65725442","-0.17552872"," 0.13171987","-0.49374352","-0.96905918"," 0.58463211","-0.09093971"," 0.24354420"," 0.27794056","-0.41143464"," 0.03390673"," 0.17552348"," 0.18241340"," 0.39665378"," 0.12810472"," 0.41743737"," 0.35833558"," 0.82585593"," 0.44059319"," 0.15996403"," 0.35475623"
"M590.444T1439.586","-0.66731976","-0.04073228"," 0.09815625"," 0.01373254","-0.39473368","-0.12811665"," 0.18006975","-0.18275235","-0.16694736","-0.67944293","-0.37607606"," 0.04285151"," 0.10855624","-0.19966704"," 0.12112810","-0.37454286"," 0.22187601"," 0.39293468"," 0.21941217"," 0.13669121","-0.27670097"," 0.18380700"," 0.37170804"," 0.40666579"," 0.38341325"," 0.23122756"," 0.37480184"
"M558.473T1423.364","-0.58658720"," 0.40779515","-0.18141465"," 0.01364213","-0.33572569","-0.45571196","-0.66058803","-0.29363483"," 0.18361119","-0.73024478","-1.00833141"," 0.28950058"," 0.15406682","-0.35451303"," 0.43045185","-0.20430520"," 0.13764009"," 0.31056098"," 0.72710802"," 0.46052489"," 0.14113186"," 0.12992322"," 0.44817754","-0.03558365"," 0.54165684"," 0.30333668"," 0.16751259"
"M631.469T1456.902","-0.61665257","-0.61909364","-0.32976517"," 0.11257056","-0.14059737","-0.21611125","-0.96798393","-0.56664553","-0.20648997","-0.47228125","-1.10162175"," 0.32837822","-0.21379829","-0.09803579"," 0.55468490"," 0.04397625"," 0.35959019"," 0.33273750"," 0.54010033"," 0.18597204"," 0.10640997"," 0.57118229"," 0.46457120"," 0.68194288"," 0.65044851"," 0.20552019"," 0.41099149"
"M660.517T1313.696","-0.68776895","-0.54329319","-0.57415510","-0.45949438","-0.12626671","-0.22985312"," 0.41888181","-0.25478279","-0.45220532","-0.59499894","-0.54429551"," 0.03664395","-0.36198929","-0.16421925"," 0.22039487","-0.03137913"," 0.30574092"," 0.55504907"," 0.54682897"," 0.09071027"," 0.21367399"," 0.81767057"," 0.61220595"," 0.38482437"," 0.62940227"," 0.04199866"," 0.15067603"
"M680.472T1423.013","-0.36016264","-0.51646043","-0.24798024","-0.12471031","-0.14677206","-0.21526773"," 0.11408625","-0.42220878","-0.51602459","-0.46680572","-0.61652791","-0.17155871","-0.33690025","-0.32079214","-0.09878193","-0.12199514"," 0.15778318"," 0.47755084"," 0.53936047","-0.06754727"," 0.20568133"," 0.53119634"," 0.27445080"," 1.27948343"," 0.76718653"," 0.30235946"," 0.10135720"
"M664.46T1406.422","-0.272625865","-0.486926982","-0.385758075","-0.241267169","-0.096162335","-0.144104388","-0.251506400","-0.376419919","-0.426599338","-0.280683471","-0.384926331","-0.041873847","-0.483588316","-0.117571908"," 0.009048681"," 0.075115677"," 0.167333598"," 0.294193364"," 0.285570148"," 0.072750301"," 0.117051270"," 0.371930135"," 0.113735884"," 1.587636927"," 0.647869197"," 0.066037656"," 0.181741505"
"M607.446T1439.489","-0.318968192","-0.452102108","-0.362661858","-0.083394402","-0.249547564","-0.120150227"," 0.413867885","-0.500713665","-0.123408945","-0.379439091","-0.888923930"," 0.324608553","-0.154356428","-0.002929805"," 0.339431973","-0.192176748"," 0.387521816"," 0.244707538"," 0.279555125","-0.154973411","-0.049414633"," 0.099104506"," 0.349037371"," 0.460670736"," 0.817732239"," 0.166937061"," 0.149986204"
"M650.482T1423.013","-0.37851853","-0.42075523","-0.49850701","-0.10893971","-0.10320316","-0.25835954","-0.24700441","-0.56850143","-0.55644480","-0.43862811","-0.94738799"," 0.31625171","-0.39422319","-0.19042306"," 0.35998059","-0.09726524"," 0.33442382"," 0.46955521"," 0.46676721"," 0.21132183"," 0.33504074"," 0.53922584"," 0.45178731"," 0.58202873"," 0.72305175"," 0.12057870"," 0.29814797"
"M592.477T1456.705","-0.460331998","-0.439572706","-0.589393810"," 0.003962807","-0.137486881","-0.419269097","-0.050886647","-0.298918548","-0.197093969","-0.533974392","-1.199518276"," 0.333245586","-0.305068342","-0.198372566"," 0.383187361","-0.144541801"," 0.233817361"," 0.306191189"," 0.487398945"," 0.186100667"," 0.190453684"," 0.629559932"," 0.462753414"," 0.634063125"," 0.698235338"," 0.067453511"," 0.358006114"
"M646.454T1406.122","-0.44433576","-0.37246198","-0.18510511"," 0.06301207","-0.06720480","-0.18583567","-0.38371742","-0.56349969","-0.29493344","-0.29531328","-0.72517138"," 0.13083381","-0.15804687","-0.20744455","-0.11613740","-0.04564804"," 0.45237401"," 0.27008675"," 0.43123907"," 0.25487055"," 0.02146300"," 0.66577609"," 0.18062179"," 0.34885800"," 0.52006039"," 0.35394712"," 0.35171275"
"M555.368T1312.999","-0.41420776","-0.09493831","-0.37940933","-0.36064124","-0.14842076","-0.55170973"," 0.55670975","-0.59586519","-0.37561069","-0.44947335","-0.82553465"," 0.11036035","-0.38448234","-0.22858036"," 0.22999936"," 0.04508498"," 0.47320411"," 0.63029241"," 0.52980410"," 0.18178923"," 0.08522569"," 0.31605516"," 0.30711246"," 0.29553451"," 0.55181862"," 0.11507787"," 0.38080509"
"M629.464T1456.367","-0.16152911","-0.38018915","-0.22038913","-0.09619705","-0.02219564","-0.29841061"," 0.08393970","-0.61583077","-0.04130843","-0.29274370","-0.88629039"," 0.17981617","-0.25381682","-0.11752417"," 0.35019247","-0.04475007"," 0.05955110"," 0.13178884"," 0.20793155"," 0.21933813","-0.06050884"," 0.53578175"," 0.31344873"," 0.57562954"," 0.42248752"," 0.12378541"," 0.28799297"
"M565.397T1373.252","-0.516226208","-0.413222158","-0.368128390"," 0.138661085"," 0.030261124","-0.410248517"," 0.207198962","-0.449350935","-0.497919523","-0.603368257","-0.628091238"," 0.304494040","-0.263130311","-0.245897545","-0.007226934","-0.209073781"," 0.082182329"," 0.188982129"," 0.341807867","-0.117798488"," 0.066028673"," 0.678660333"," 0.047130555"," 1.455546589"," 0.554269309"," 0.031117202"," 0.603342089"
"M571.45T1291.55","-0.32909704","-0.22182650","-0.09850401","-0.05711515","-0.43620556"," 0.01731029"," 0.61225170","-0.17819923","-0.22992214","-0.67148808","-0.72107597","-0.05343771","-0.35307500","-0.19912827"," 0.25452231","-0.08730803"," 0.28988196"," 0.26004166"," 0.35368088"," 0.42463353"," 0.12807839"," 0.27829426"," 0.11132090","-0.11280621"," 0.65501566"," 0.33730371"," 0.02685367"
"M729.452T1207.169","-0.01230377","-0.50471511","-0.26751245","-0.09851971","-0.06665429","-0.33782017"," 0.47116403","-0.71901197","-0.44775014","-0.28617766","-0.72426508","-0.00929860","-0.16744456","-0.41893161","-0.16735831"," 0.41985565"," 0.34247391"," 0.69054700"," 0.57346284"," 0.27061442","-0.01096086"," 0.21054424","-0.18290001"," 0.23276145"," 0.69175654"," 0.20046896"," 0.31797526"
"M555.454T1439.586","-0.46449862","-0.26268764","-0.19089740","-0.12695041","-0.26143290","-0.51876257"," 0.04121586","-0.48676178","-0.34034187","-0.51390943","-0.65842197"," 0.26927081","-0.28231192","-0.30786408"," 0.22141483","-0.02362194"," 0.25297021"," 0.53477034"," 0.39323707"," 0.12763470"," 0.17402420"," 0.63034396"," 0.46437899"," 0.50701318"," 0.24275399"," 0.27791057"," 0.30152384"
"M592.477T1439.652","-0.48736813","-0.42547204","-0.57565323"," 0.01898769","-0.15655092","-0.40504438"," 0.07143584","-0.31867222","-0.21368974","-0.55930430","-1.18841627"," 0.34997897","-0.31866374","-0.18336361"," 0.38330373","-0.13089131"," 0.24857324"," 0.25150181"," 0.38805309"," 0.17982627"," 0.18608634"," 0.65366494"," 0.47990689"," 0.66940615"," 0.69464823"," 0.08300779"," 0.30470891"
"M889.305T842.452","-0.91202733","-0.80516470"," 0.01169779","-0.06592608","-0.22199912"," 0.06138897","-0.11847973"," 0.26486861"," 0.05566484"," 0.59360010"," 0.19486344","-0.10915697"," 0.02206344"," 0.44768935","-0.02875253","-0.71174188"," 0.04279761"," 0.55534901"," 0.26892365"," 0.19841554"," 0.35528437","-0.26642840"," 0.14279270","-0.42253948"," 0.19107081"," 0.13367948"," 0.12206651"
"M555.365T1404.858","-0.53318027","-0.20605694","-0.24007211","-0.21965182","-0.09811707","-0.47092863"," 0.24818283","-0.56575659","-0.30391341","-0.46512090","-0.61437447"," 0.23849319","-0.29759100","-0.35575891"," 0.23853509","-0.16140076"," 0.11691395"," 0.55606254"," 0.42909643","-0.04706165"," 0.14120215"," 0.58391408"," 0.44165810"," 0.43790020"," 0.75375546"," 0.10988944"," 0.28338107"
"M713.458T1120.063","-0.36630898","-0.50419139","-0.34599330","-0.29651360"," 0.01010458","-0.34590505"," 0.13982381","-0.52829892","-0.33970579","-0.21947407","-0.59694442","-0.14321826","-0.31022662","-0.35301421","-0.05413538"," 1.81528275"," 0.05986498"," 0.53360169"," 0.64035015"," 0.05695165"," 0.06980302"," 0.16671851","-0.27619054"," 0.22971978"," 0.46655407"," 0.06815834"," 0.42318718"
"M438.207T1136.982"," 0.32743030","-0.19287093","-0.31284822"," 0.01269039","-0.09030984","-0.30652206","-0.26067868"," 0.81364229"," 0.77478419"," 0.61975360"," 0.82497088","-0.08524282","-0.33391552","-0.16279696","-0.22930618"," 0.16214512","-0.22426778"," 0.45297382","-0.26785399","-0.10721114"," 0.62609391","-0.42257766","-0.15152302","-0.08789479","-0.60565140","-0.44619695","-0.32681654"
"M607.448T1423.334","-0.28857197","-0.38339563","-0.29622587","-0.02693167","-0.23087471","-0.92215732"," 0.45973281","-0.44839764","-0.13756854","-0.33811605","-0.76101593"," 0.34074465","-0.14899537","-0.02870391"," 0.39353848","-0.13596641"," 0.38505779"," 0.04746167"," 0.42133981","-0.11006514","-0.05036301"," 0.39744602"," 0.37167244"," 0.43201343"," 0.70425945"," 0.17442796"," 0.17965466"
"M577.494T1463.866","-0.42662863","-0.71235080","-0.29809903","-0.15965726","-0.27376220","-0.43119053"," 0.17735280","-0.10167399"," 0.03265491","-0.33473724","-1.03285689"," 0.33990881","-0.31528064"," 0.51244913"," 0.48640684","-0.05963623"," 0.14006567"," 0.05466441"," 0.11101469"," 0.41736042","-0.04352844"," 0.28875014"," 0.27129502"," 0.59065478"," 0.31346683"," 0.03368618"," 0.41967125"
"M967.385T975.822","-0.6173654352","-1.2962904094","-0.2847074204","-0.2191912482","-0.1393040063","-0.4573080654","-0.0875124514","-0.0577860064","-0.3010381958"," 0.3467705951","-0.1392978849"," 0.1349198034"," 0.0090935211"," 0.0013848804"," 0.0230014787","-0.8052311335"," 0.2781818936"," 0.5027541272"," 0.7189572966"," 0.0007662384"," 0.4871793189"," 0.1125728820"," 0.5315324704"," 0.4204389743"," 0.3688336003"," 0.1284549486"," 0.3401902280"
"M659.432T1373.551","-0.017792245","-0.130589808"," 0.026674791"," 0.018513648","-0.028021198","-0.158915912","-0.283171854","-0.303610931","-0.400376814","-0.082670917","-1.017778976"," 0.165036613"," 0.062721345","-0.365701595"," 0.006357814","-0.052021665"," 0.112360656"," 0.055276860"," 0.233456459"," 0.310246920","-0.279740584"," 0.439825397"," 0.414205599","-0.060958780"," 0.506086400"," 0.418198654"," 0.412390123"
"M513.307T1059.952"," 0.34804822","-0.24049962"," 0.58277643","-0.08670908"," 0.08410282"," 0.06546057","-0.54180496","-0.40774780","-0.62028108"," 0.46918416"," 0.49827029","-0.02998811"," 0.38112266"," 0.18890539"," 0.14205833"," 0.34554117"," 0.34620739","-0.38473943"," 0.19304833"," 0.34971181","-0.34748202","-1.09852871","-0.70964123","-0.36466581"," 0.06666806"," 0.53968416"," 0.23129807"
"M565.403T1389.183","-0.499314924","-0.330601014","-0.325477429"," 0.157223934"," 0.034209812","-0.395781731"," 0.171188952","-0.452550765","-0.574113974","-0.590275491","-0.621032666"," 0.351910034","-0.275219243","-0.279459148","-0.010437375","-0.205554020"," 0.056279078"," 0.174956819"," 0.303892421","-0.035646273"," 0.029703989"," 0.659016160"," 0.048062803"," 1.511950676"," 0.494513934","-0.009544336"," 0.612099777"
"M639.422T1384.421","-0.31578098","-0.74575026","-0.39285525","-0.24239344","-0.07106639","-0.43559096"," 0.20988085","-0.29309409","-0.29196731","-0.33260661","-0.83603538"," 0.13828739","-0.12550725","-0.40356984"," 0.26715219","-0.06732348"," 0.22946674"," 0.57642917"," 0.36050330","-0.04627095"," 0.14341016"," 0.53868100"," 0.51707997"," 0.50371964"," 0.59864883"," 0.16833168"," 0.34822124"
"M571.455T1406.584","-0.370285513","-0.213019894"," 0.006307040"," 0.065164065","-0.164957027","-0.008008718"," 0.160490051","-0.464963191","-0.231144255","-0.630696202","-0.625375618","-0.058532484","-0.304113082","-0.129711628"," 0.256542403","-0.116070054"," 0.193436292"," 0.080552930"," 0.344151867"," 0.222691061","-0.006650096"," 0.399215068"," 0.130869643"," 0.263970469"," 0.740017619"," 0.306150230"," 0.153969026"
"M787.311T955.77","-0.58036059","-0.84667078","-0.20725940","-0.21240622","-0.15800490","-0.46832096","-0.36574286"," 0.06225531","-0.04595635"," 0.32006642","-0.24395448"," 0.10638522"," 0.08397353"," 0.21691114"," 0.15586039","-0.88177227"," 0.14658766"," 0.50007863"," 0.20213896"," 0.15504384"," 0.48740621","-0.12681444"," 0.70354355"," 0.33666490"," 0.21484504"," 0.15870518"," 0.28679726"
