"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"M567.431T1440.116",-0.01037,0.021786,-0.0065591,-0.035823,0.015019,0.0038345,-0.026856,0.0028638,-0.011052,0.010618,0.0061808,0.0086183,0.00053111,0.019846,0.024298,0.011908,-0.0061274,-0.014547,-0.0016875,0.022511,0.022299,0.040489,0.0085066,-0.0091982,-0.015756,-0.021746,0.0099012,-0.019248,0.020546,-0.012874,0.007025,-0.0063235,-0.0017561,0.011196,0.036172,0.020023,-0.02008,0.02679,-0.0222,0.039847,0.0025844,-0.0090842,-0.00068514,-0.007206,-0.0018152,-0.0038388,-0.051693,-0.01276,-0.008404,0.0061939
"M934.562T1254.627",-0.040585,-0.0075132,-0.014,0.050857,0.0075578,0.0051914,-0.0094907,-0.014517,-0.0059162,-0.0019806,0.013869,-0.03329,-0.0040832,-0.040021,0.0073733,0.015169,-0.023619,-0.029447,-0.011642,0.014406,0.022939,0.0084948,-4.9282e-05,0.0060835,0.0095153,-0.0052669,-0.0055947,-0.0066582,-0.011349,-0.011032,0.020219,-0.0088344,0.0075712,0.0089123,-5.785e-06,0.013215,-0.0021676,-0.0096862,-0.021775,-0.0047047,-0.010988,-0.00022935,0.0013347,-0.0041189,0.0034641,-0.010633,-0.00011639,-0.014116,-0.0060546,0.0032654
"M1008.558T1238.755",-0.03498,0.0058591,-0.0033863,0.028608,0.016039,0.0021367,0.012,0.0034047,-0.010577,0.051982,-0.051662,0.018035,0.0032212,-0.00079438,0.028418,0.010964,-0.031447,0.0020498,0.003764,0.013491,0.024982,-0.0078183,0.0054982,-0.016038,-0.021546,-0.011134,0.0062855,-0.0013467,-0.0077237,0.00655,0.0062003,0.0079512,0.010549,0.0054656,-0.011368,-0.012333,-0.0078611,-0.010233,0.0052377,0.0084717,0.015595,0.0056734,0.0062903,0.0042315,0.00063016,0.0088373,-0.021292,-0.01634,-0.010096,0.00085716
"M349.197T1405.871",-0.015965,-0.0077313,0.00156,0.0014933,0.0095399,-0.0025851,0.0085908,-0.023496,0.010123,-0.014173,-0.012995,-0.0043233,-0.01159,0.0080524,-0.0057798,-0.018132,-0.014999,-0.0042638,-0.012937,0.013293,0.0046903,0.0082047,-0.029773,6.5249e-06,-0.013452,0.0034629,-0.00048747,-0.014271,0.0077653,0.0086889,-0.0032966,0.0095505,-0.0004871,-0.0051058,-0.037576,0.015545,0.014066,-0.005612,-0.016603,-0.016748,0.015492,0.016223,-0.0006708,-0.0029514,0.0018751,0.0011656,-0.0093733,-0.00071074,-0.0061449,-0.00083776
"M841.471T1389.363",-0.021969,0.002142,-0.035253,0.023639,0.019098,-0.0020577,0.011399,-0.0024631,-0.030785,0.017087,0.013138,-0.016002,0.0040236,-0.018173,0.014029,0.0097261,-0.011279,-0.020071,0.017292,0.0070546,0.0093086,-0.013413,-0.0182,-0.0080595,-0.0036137,-0.0091748,-0.017174,0.0061049,0.011423,-0.011684,0.011594,0.0082365,-0.014861,-0.0013178,0.0026743,-0.0017514,0.0052909,0.0095553,0.010964,0.009866,-0.0039501,0.012634,0.0021405,-0.010936,0.0080391,0.01949,-0.004051,-0.0052573,-0.00062875,0.0044115
"M655.418T1389.36",-0.023781,0.00023014,-0.0081859,-0.010315,0.018013,0.0056615,0.0010563,-0.0096268,-0.009702,-0.021846,-0.022905,0.011885,-0.0077892,-0.025582,0.00031534,-0.018734,0.0036048,-0.0050287,-0.014234,-0.0069893,-0.021054,0.024742,-0.0063912,0.0015651,0.0068661,0.0094192,0.0089153,-0.014873,0.0045144,-0.016703,7.6116e-05,0.0082785,-0.0023072,-0.019981,0.01504,-0.021751,-0.012157,-0.004733,-0.008234,0.0011054,0.0058185,0.0069042,-0.019428,0.013207,-0.0019587,-0.0075703,-0.0057607,-0.0011282,0.021611,0.0021336
"M947.38T990.311",-0.026322,0.00044187,-0.0056164,-0.021589,-0.012413,-0.0024294,-0.0023026,0.0061592,0.0032221,0.0043418,0.011902,0.010071,0.012146,0.0056762,-0.001586,-0.040032,0.0098058,0.0009914,-0.010343,-0.012442,0.0040391,-0.010964,0.0090012,0.018496,0.0097559,0.014898,-0.0084257,0.0034175,0.0063759,-0.0068811,-0.017715,0.00018929,-0.0047818,-0.00063646,-0.0014588,-0.0064994,0.0059434,-0.029497,-0.0013573,-0.0025711,-0.0098321,0.0099926,-0.0029657,-0.0043927,0.018327,0.00015997,0.0017699,0.0013517,-0.0037835,0.0020806
"M575.479T1473.048",-0.027189,0.014747,-0.0088485,-0.016086,0.017291,-0.0037073,0.015148,-0.0030763,-0.029217,-0.027062,-0.044633,0.011291,0.037595,-0.0028562,-0.0048241,0.034943,0.043344,0.0056152,0.0046873,0.0040177,0.0096627,0.013737,-0.017756,0.017226,-0.0068579,-0.026701,0.011829,0.0098955,-0.034769,-0.040985,0.0030282,0.026107,-0.012099,-0.001297,0.019318,0.0048238,-0.0036687,-0.0048995,0.023563,-0.0070867,-0.018678,-0.015959,-0.0037725,-0.0058597,-0.00072032,-0.0098713,-0.0029625,0.01353,-0.021193,-0.001864
"M988.382T919.58",-0.031222,0.0028003,-0.002954,-0.017713,-0.029556,0.0028842,-0.0011356,0.020639,-0.022199,0.021597,-0.02887,0.0087745,0.049886,0.039465,0.00052335,-0.025759,0.011338,0.012549,-0.0028312,0.01174,-0.0040068,-0.0029403,0.022475,0.0098762,-0.011052,0.0036949,0.0088364,-0.019272,0.0036914,-0.0034824,-0.026314,-0.011087,-0.0046787,-0.012093,-0.0074685,-0.0053755,0.00034303,-0.0046806,0.0030837,0.021929,0.0081483,-0.011367,0.035981,-0.0054409,0.0021998,-0.025567,-0.0065171,-0.0087878,0.0019328,0.0099544
"M556.199T909.479",-0.033506,-0.0070092,-0.0015215,-0.0071713,-0.012756,-0.0048809,0.0066715,0.0049135,0.0073307,0.0081441,-0.024004,-0.006981,0.00386,-0.0075566,-0.0043639,-0.0091861,0.0029875,0.00018237,-0.01203,-0.0025775,-0.00094691,-0.0080911,0.0091303,-0.011929,0.012583,0.0047341,0.013722,0.0042308,0.0022305,0.0078154,-0.0046443,0.0054603,0.01232,-0.014676,-0.011361,0.0018247,-0.012831,0.0079616,0.013045,0.0028812,0.010782,0.00014949,0.0023885,-0.00054819,0.007267,0.00851,-0.017657,-0.010398,-0.0086084,3.5696e-05
"M861.497T1170",-0.035525,-0.0113,0.0053941,0.03268,0.035347,0.0069749,-0.0038359,0.02481,-0.0043047,-0.012021,0.0063865,-0.062361,-0.014601,-0.007365,0.022781,-0.044084,0.022444,-0.010779,0.00045488,-0.010082,-0.0023859,-0.012849,-0.0054633,-0.0069389,-0.0015753,0.013882,0.0020655,-0.00029339,0.0019019,-0.011699,-0.019483,0.0072257,-0.0038244,-0.0011541,0.0051262,-0.0092761,0.0028121,-0.0032336,-0.005464,-0.001047,-0.0093776,-0.01187,-0.017626,0.0010969,0.0089091,-0.0090371,-0.0059197,-0.001305,-0.0086376,0.019036
"M1006.55T1130.872",-0.029721,-0.0046106,0.0065241,0.018606,0.017475,0.0060882,0.01258,0.010451,-0.010643,0.02457,-0.0079949,0.0041505,0.0014754,-0.011944,0.013323,0.0012949,-0.0022352,-0.018361,0.011296,-0.014211,0.026823,-0.004063,-0.0063028,-0.014806,0.0012141,0.0095872,-0.00099297,-0.0035374,0.0095596,0.0046194,0.002596,0.0085587,-0.00047647,0.010315,-0.0011077,-0.0020853,-0.0014089,-0.00068933,-0.001899,-0.00067742,0.00084817,0.012276,0.00021627,0.016778,-0.011926,0.010051,0.024021,-0.0030835,0.0027364,0.0060606
"M875.328T942.609",-0.027471,-0.0029259,-0.0021789,-0.019599,-0.023663,0.0042544,0.0036293,-0.0038176,-0.0058866,0.01145,0.0099227,0.0059536,-0.013214,0.011642,-0.0027592,0.0029,-0.0060269,0.0043878,0.011267,0.0083003,2.2182e-05,0.0046993,-0.0040868,0.001552,0.0041436,-0.020455,-0.0051194,-0.0036733,0.023414,0.0021457,0.0071575,0.0099021,0.0046999,-0.0097018,-0.0072872,0.0059006,-0.0060695,0.0083044,-0.0050996,-0.015922,-0.0036612,0.0065016,-0.01781,0.0094447,-0.0021426,0.020426,-0.0066251,0.0075565,0.00099555,0.0017951
"M520.268T1356.47",-0.019731,-0.00668,0.00014792,0.035341,-0.0067294,0.0022572,-0.0071386,-0.011457,0.020203,-0.017218,0.0018338,0.0068144,-0.032042,-0.0059659,-0.012788,-0.021737,-0.017232,0.023549,-0.019449,0.035195,-0.01521,-0.0061744,0.0089448,-0.0083503,-0.0096308,0.029425,0.011345,-0.016597,-0.0096263,-0.015422,0.011364,-0.011135,0.038786,0.026316,-0.0076285,-0.00026243,0.02856,0.0018078,6.1972e-05,0.0057827,-0.013822,0.00069997,0.019675,0.011316,-0.017907,-0.012054,-0.021889,0.0057439,0.035082,-0.0060645
"M883.336T936.403",-0.024179,-0.0061416,-0.00093381,-0.013036,-0.017728,0.0071067,-0.00082627,-0.0095731,0.011308,-0.00079536,0.010258,0.0042808,0.00059925,-0.017219,-0.00068215,-0.0043413,0.01417,-0.0032433,-0.0057816,0.015319,0.0026419,-0.0039691,-0.0055174,-0.0028804,-0.012074,-0.0047605,-0.0012798,0.0046116,-0.0020934,-0.0030615,-0.0057471,0.0089529,0.012901,-0.01151,-0.0099892,-0.0067763,0.0049323,-0.0094469,-0.0055757,-0.0075375,-0.0083245,0.012057,-0.028637,-0.010942,0.0062066,-0.011868,0.0023731,-0.0089495,-0.021848,0.0043287
"M993.57T1306.532",-0.03435,0.007938,-0.0021612,0.022846,0.025754,0.016922,-0.0062521,-0.0014939,-0.019898,0.020021,0.014655,0.010879,0.0098643,0.011134,0.019387,0.011832,-0.0055686,0.00069401,0.0057981,-0.0023539,-0.0036205,0.0062111,-0.0041449,0.0018847,-0.0043417,-0.0068116,0.0068533,-0.0027225,0.0013002,-0.010637,0.026016,-0.012302,-0.0053076,-0.0016562,0.012169,0.014469,-0.010943,-0.0012029,0.00032083,0.0038081,0.015054,0.0030456,0.0033552,0.0004246,0.00065784,-0.0032318,0.00020961,-0.012578,-0.009307,-0.0040058
"M575.481T1540.694",-0.027174,0.015049,-0.0087753,-0.016092,0.017382,-0.0033158,0.015832,-0.0030305,-0.029113,-0.026643,-0.044365,0.010306,0.037301,-0.0019971,-0.0049355,0.034854,0.043164,0.0056817,0.004732,0.0040501,0.0094828,0.013691,-0.017045,0.01708,-0.0070212,-0.026338,0.011807,0.010617,-0.035257,-0.038952,0.0033295,0.025191,-0.01318,-0.0021761,0.018266,0.0029416,-0.004533,-0.0032539,0.024189,-0.0063181,-0.016397,-0.01673,-0.0039558,-0.0062777,0.0019603,-0.010319,-0.0015969,0.016475,-0.019092,0.00065701
"M1103.343T817.469",-0.016912,-0.015879,0.0081481,-0.0023177,-0.010178,-0.014907,0.014421,-0.0142,0.034023,-0.0015854,0.0039739,-0.0273,-0.012602,0.030981,-0.0077052,0.0089592,-0.016836,0.018746,0.025407,0.027571,0.023814,0.0020161,0.0034415,-0.0069943,0.0088143,0.0078808,-0.0039337,0.019445,-0.017037,0.035798,-0.011376,-0.012262,-0.030175,-0.023893,0.035048,0.014697,0.04067,-0.016335,-0.013612,-0.0031203,0.020319,0.0035124,-0.021215,0.02317,-0.020122,-0.0084921,-0.011841,-0.020932,0.018872,-0.00081249
"M673.286T985.123",-0.02723,-0.0025426,0.007788,0.003786,-0.01416,0.0068185,-0.007817,0.013069,0.0035891,0.0014737,0.0044942,0.013297,0.0027252,-0.0033241,0.0034239,-0.020058,-0.006287,0.028484,-0.014498,-0.0073151,-0.0016617,-0.0061176,0.0037415,0.0091663,0.007209,0.0029503,-0.0045237,-0.012911,0.026373,0.02086,-0.020784,0.015782,-0.01277,0.015899,-0.0016275,0.035926,0.0041596,-0.01005,0.023762,-0.0059879,-0.01653,0.0049727,-0.0049275,0.048108,-0.00064581,-0.0078345,-0.02526,0.0027699,0.0043907,0.0096512
"M841.489T1146.934",-0.028302,-0.008182,0.00021167,0.023621,0.031081,0.0017713,0.0071005,0.012086,-0.0023607,0.0005708,0.027895,0.0046002,-0.029736,0.012928,-0.018011,-0.0013308,0.01851,-0.021968,0.0047646,-0.0053378,-0.013748,-0.0074646,-0.0058784,0.0091755,0.021257,0.010354,-0.0058465,0.0061909,0.0087421,-0.010531,0.0021562,0.0071355,-0.00038371,0.0012867,-0.019425,0.0060316,0.00048043,0.0027162,0.0095023,-0.011965,-0.019096,0.017987,-0.0013676,0.009182,0.0030354,-0.0015056,0.0039673,0.0036446,0.0028832,-0.00055341
"M1097.411T857.905",-0.029404,-0.010795,0.0031734,-0.019251,-0.01163,0.011103,0.0074553,-0.015558,0.014559,-0.0014636,0.013098,0.0041302,0.011466,-0.04086,-0.0088216,-0.022726,0.043679,-0.01812,0.019534,0.0061794,0.015123,0.039296,-0.014346,-0.0075827,-0.0059122,0.017854,0.010096,0.0005586,0.016198,-0.022715,0.021407,-0.016981,-0.0096926,-0.039334,-0.0088683,0.013289,-0.0030658,0.018245,-0.015281,0.016004,-0.012208,-0.017563,-0.0036145,-0.0045245,0.0016481,0.0084823,0.010835,0.034335,0.016543,0.0016302
"M603.41T1440.081",-0.0085952,0.0096276,-0.014378,-0.0090359,0.0090677,1.0543e-05,-0.0052623,-0.012958,-0.0032781,-0.0089325,-0.033306,0.033259,-0.03144,0.037751,0.018428,-0.0060542,-0.00040686,-0.040752,0.025104,0.0040237,-0.0082575,-0.032817,-0.0058569,0.028631,-0.033536,-0.023628,-0.007315,-0.00048734,0.021042,0.043015,-0.0064091,-0.047638,-0.0031013,0.019691,-0.026055,-0.015575,0.0051194,-0.007266,-0.010159,0.031297,-0.044865,0.010176,0.013744,-0.0051425,-0.043133,0.028463,-0.034794,0.026295,-0.0061739,-0.0011479
"M862.498T1168.702",-0.033295,0.003188,0.0093678,0.030555,0.032592,0.0098214,0.0023928,0.037549,-0.0066006,0.013719,-0.021595,0.059155,-0.0048746,0.018645,-0.0020884,-0.024997,0.025259,0.027724,0.0071746,-0.017629,-0.021554,-0.010327,-0.012131,0.0085172,-0.0050663,0.012154,0.00296,-0.011249,-0.0051348,-0.0044761,-0.028838,-0.011433,0.019524,-0.0034161,0.0076924,0.0026484,-0.003051,-0.015009,0.0077499,0.007747,0.010868,-0.016426,-0.011252,0.022006,0.0081633,-0.012493,-0.015008,-0.0049323,0.0091735,-0.0027141
"M863.511T1188.313",-0.0343,-0.002465,-0.0059721,0.037952,0.033551,-0.0010323,0.013387,0.011458,-0.0077992,0.0068294,0.014305,0.016989,-0.011595,-0.025524,-0.0032797,0.0024641,-0.011955,0.011298,0.0059229,-0.01303,-0.013692,-0.013549,-0.010662,0.00061575,0.010256,0.0063636,-0.0075523,-0.0041128,0.0044371,0.002496,-0.0081622,0.006744,0.00871,0.0068607,-0.0020866,-0.00025246,0.0040998,0.0023986,0.0031833,-0.0053689,-0.0096631,-0.0039126,0.0042147,0.0037201,0.0015163,0.0033734,-0.0066695,0.0057433,-0.002176,-0.0023592
"M684.476T1302.601",-0.021227,-0.011091,0.018245,-0.00049419,0.0098932,-0.021512,-0.0015184,0.012079,0.0091494,-0.0070458,-0.033843,-0.021449,-0.0032114,-0.0031816,0.00067746,0.0096874,-0.047381,-0.0018853,-0.012312,0.00051323,-0.0054836,-0.012792,-0.011074,-0.012127,-0.0012785,0.012121,-0.0012015,0.010485,0.0051946,0.016923,0.01017,0.0191,0.0014987,-0.011263,-0.0004518,-0.016611,-0.001398,-0.0021076,0.024445,-0.015984,-0.013019,0.0020878,0.00030852,0.0026745,0.003165,0.014591,-0.0082966,-0.0081925,0.0053882,-0.00103
"M870.346T973.898",-0.024778,-0.0057459,1.0262e-05,-0.020421,-0.01792,0.0037512,-0.00025903,-0.0056067,0.0010609,0.004429,0.0070535,-0.013042,0.021318,-0.0034019,-0.002385,0.00057308,0.0085796,-0.0066992,0.0013438,0.0076571,0.017476,0.0088953,-0.0050864,0.011344,-0.0165,0.012549,0.0012361,0.0069315,0.0099604,-0.0052553,0.015406,0.009358,0.0071218,-0.0066248,-0.00065796,-0.0060178,0.027056,0.020104,0.010492,0.0039911,0.013647,-0.010811,-0.001227,-0.0011917,0.0049989,0.0086965,-0.004265,0.0085664,-0.0075033,0.0034835
"M827.326T866.333",-0.031105,-0.0066167,0.0073276,-0.023851,-0.049097,0.0028856,0.020468,0.02416,-0.011912,0.017801,-0.034529,0.029493,0.034007,0.031456,-0.026571,-0.0068332,0.020345,0.030943,-0.0067523,0.023243,-0.0033389,0.023589,-0.018623,-0.0098914,0.0038119,0.010586,-0.032134,0.0062731,0.014366,0.010919,-0.030399,0.0094498,-0.022398,-0.0069443,-0.0074384,0.0028124,0.0073085,0.0081613,0.0070953,-0.0041632,0.012624,0.0011044,0.0058712,0.0059565,0.0054143,0.0071768,-0.013394,0.043029,0.0076193,-0.0039013
"M632.473T1456.772",-0.024035,0.0084132,-0.022954,-0.014677,0.014807,-0.013715,-0.0020753,-0.0072931,-0.0042113,-0.0052796,-0.042133,-0.0020482,-0.0055144,-0.013497,0.028781,0.022083,-0.0078027,-0.0049789,0.026244,0.003401,0.022371,0.01852,-0.0013494,0.018847,0.0061576,-0.0059659,-0.0067787,-0.015197,-0.012359,-0.015789,-0.0045324,0.016487,0.015135,0.0016345,0.028431,0.019086,0.00060556,-0.0062679,0.010038,-0.014263,-0.026991,-0.0064027,0.0076813,0.004751,-0.003866,-0.0027683,0.0085145,0.0013254,0.002297,0.0065449
"M871.347T798.136",-0.028952,-0.022659,0.012783,-0.01353,-0.050776,0.01886,-0.0027475,0.018199,-0.0021131,-0.0066513,0.013006,-0.005577,0.010851,0.029694,0.024173,0.012414,0.024801,0.0023934,0.016847,-0.005477,0.02103,0.00065876,-0.0033821,0.0018266,-0.0030998,-0.013319,-0.017684,0.00079067,0.012702,0.022765,0.0090335,0.00053838,0.0034732,-0.0086287,0.0016077,0.010321,0.0063358,0.0026665,0.0044291,-0.010673,-0.0094368,0.030097,9.7938e-06,0.029063,-0.0021995,0.011571,0.003869,-0.030087,0.0091034,0.005784
"M331.187T1104.601",-0.028067,-0.0087913,0.021681,0.0079598,-0.012286,0.020835,0.0053039,-0.00020069,0.0035378,-0.013742,-0.0093559,0.0045023,-0.00040203,0.016511,-0.021485,-0.017978,-0.023236,-0.00070554,-0.011301,0.015756,-0.0089071,0.013915,0.010499,0.014706,-0.015278,0.00765,0.016281,-0.0023872,-0.014983,-0.027615,0.018677,-0.0012846,0.0033183,-0.011114,0.014517,-0.028639,-0.00050666,-0.0036758,-0.0025666,0.01248,-0.0020713,-0.029474,-0.010021,0.0068646,-0.00043915,0.0050868,0.018856,-0.0075948,0.00099524,-0.0053307
"M983.38T881.272",-0.032117,-0.0040479,0.015461,-0.020114,-0.022483,-0.010505,0.0062008,0.012365,0.0050632,0.0024039,-0.030605,0.023761,0.047381,0.029697,-0.044454,0.0070598,0.027122,-0.002465,5.7885e-06,-0.0024023,-0.0091238,-0.0013178,0.031654,0.010225,0.0061554,-0.0057964,0.0055803,0.0059812,-0.0059777,-0.00038292,-0.023435,0.0079332,-0.0098961,0.0042303,-0.014802,-0.015715,-0.013796,-0.0042285,0.0034518,-0.0048225,0.019096,0.0022487,0.0020639,-0.032851,0.016126,0.022925,0.020627,0.01426,-0.0066565,-0.015932
"M1095.412T857.905",-0.029788,0.0028589,0.010293,-0.014013,-0.012918,-0.019756,0.013432,0.038232,0.024391,0.0081529,-0.052092,0.020459,-0.0049521,0.051789,0.000143,0.015277,0.0053035,0.040922,-0.0026118,0.015451,0.012288,-0.0091641,0.00053263,-0.014415,-0.0057268,-0.0027296,0.0054497,-0.021674,0.01574,-0.0061902,-0.0024685,0.034882,0.012594,0.018314,0.012949,-0.031642,0.007749,-0.0054481,-0.030822,-0.0055848,0.0047565,0.012889,-0.049013,0.0065976,0.0082503,-0.0041812,-0.00099066,-0.036721,-0.0032445,0.013473
"M303.178T1312.999",-0.0078428,-0.0022647,0.0040778,-0.00067255,0.017896,-0.00052828,0.0047657,-0.017162,0.03355,-0.028229,0.012693,-0.0056035,0.0042435,0.016802,-0.0012574,-0.03053,-0.038005,0.0088423,0.010343,0.032165,0.0033622,0.024669,-0.035972,-0.045181,-0.033906,0.0026577,0.0029231,-0.0017189,-0.0092134,0.019436,-0.001005,0.023409,-0.0010345,0.015412,-0.02238,0.0009514,0.017046,-0.017973,0.0024469,0.011313,-0.0037488,0.034625,0.0083328,0.0034209,0.020609,-0.014214,0.0081928,0.015368,0.0020949,-0.0033446
"M1005.66T1302.601",-0.030327,0.017984,0.0037836,-0.0055721,0.02152,0.0012946,0.011391,0.010348,-0.024295,-0.040775,0.013564,0.010149,-0.016363,0.037885,-0.018337,0.039879,-0.022009,0.024567,-0.0080408,0.025955,-0.057669,0.02015,0.015343,-0.037921,0.029796,0.01262,0.00043163,-0.0024752,0.016135,0.008798,0.059107,-0.00015799,-0.020439,0.0086171,0.018378,0.0015035,-0.021737,0.029606,0.050516,0.0036855,0.012055,-0.003059,0.0090944,0.00054134,-0.011166,0.013167,-0.046666,0.016724,-0.014334,-0.0097392
"M549.424T1386.472",-0.01656,0.0047692,-0.021235,-0.032858,0.0095413,-0.010464,0.0016763,-0.024332,-0.0055467,-0.010908,-0.019597,0.02162,-0.019694,-0.011145,0.0066046,0.016776,0.018078,-0.0094178,-0.010732,-0.007449,-0.0092524,-0.0044467,-0.0113,0.019903,-0.012142,-0.0052142,-0.0051443,-0.011594,0.0030477,0.0072813,-0.017775,0.00057747,0.0031135,-0.0082092,0.0011034,0.0018002,0.0014222,-0.0085757,0.0023388,-0.010149,-0.0089213,0.0033709,0.0021991,-0.003605,-0.01202,-0.022303,0.002813,-0.00050391,-0.0059278,-0.0045782
"M423.211T1338.363",-0.012248,-0.010819,0.032741,0.0068471,0.024242,0.0029636,-0.007098,0.017834,-0.0038708,-0.0014333,-0.0063143,-0.0060751,-0.017498,0.0065294,-0.0047115,0.02224,0.023732,-0.04114,0.010802,0.01115,0.0018521,0.003102,-0.016918,-0.017899,-0.0026471,0.019713,0.022186,0.019002,0.0018408,0.015194,0.0063073,-0.012987,0.02203,-0.0075193,-0.011121,0.016026,-0.018434,-0.031642,-0.014107,-0.0020914,-0.013602,-0.01878,0.018979,-0.0013984,-0.019561,0.007591,0.025908,0.022097,0.016628,-0.004303
"M621.422T1335.803",-0.016686,-0.0026302,0.001486,-0.032753,0.020838,-0.019125,-0.02396,-0.010102,0.0097367,-0.017484,-0.0065465,0.011181,0.012671,-0.00031332,-0.021322,0.012257,-0.01041,0.0045409,-0.029564,-0.018543,0.013805,0.0082398,0.0062004,0.018876,0.015293,-0.027188,0.0013561,-0.022547,0.0084472,-0.010439,0.0091848,-0.0029613,0.0072952,0.013066,-0.00019446,-0.0047076,-0.012677,-0.0044382,-0.002136,0.024509,-0.0084285,0.0072976,0.0077287,-0.0040413,-0.0040303,-0.0051913,0.023256,-0.0014001,0.0053583,0.0036513
"M769.489T1304.079",-0.025204,0.0066235,-0.011674,0.02561,0.013604,0.018476,0.024114,0.00024596,0.023631,-0.016766,-0.03467,-0.019744,-0.019051,0.0062159,0.018035,0.013417,0.0092811,0.014245,0.021773,-0.013023,-0.0085305,-0.0031688,-0.0048675,0.0029045,-0.017486,0.0031318,0.037596,0.00014403,-0.018512,-0.017223,0.0083166,-0.0099992,0.014388,-0.016632,-0.00078997,0.0043508,0.01292,-0.0099048,-0.00054005,0.0051732,-0.010142,-0.0053697,0.010816,0.02177,0.011031,-0.01649,-0.0072701,0.021215,-0.00018817,-0.0030233
"M838.515T1340.539",-0.025719,-0.008444,0.0025253,0.018583,0.025799,-0.016468,0.0055975,0.0087227,0.0077394,0.0031929,-0.011651,-0.059514,-0.017769,0.018036,-0.001164,-0.0003375,0.0020838,-0.0163,0.0052852,0.01363,0.024367,-0.022169,0.014478,-0.0057218,-0.0013012,0.0046184,0.0046843,-0.0012212,0.0047811,-0.029014,-0.010339,0.0073509,-0.0055926,0.0090597,-0.011197,-0.017418,0.0039259,0.0068452,-0.0061953,0.0083757,-0.0075393,-0.015659,-0.0064704,-0.0011581,-0.010486,0.0045033,0.012843,0.0070435,-0.001744,-0.0012
"M848.522T1297.532",-0.032799,-0.0013927,-0.027023,0.047069,0.019323,-0.0022971,0.0011366,-0.0037637,0.0011379,0.0081552,-0.017649,-0.038473,0.011221,0.024332,-0.0039701,0.026459,0.0022581,-0.0033651,-0.00586,-0.014694,-0.0088574,0.0038907,-0.0062177,-0.024122,0.0081338,-0.02431,0.014864,-0.0071641,0.003359,0.0033092,-0.0028888,-0.00085704,0.0047765,-0.0081195,-0.0092485,0.010249,-0.0056528,0.003942,-0.0083282,0.0057632,-0.0012415,0.0015187,-0.0057476,0.0074866,-0.0045862,-0.0024929,0.0091559,-0.0071953,0.0013834,-0.0048053
"M995.371T941.78",-0.023298,-0.0013467,-3.9284e-05,-0.014776,-0.015424,0.013113,-0.0015,-0.0013309,0.0086537,0.0040382,0.011406,-0.0086569,0.015073,0.010299,-0.0023735,0.0091774,-0.001441,-0.00076439,0.011878,0.003772,-0.017545,0.0053288,-0.012316,-0.0088319,-0.015443,0.019443,-0.020637,0.0086482,0.014457,-0.0022532,-0.005411,-0.0033805,0.0018547,-0.0022658,-0.0039429,0.014047,0.0223,0.0013822,-0.010528,-0.0016753,0.014447,-0.0048626,-0.0037525,0.00021504,0.006369,-0.016769,-0.0073117,0.0011368,0.017273,-0.0013287
"M513.176T893.689",-0.034012,-0.0044207,0.0005966,-0.0019151,0.0049454,0.014804,-0.0040104,-0.009081,-0.0059964,0.010948,0.0099989,-0.00030516,0.013853,-0.032654,0.027317,-0.01216,-0.00080127,0.0019124,0.0023769,-0.0012604,0.0073366,0.0064756,0.0022758,-0.001858,-0.020886,-0.0044222,0.0057075,0.0034357,-0.0033224,-0.0061892,0.0071697,-0.018633,0.0033095,0.002392,0.0058504,0.0058788,-0.0028412,-0.0041069,-0.0074328,0.0079978,-0.0018762,-0.0057364,-0.020598,-0.0081762,0.010297,0.016282,-0.0088661,0.004225,-0.012038,0.00082359
"M927.368T919.58",-0.026556,-0.0003678,-0.0064405,-0.030782,-0.0023608,-0.0080163,-0.017007,0.012983,0.021546,0.0082265,0.019749,0.020072,0.014993,-0.0018473,-0.0070711,-0.0072876,0.0050764,0.034656,-0.0082258,-0.020558,0.023445,-0.026196,0.021732,0.0056771,0.020334,-0.019377,0.010573,-1.2108e-05,-0.0041365,0.028141,-0.0016279,-0.023706,-0.0030682,-0.011369,-0.0045798,0.010587,-0.028158,-0.024203,0.010192,-0.0067743,-0.015419,0.00088833,-0.0062997,0.022553,0.030177,-0.0073896,-0.0042974,-0.023439,-0.021185,0.008978
"M949.361T934.647",-0.027455,0.0065108,-0.005361,-0.026806,-0.0077686,-0.0037997,0.00052535,0.0095952,0.01042,0.00085403,0.021219,0.033652,-0.024068,0.033613,-0.021624,0.0041944,0.0055316,0.054522,1.624e-05,-0.0010538,-0.012805,-0.0082889,-0.00091257,0.0051142,0.023705,0.010993,0.0025155,-0.0061205,0.0073769,0.001863,-0.0030352,0.0029154,-0.011488,-0.0080782,0.00084861,0.0090972,-0.0046459,-0.011166,-0.0085464,0.0049712,0.007648,-0.0011659,0.0044447,0.0073829,-0.0057906,0.0030941,-0.0066184,0.0039671,0.0069809,0.0051996
