"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"M907.342T857.905",-0.023525,-0.014743,0.0095549,-0.013881,-0.021014,-0.014276,-0.00033451,0.00040957,0.018085,-0.0029675,0.0039642,-0.01641,-0.0030331,0.0029767,-0.0019545,-0.0011622,0.0055081,0.00012811,0.0042849,0.0069853,0.0083403,-0.017731,0.008611,-0.00065809,-0.01351,0.0071544,-0.017338,0.0050875,-0.0091484,0.0074256,0.0052953,0.00063116,-0.0061362,-0.024723,-0.0017382,-0.017358,0.012164,0.0088943,-0.010881,-0.006683,0.011102,-0.0071165,0.015556,-0.0024621,0.0072354,-0.032042,0.0047092,0.0074075,-0.02082,-0.0055171
"M447.159T891.807",-0.02769,-0.0058263,0.0033411,0.0070196,-0.015504,0.0092122,-0.0060099,0.0040961,0.00014341,-0.0070032,-0.00084562,-0.0025428,-0.023204,-0.0074957,-0.015516,0.0085349,0.013497,0.0060517,0.011197,-0.024921,0.018498,0.017459,0.0023235,-0.016284,-0.013323,-0.012602,0.0063411,0.015369,0.030613,-0.0081746,-0.010521,0.0017079,0.011072,0.018743,0.0011356,0.010619,0.0068939,0.019576,-0.0031944,-0.026398,-0.0055196,0.004891,-0.0098157,0.021618,-0.016611,-0.0073847,0.0088383,-0.004505,0.0037592,0.0050102
"M455.313T1308.231",-0.018636,-0.0082478,0.0075432,-0.0068254,0.0088282,4.9221e-05,-0.031289,0.0057138,-0.01514,-0.01126,0.010614,0.0086779,-0.00084466,-0.0098579,0.020159,-0.0038949,0.00020442,-0.033713,0.0061841,-0.0054708,-0.0096397,0.0014228,0.020348,0.028352,0.012471,-0.020869,-0.012228,0.0066354,0.013963,-0.029136,0.0082338,0.01511,-0.0093826,0.00074635,0.0038349,-0.015617,0.016052,-0.025488,-0.0065471,-0.010849,-0.0096508,0.024978,0.017894,-0.0098171,-2.1961e-06,-0.018658,0.020263,-0.0035534,-0.001292,-0.0036619
"M599.516T1557.26",0.0035557,0.022435,-0.026708,-0.01386,-0.0058227,0.010483,-0.014675,0.020151,0.013377,0.029615,0.019021,0.037855,-0.0086344,-0.0024384,-0.010202,-0.0089405,-0.015376,-0.021088,-0.023406,0.0036806,-0.0049212,-0.059423,0.012745,-0.039613,-0.030588,0.013008,0.018919,0.022867,-0.014662,-0.03353,-0.018864,0.063993,0.030909,0.020987,-0.0029457,-0.01911,0.040956,-0.053238,-0.026432,0.052211,0.0012403,0.030136,-0.035697,0.018827,-0.045411,0.067672,0.048361,-0.058941,0.0053637,0.009339
"M792.31T959.199",-0.033168,-0.0075753,-0.0037209,0.0016179,-0.0093032,0.0026639,0.0030451,0.0066417,0.0061437,-0.049287,0.03073,0.024813,0.028356,-0.048291,-0.021104,0.042782,0.02168,0.024734,-0.0064841,-0.035739,-0.037759,-0.010172,-0.013865,0.0035619,-0.0030697,0.018495,0.024424,-0.00064884,0.0035196,-0.0051975,0.0024601,0.0084743,0.011149,0.009377,-0.00045938,0.0024695,0.00207,-0.0015762,0.00026556,0.016334,-0.0019691,-0.0078933,-0.0065448,-0.0087594,-0.025423,-0.0056678,0.012798,-0.015698,-0.027647,-0.0046578
"M357.157T1003.085",-0.030682,0.0074019,-0.0018469,0.054163,-0.0071464,0.026118,-0.009132,0.040772,-0.044401,0.0033409,-0.011155,0.01588,0.05843,0.026331,0.066578,-0.013405,-0.021802,0.0047049,-0.015518,-0.046778,-0.052377,-0.021559,-0.0036073,0.017789,-0.015676,-0.0090557,0.0081456,-0.0027134,-0.0016022,-0.014644,-0.0034121,-0.038057,0.053514,0.0030454,0.037579,0.037472,0.017855,-0.0035555,-0.0033701,0.0029125,0.0015035,0.0004362,-0.0020446,0.00035801,-0.0086709,0.010305,-0.028202,0.0056446,0.027168,-0.0022091
"M643.447T1372.623",-0.015737,0.025814,-0.020189,-0.01348,0.034485,0.010042,-0.0028892,0.026356,-0.019597,0.018219,-0.0045992,-0.024356,-0.017497,0.031066,0.010791,0.0058183,-0.0036463,0.012103,-0.0023188,0.00017807,-0.030124,0.016895,-0.012278,0.0061481,0.0062576,-0.00093518,0.0025343,-0.006862,0.0029473,-0.014416,-0.013173,0.00075354,0.0086163,0.00047119,0.00060117,-0.013477,-0.0076757,-0.010115,0.0042006,0.0061899,0.0041101,-0.00016527,0.011623,-0.007176,-0.016551,-0.00147,-0.0083468,0.0095659,0.0070698,0.0043115
"M643.247T821.568",-0.025697,-0.0050977,0.0037426,-0.010394,-0.0064956,0.0088407,0.0030727,-0.0073636,-0.001412,0.00097733,0.011952,-0.012438,0.0083023,-0.0053417,0.0096654,-0.012246,0.017002,0.0029374,0.0089254,-0.0037806,-0.011279,-0.014523,0.0007005,-0.0059606,-0.021559,-0.0090101,-0.00095695,0.0012714,-0.014307,-0.00035541,0.0018995,-0.0079148,-0.017604,0.006018,0.0041408,0.0022554,0.0088385,0.009021,-0.0017717,-0.0083171,-0.0043367,-0.026194,-0.00031017,0.0049847,-0.0087625,-0.0067066,-0.0041025,0.01539,0.005879,0.0010776
"M702.26T836.496",-0.028416,-0.0062628,0.0050188,-0.015679,-0.0054166,-0.0052765,0.015081,-0.017494,0.01462,0.022561,0.0050163,0.0052775,0.0028747,0.0083818,-0.014143,0.004641,0.0084436,0.014667,0.012425,-0.0062434,0.012483,0.0025432,0.026367,0.0019991,0.0061271,-0.014103,-0.012652,-0.0076691,0.0027264,0.012171,0.0042087,-0.00523,-0.012503,-0.010083,-0.0099738,-0.016311,-0.0072726,0.0073989,-0.025693,0.0033245,-0.01049,0.01322,0.010431,-0.0081945,-0.0050933,-0.027066,0.0097876,0.0030043,0.011572,0.001422
"M295.152T1325.086",-0.0098555,-0.0037423,0.019955,0.0096422,0.011466,0.010029,-0.0047246,-0.0092304,0.015508,-0.021575,0.0029641,0.0082816,-0.0019016,0.034477,-0.03982,-0.02496,-0.043793,0.0070397,-0.027833,-0.0047682,0.02113,0.015777,-0.0092633,-0.017559,-0.035642,-0.014936,0.045383,0.0052731,0.011765,0.0037415,0.0075461,0.033778,0.056361,-0.0070879,-0.012513,0.0042296,0.024186,-0.033678,-0.0004659,0.016139,0.015847,0.011344,0.0073253,0.018696,0.0059671,0.022165,0.0028856,0.0014866,0.020634,-0.0018737
"M614.484T1372.967",-0.00087084,0.013332,-0.020662,0.0011334,0.041208,-0.0086331,-0.03762,-0.000589,-0.0075166,-0.0067718,0.032433,-0.032726,0.023897,0.093413,0.044584,0.028029,-0.0033545,0.0083244,0.02836,0.010173,0.025151,0.0080178,0.018449,0.036655,0.030894,0.00028734,-0.0099678,-0.023961,-0.018895,0.0045942,0.0021641,-0.00027437,-0.0017866,0.0083543,0.0060582,-0.028974,0.023761,-0.0065164,-0.0011767,0.062517,-0.030356,0.001838,0.0090664,-0.012618,-0.046469,-0.018143,-0.0071744,0.043791,0.027605,0.0036316
"M954.358T843.183",-0.026205,-0.013567,0.013611,-0.010183,-0.016191,0.014409,0.006907,-0.011571,0.021345,-0.00064255,0.01908,0.019486,-0.0088786,-0.032064,0.010156,0.037213,0.024064,0.0092835,0.013077,-0.029408,0.0052424,0.0044903,0.0038103,-0.0035507,0.012568,-0.016413,0.0066418,0.01943,-0.014685,0.020542,0.0092935,-0.0072927,-0.00052101,-0.0031544,0.012753,0.00068643,-0.0024956,-0.020046,-0.010425,-0.011105,0.01844,0.0061357,0.00025857,0.0084941,0.021497,0.014297,0.034133,0.0017692,0.013439,0.0048768
"M329.322T1574.9",0.0032255,0.0050813,-0.03743,0.012954,-0.026963,-0.013591,-0.018372,-0.022419,0.00063709,-0.019997,-0.012731,0.01011,0.001369,0.014641,0.0048856,-0.0044536,-0.0083738,0.00072405,0.0075202,-0.026811,0.0018188,0.0080186,0.015071,0.025652,0.0047039,0.013634,-0.0010331,0.023263,-0.015118,0.020435,-0.0060855,-0.010532,-0.016368,0.0049857,0.028338,-0.019261,-0.0070876,-0.0012206,-0.017714,-0.0035021,0.029975,0.016308,-0.0030546,-0.015964,-0.007863,-0.041022,0.0055398,0.026796,-0.0056173,-0.0018778
"M700.27T900.968",-0.028289,-0.0030119,-0.0091079,-0.012161,-0.022996,-0.0097499,0.0077406,0.0024176,0.013633,-0.0067888,0.0012931,0.0039853,-0.0051772,0.022573,-0.013745,0.027712,-0.010462,0.032837,0.0067344,-0.0049273,-0.030094,-0.0057339,-0.0052925,-0.011766,0.011637,-0.022212,-0.0085334,-0.014709,0.015307,-0.01135,0.0055331,0.031227,0.00046263,0.014552,0.0018574,-0.02212,-0.0059176,-0.0022293,-0.003906,0.006195,-0.013325,0.013317,0.0015128,0.00012905,-0.010732,-0.002481,0.012986,0.016345,0.018257,0.0079689
"M927.568T1387.796",-0.022231,0.01897,0.0058332,0.019975,0.0080167,0.019301,0.0053787,0.002435,-0.02903,-0.021965,0.0050911,0.0057457,0.014076,0.014405,0.01288,0.02699,0.011077,-0.012473,-0.0055148,0.010028,-0.037742,0.0085575,-0.007479,-0.012586,0.021598,0.013132,0.002264,0.0087211,-0.02007,-0.015224,0.014306,0.00039647,-0.010513,-0.0058063,0.0069213,0.0064778,-0.015934,0.0003089,-0.0117,0.0047717,-0.0076691,0.0092118,-0.011231,0.02369,0.0058573,-0.0064661,0.014505,-0.0026648,-0.00058797,0.011896
"M689.277T943.472",-0.032671,9.996e-05,-0.0031275,5.6447e-05,-0.0087036,0.0020023,0.0016045,-0.0028069,-0.00068104,0.013165,0.0036074,-0.016979,0.045,-0.013766,0.029057,0.035562,-0.013922,0.00084698,-0.013661,-0.011307,0.0099113,-0.018151,-0.0031199,-0.0094513,-0.023128,-0.010947,-0.005447,-0.0034609,-0.01177,-0.0034461,0.010043,0.012259,0.025563,0.012735,0.013122,0.0053212,-0.0074549,0.014271,-0.009906,-0.015584,-0.017531,0.0067281,-0.001353,0.0024562,0.013456,-0.015,-0.0072289,-0.015177,0.0065635,-0.007881
"M413.182T880.56",-0.030365,-0.0064712,-0.0033102,0.0011606,-0.00033136,-0.006334,0.0079844,-0.017464,-0.0067551,0.021927,-0.010658,-0.0079041,0.017374,0.015465,-0.0059586,-0.0079785,-0.013698,-0.0038775,-0.013236,-0.00013837,0.026625,-0.010012,0.013614,-0.00033103,-0.013372,-0.013882,-0.023935,-0.0036463,-0.011891,0.020234,0.0043574,0.0067877,-0.016949,0.00081,0.0082935,-0.010546,-0.012703,0.02014,0.0090442,0.0097315,-0.0029491,-0.010104,-0.012917,0.0087856,-0.0066791,-0.0027312,0.00089432,0.0012531,-0.00066232,0.0055267
"M439.235T1137.163",-0.022772,-0.0097148,-0.0073607,0.024849,0.020254,0.0084746,0.0073474,-0.016006,-0.0055619,0.022376,0.027445,0.0070039,-0.032367,-0.039129,-0.0095889,-0.003718,0.0083658,-0.036633,-0.011254,-0.0038144,0.013192,-0.0078284,-0.014172,0.0070885,-0.012377,-0.013806,0.0075761,0.023151,0.0022718,-0.0022012,-0.0076517,-0.012041,-0.002397,-0.00647,-0.0017221,0.0057798,-0.0032543,-0.01341,0.015293,-0.013871,-0.0048109,0.0018262,0.014005,0.0016982,0.0059473,0.013317,0.018607,-0.003308,-0.01463,0.00042326
"M904.648T1499.87",-0.0098108,0.027964,0.041905,0.0063546,-0.0074015,-0.010189,-0.00037974,-0.024266,-0.017101,-0.016794,0.012827,0.0067596,-0.022383,0.0041157,-0.0043298,0.0075156,0.002882,0.010377,-0.0026974,-0.014843,0.016665,-0.0016532,-0.0079955,-0.0010245,-0.0027993,-0.0024797,0.0063805,0.0080325,-0.01011,0.019173,0.014364,-0.00086212,0.032753,0.0059082,-0.022764,-0.0027465,-0.024495,0.0027999,0.024359,0.00072044,-0.0029534,-0.015536,-0.0016783,-0.01704,-0.022762,0.00081402,0.0016178,0.0072395,0.010272,0.0028985
"M481.362T1439.996",-0.013512,-0.0023006,-0.011452,-0.026574,-0.0057669,0.00058291,0.00077608,-0.018117,-0.0074838,-0.018534,-0.020313,-0.011344,-0.022538,-0.0034353,0.022144,-0.0075551,-0.0018212,-0.0023346,-0.029142,-0.024051,-0.027828,-0.015203,-0.0011585,0.010693,-0.0057408,-0.012692,-0.024801,0.012063,-0.0064123,-0.017585,-0.0084526,0.039791,0.0013721,-0.0077624,0.015147,-0.003733,-0.0054828,0.055151,0.0050521,0.023297,-0.021979,0.015389,0.028579,0.0078705,-0.01025,-0.0021873,-0.025674,0.0026434,0.010413,0.0076714
"M587.443T1574.815",-0.0060142,0.022167,-0.013405,-0.015175,0.011977,0.0034068,-0.0072242,-0.0018445,0.0022352,0.010284,-0.010236,0.054855,-0.017771,0.021313,0.0049187,-0.021961,-0.024028,0.0076301,-0.0082931,0.0024872,0.0039749,0.028643,-0.006016,-0.0059025,-0.0022357,0.010861,-0.0040193,0.01199,0.027105,0.014593,-0.011145,-0.0060321,0.0024065,-0.016682,-0.019838,0.007469,-0.020026,0.0025672,-0.00314,-0.030199,-0.016811,0.0068492,-0.00022645,0.0039388,-0.009066,-3.3924e-05,-0.0082522,-0.029694,0.0030704,-0.0049442
"M425.216T1401.37",-0.0080452,-0.0073496,0.0067801,0.0033037,-0.011799,0.0046841,0.0022053,0.0055168,-0.010505,-0.02667,0.015606,0.0019035,-0.026907,0.019784,-0.024062,-0.0097689,0.0069198,-0.0287,-0.0123,-0.011991,0.030365,0.0065615,-0.021388,-0.010857,-0.034425,0.0095582,0.011254,0.017134,-0.025462,0.029048,-0.022336,-0.013478,-0.0076749,0.015063,0.00023741,-0.021447,-0.027355,-0.0033895,0.00047979,0.0008497,-0.031459,-0.0037387,0.0094863,0.0046299,-0.0025238,0.034437,-0.024968,0.017572,0.012651,0.00065745
"M890.585T1428.316",-0.010829,0.02737,0.021025,-0.022026,0.0014782,-0.014592,-0.043317,-0.0081072,0.020603,-0.017012,0.0091465,-0.014231,0.024323,-0.012972,-0.0068829,-0.016865,-0.028666,0.014752,-0.092499,-0.059581,0.017936,0.031755,-0.046229,0.0085723,0.068006,0.0039522,0.0083488,0.036809,-0.019054,-0.0085856,0.030293,0.0070813,-0.045004,0.022041,0.015878,-0.0096076,-0.035328,-0.020196,0.046352,0.048255,0.062952,-0.051415,-0.014392,-0.021321,-0.057149,-0.012173,-0.0076881,0.03681,-0.041809,0.0037105
"M829.507T1333.909",-0.035023,-0.0053121,-0.0087693,0.047738,0.0092443,0.0067596,0.0028315,0.010333,-0.024738,0.013937,-0.021341,0.007181,-0.013011,-0.0035174,-0.03168,0.011603,0.011751,-0.014031,-0.010021,-0.0017124,0.020367,0.0034436,-0.0064967,-0.006702,-0.0031692,-0.00054198,-0.0091629,0.012627,0.0080934,0.0083587,-0.010557,-0.0036118,-0.00058287,-0.0026936,0.00052402,0.010314,-0.0032722,-0.0025418,-0.0067628,0.0080559,-0.0043179,0.00228,0.0060696,-0.0052742,-0.001239,-0.0037363,0.00099489,-0.010576,-0.0030246,0.015642
"M430.319T1557.453",-0.00050229,0.0089144,-0.034235,0.010487,-0.01605,-0.019014,-0.0014671,-0.021879,0.013692,-0.020048,0.003401,-0.010645,-0.014732,0.004571,-0.0042409,-0.011475,0.013896,0.021186,-0.0024069,-0.0023648,0.016422,0.010041,0.0015536,-0.0023742,0.03559,0.0057395,-0.0056835,0.0057132,0.0060341,0.0075921,0.013521,0.0012515,0.016334,0.032057,-0.045781,0.015847,0.0010627,-0.0015974,-0.00087166,-0.012321,0.025255,-0.020365,-0.00076931,0.027013,-0.02585,-0.01402,0.015217,0.0024204,-0.024695,0.0008543
"M762.288T940.951",-0.029982,-0.0062962,0.0068794,-0.011806,-0.0086651,0.0011006,-0.0047788,-0.004425,-0.017054,0.0021378,0.017209,-0.019418,0.011559,-0.0060798,0.0099587,-0.034907,-0.002243,-0.040188,0.015049,0.0018553,0.0029833,-0.011513,0.028208,0.017173,0.00012475,0.0086701,-0.0082864,-0.0018935,-0.015026,-0.0095456,-0.0086574,0.015792,-0.0033318,0.00095975,0.027857,-0.0098628,-0.012897,-0.0031871,-0.0091844,-0.010625,-0.020951,-0.0032837,-0.0018398,-0.031049,-0.011662,-0.0058451,-0.004083,0.016552,0.005854,-0.016411
"M909.343T957.42",-0.026707,-0.0062758,0.0024093,-0.014704,-0.015007,0.0032209,0.0046675,0.013705,0.0014534,0.021654,0.0072439,0.00033171,0.0012756,-0.021185,0.028481,0.01405,-0.047663,0.0060886,0.0082544,0.013826,0.024002,-0.0082349,-0.005839,-0.01091,-0.0044577,-0.0002291,-0.0023169,0.0036005,-0.0053016,-0.0015223,-0.0015642,0.0068184,-0.006007,0.0058589,-0.0061633,-0.015612,0.0075714,0.011521,0.0072939,-0.0033974,-0.00014045,0.0073437,0.0096195,-0.0076258,-0.0058306,-0.00091201,0.0018921,-0.0016079,0.0072417,0.0036071
"M326.29T1508.218",0.00072653,-0.00051066,-0.027686,0.012041,-0.029832,-0.0040749,0.0084915,-0.018015,0.0058934,-0.013282,0.0048442,0.0031238,-0.01297,0.014177,0.017642,-0.017777,-0.00359,-0.0041576,-0.012964,-0.026128,0.0092555,0.023561,0.020763,-0.0050458,0.010758,-0.022256,0.027528,0.018107,-0.0099441,-0.0052162,0.010116,0.009369,0.015723,0.014577,-0.0063821,0.045676,-0.018036,0.010124,0.045311,0.016695,0.019583,0.023003,0.055916,0.022881,0.013621,-0.0096315,-0.012336,0.022798,0.0030393,-0.0001409
"M889.338T942.609",-0.023709,-0.0021716,-0.0071936,-0.010995,-0.02023,0.0058795,0.0072953,-0.00059466,0.0046222,0.0024951,0.003528,-0.0034864,0.023939,-0.013981,0.021787,0.0011468,-0.011028,0.00252,-0.0012454,-0.0029254,-0.0019863,-0.0038427,-0.010384,-1.791e-05,-0.00037835,0.01298,-0.0053863,0.0029596,0.0072947,-0.00068093,-0.0079859,-0.0023874,0.029114,-0.00084256,0.011627,-0.00057974,0.0099715,0.018177,-0.011715,0.0078913,0.019272,-0.020426,-0.0049488,0.0161,0.0037871,0.013481,-0.0047275,-0.0038973,0.022444,-0.00085816
"M679.391T1153.775",-0.030344,-0.0070328,0.013395,0.040321,-0.0010165,0.02285,-0.021632,0.015943,-0.0066609,0.014768,0.010016,-0.011425,-0.0028855,0.011872,0.012517,0.0048949,-0.024104,-0.007309,-0.010122,-0.0049042,-0.0067184,-0.013962,-0.0060659,-0.021946,-0.036563,-0.013121,0.012672,0.010239,-0.015175,-0.0019544,-0.0099146,-0.011025,0.014114,0.02504,0.006123,0.034878,-0.00091532,0.0026266,-0.0066441,-0.0060231,-0.011918,-0.013848,-0.019248,0.013609,-0.026976,0.0043423,-0.010808,-0.0021157,0.00649,-0.0014573
"M704.261T784.45",-0.028845,-0.0075718,0.0033005,-0.013479,-0.021502,0.010188,-0.0027445,-0.0084906,-6.5211e-05,0.0093062,0.011887,0.011698,-0.0017957,-0.0017991,0.002177,0.0011553,0.022918,0.0040572,0.0071837,-0.0052904,-0.0037597,0.013957,0.0028921,-0.0012946,-0.025691,-0.011648,-0.014849,-0.0019542,0.0051248,-0.012534,0.0096228,0.005211,0.0079249,-0.0028616,0.010538,-0.0022319,-0.0076177,0.004278,0.0021681,-0.002489,0.0095728,0.0048379,-0.0038661,0.0013519,0.0056701,-0.0066512,-0.0061839,-0.0027103,0.0057411,-0.0017739
"M795.538T1365.583",-0.011953,0.011176,-0.012874,0.0073529,0.024685,-0.024051,-0.0049512,-0.041679,0.002172,-0.01498,0.034231,-0.010246,-0.0029788,0.011588,0.0025167,0.0037655,-0.03012,0.011095,0.028513,0.0068763,-0.0099187,0.020687,0.0041307,-0.0020538,0.0045231,-0.035371,0.009016,-0.012307,-0.03183,-0.0017842,0.04925,0.017981,0.010343,0.017892,0.018234,-0.033355,0.010147,0.011258,0.031686,-0.0028586,-0.059996,-0.028506,0.013185,0.016906,0.022809,-0.0023991,0.0038441,-0.012051,0.027588,-0.0013193
"M557.21T874.262",-0.033623,-0.0021886,0.0030556,-0.0043396,-0.0097073,0.019163,0.013555,-0.010798,-0.012672,0.010566,0.0090128,-0.0063749,0.011283,-0.020653,0.017973,0.029985,-0.013142,-0.0071039,-0.0077333,-0.0069953,-0.0092039,0.0001011,-0.01417,-0.0081288,-0.012287,-0.0015622,0.010844,0.0020094,-0.0089046,-0.014456,0.0046603,-0.0073203,0.0075448,0.011062,7.5029e-06,0.0029069,-0.0026283,-0.0040287,-0.02874,0.0011235,0.0076827,0.0081118,0.0021599,-0.035502,0.0055543,0.0063491,0.0085909,0.0026864,0.0030629,-0.0074303
"M885.332T901.88",-0.026124,-0.0052458,0.0033408,-0.015564,-0.015266,0.0059592,0.0023454,0.003515,0.0081843,-0.0067527,0.011235,0.0067333,-0.010771,-0.00058935,0.0098588,-0.011075,0.0064585,0.015576,0.0078503,-0.014308,0.0019594,-0.0032089,0.017945,0.0037217,-0.011527,-0.0043409,-0.0066589,0.0046863,0.00050131,0.0044122,-0.012656,0.010368,0.009839,-0.0031946,-0.0083678,0.0053456,0.016053,0.0062515,-0.0069013,-0.018774,-0.0064814,0.0060637,-0.0052129,0.0018144,0.01275,0.013862,0.0084763,-0.012762,0.013436,-0.0071005
"M885.34T952.01",-0.026713,-0.0030861,0.00089612,-0.014932,-0.016485,0.0024012,-0.00078261,0.00098028,0.012591,0.00035686,0.010123,0.013319,-0.013003,0.0086219,0.0052597,0.0017087,0.0046708,0.022322,-0.0042789,-0.0080824,0.0043005,0.0011791,0.012001,0.00057208,-0.012065,-0.0064755,-0.0058234,-0.0036023,0.0024703,0.0013144,-0.011124,0.0058168,0.0056043,-0.0070507,-0.011516,0.0057659,0.019236,0.0027675,-0.0078984,-0.013132,-0.0035701,0.012824,0.0091031,0.0019512,0.015982,0.022136,0.010014,-0.00055958,0.020649,0.0086933
"M803.49T1305.244",-0.028005,-0.0038741,-0.010505,0.025581,0.027811,0.00019982,0.013603,-0.0036685,-0.01946,0.012202,0.0036253,0.004455,-0.012322,-0.0011124,-0.023309,0.019944,0.019016,-0.0089041,0.0034085,-0.010462,0.0011258,0.0030626,-0.0015498,0.0034624,-0.0027783,0.0097036,-0.0022721,0.0088019,0.0075372,-0.0012628,-0.0030587,0.0032461,-0.0076556,0.0032066,0.00044285,0.00064111,-0.0029516,-0.0029777,0.0048347,0.0093333,-0.0083777,-0.0022801,-0.0036717,-0.006316,-0.0040878,0.0024858,0.0069959,0.011423,-0.0016011,-0.0023774
"M699.261T909.479",-0.029499,-0.0010607,-0.0012676,-0.0020817,0.0057347,-0.010756,0.026952,0.0017353,0.0074283,0.029968,-0.029957,0.020788,0.039588,0.014891,0.0030722,-0.0073111,-0.0085667,0.013842,-0.019658,-0.0016949,0.0050946,-0.030969,0.0041217,0.0034798,-0.0090586,0.0010172,-0.012423,-0.018067,-0.012824,0.014991,-0.0020693,0.0089649,0.0086083,-0.0078383,-0.010326,-0.0085219,-0.01267,0.0085882,-0.0082412,0.0075752,0.0067646,-0.0059723,0.0022379,-0.0075445,0.015362,0.011416,-0.015711,-0.014792,0.020113,0.00076741
"M1091.429T900.968",-0.03127,-0.0023465,0.0013258,0.0062775,-0.018571,-0.0038941,-0.0050308,0.020144,0.01606,0.036454,-0.030447,-0.0046244,0.0049484,-0.026527,0.054256,0.031684,-0.039116,0.007228,-0.023661,0.011724,0.022976,-0.015339,-0.013758,-0.012947,-0.0069968,-0.0022154,0.0040173,-0.0070278,-0.0088827,-0.0086021,0.012072,0.00077256,0.0015753,0.012532,-0.025543,-0.020788,0.0068921,-0.010889,0.0072111,0.00083458,0.014385,0.014679,0.0075458,-0.00097675,0.0017779,-0.0056474,-0.017187,-0.0015793,-0.0065893,0.0073346
"M889.348T1006.792",-0.02437,0.0027769,-0.016647,-0.011406,-0.020645,0.0056573,0.006163,0.0043279,0.010687,0.009927,-0.018295,-0.00040361,0.032438,-0.0012866,0.025229,0.0071183,-0.011587,0.0030882,-0.010895,-0.0029346,0.0025249,0.0065695,-0.012903,0.0058355,0.0011889,0.01156,-0.010421,-0.0040514,0.0087345,-0.017838,-0.0054779,-0.0030616,0.045469,-0.019676,0.018288,0.011762,-0.0021869,0.028827,-0.018891,0.018371,0.011163,-0.02393,0.003966,0.014365,0.012023,0.0050446,-0.0023258,-0.00085288,0.0087145,0.0032537
"M706.26T821.568",-0.026581,-0.0039136,0.0082263,-0.002007,0.0011377,0.011717,-0.0094246,-0.00051748,-0.0044145,0.005621,0.016395,0.0074058,-0.0015381,0.022433,0.031191,0.0015652,-0.007622,0.0064168,6.5751e-05,-0.011404,-0.013432,-0.011244,0.00080987,-0.0052364,-0.01192,-0.022467,-0.018028,0.002552,0.0087248,-0.019299,0.0091303,0.0067066,-0.0033254,0.015677,0.018113,0.016019,0.0019134,-0.0052592,-0.006515,-0.010109,0.0024255,0.0087272,-0.00095968,0.01798,-0.02966,-0.031289,0.0093668,-0.0025506,0.0020158,-0.0048666
"M643.444T1405.963",-0.015551,0.026234,-0.020011,-0.013383,0.033293,0.0075105,-0.0055194,0.026928,-0.02224,0.018611,-0.010196,-0.028946,-0.016298,0.031294,0.010093,0.0043878,-0.010624,0.0066382,0.0053825,0.0031135,-0.025664,0.018839,-0.010968,0.00081694,0.0054913,-0.0045328,-0.00047572,-0.0085015,0.0027039,-0.0025113,-0.0079006,0.0041358,-0.0038466,-0.0017777,-0.0034118,-0.0097171,0.0057327,-0.015123,0.0039872,0.012052,0.0049152,-0.0039328,0.0052854,-0.012186,-0.015847,-0.0010778,-0.0011929,0.0058756,0.0035538,-0.002666
"M854.343T843.183",-0.029891,-0.0094166,0.0056006,-0.012165,-0.015263,0.0040285,-0.014344,0.017111,0.00090065,0.0017786,0.028873,-0.0038815,0.015904,-0.00033594,0.0045956,0.016442,-0.0074053,0.013583,0.024293,-0.0068005,0.012007,-0.013923,0.010651,-0.010643,0.011876,-0.025644,-0.0056238,0.00061848,0.021211,0.024221,0.014744,0.021132,0.021979,-0.0065151,0.001108,0.0058075,-0.0022118,0.0082325,0.016848,-0.011988,-0.0090369,0.028569,0.0019992,0.01448,0.00055246,0.018752,-0.0018185,-0.019109,-0.0017329,-0.0012558
